anio,idestado,idmunicipio,nomcicloproductivo,nommodalidad,nomestado,nommunicipio,volumenproduccion,cosechada,siniestrada,sembrada,valorproduccion,precio_mean,precio_total,rendimiento_real,tasa_siniestro,nivel_sequia_max,nivel_sequia_prev90_max,tmean_ciclo,tmin_ciclo_mean,tmax_ciclo_mean,dias_helada,gdd_ciclo,tmean_inicio,tmean_preseason,tmean_prev90,tmean_prev90_normal,tmean_prev90_anom,tmean_normal,tmean_ciclo_anom,tmean_ciclo_anom_z,gdd_normal,gdd_anom,tmean_inicio_anom,tmean_preseason_anom,n_dias_ventana,n_dias_con_dato,n_dias_prev90,ventana_incompleta,prev90_incompleta,altitud_media_m,altitud_min_m,altitud_max_m,altitud_std_m,tiene_acuifero_sobreexplotado,tiene_cuenca_sin_disp,acuifero_disp,cuencas_disp,acuifero_condicion_ok,sequia_no_clasificada,sequia_prev90_no_clasificada,clima_ok,prev90_ok,altitud_ok,hidro_ok,siniestro_ok
2016,1,1,PV,Riego,Aguascalientes,Aguascalientes,2247.15,300.0,0.0,300.0,7805071.04,3473.32,3473.32,7.4905,0.0,0,0,21.54677595628415,14.091693989071036,29.00185792349727,0.0,2113.06,21.827540983606553,16.758166666666664,15.601388888888891,16.496673611111113,-0.8952847222222218,21.587001366120216,-0.040225409836065,-0.1375960350501295,2120.5812499999997,-7.521249999999782,0.609252049180327,-0.7673697033898321,183.0,183.0,90.0,False,False,1921.8,1795.0,2093.0,82.7,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,1,PV,Temporal,Aguascalientes,Aguascalientes,3350.83,5032.0,13.0,5045.0,11255639.02,3359.06,3359.06,0.665904213036566,0.002576808721506442,0,0,21.54677595628415,14.091693989071036,29.00185792349727,0.0,2113.06,21.827540983606553,16.758166666666664,15.601388888888891,16.496673611111113,-0.8952847222222218,21.587001366120216,-0.040225409836065,-0.1375960350501295,2120.5812499999997,-7.521249999999782,0.609252049180327,-0.7673697033898321,183.0,183.0,90.0,False,False,1921.8,1795.0,2093.0,82.7,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,2,PV,Riego,Aguascalientes,Asientos,3340.0,630.0,0.0,630.0,11690000.0,3500.0,3500.0,5.301587301587301,0.0,0,0,20.726666666666667,13.286612021857923,28.16672131147541,0.0,1962.98,21.115,15.843749999999998,14.637055555555555,15.675923611111113,-1.0388680555555556,20.852728825136612,-0.1260621584699457,-0.3902518193150027,1986.326875,-23.346874999999955,0.5160553278688518,-0.9316242937853136,183.0,183.0,90.0,False,False,2038.4,1973.0,2129.0,43.4,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,2,PV,Temporal,Aguascalientes,Asientos,2770.0,4525.0,0.0,4525.0,9695000.0,3500.0,3500.0,0.6121546961325967,0.0,0,0,20.726666666666667,13.286612021857923,28.16672131147541,0.0,1962.98,21.115,15.843749999999998,14.637055555555555,15.675923611111113,-1.0388680555555556,20.852728825136612,-0.1260621584699457,-0.3902518193150027,1986.326875,-23.346874999999955,0.5160553278688518,-0.9316242937853136,183.0,183.0,90.0,False,False,2038.4,1973.0,2129.0,43.4,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,3,PV,Riego,Aguascalientes,Calvillo,333.0,58.0,0.0,58.0,1251800.28,3759.16,3759.16,5.741379310344827,0.0,0,0,22.169972677595627,14.747322404371586,29.592622950819667,0.0,2227.105,22.26295081967213,17.324166666666667,16.173333333333332,16.990083333333335,-0.8167500000000025,22.19636270491803,-0.0263900273224031,-0.093613383377802,2232.0025,-4.897500000000036,0.6020081967213109,-0.6560858050847465,183.0,183.0,90.0,False,False,1975.9,1563.0,2402.0,262.0,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,3,PV,Temporal,Aguascalientes,Calvillo,921.7,1370.0,0.0,1370.0,3337291.36,3620.8,3620.8,0.6727737226277373,0.0,0,0,22.169972677595627,14.747322404371586,29.592622950819667,0.0,2227.105,22.26295081967213,17.324166666666667,16.173333333333332,16.990083333333335,-0.8167500000000025,22.19636270491803,-0.0263900273224031,-0.093613383377802,2232.0025,-4.897500000000036,0.6020081967213109,-0.6560858050847465,183.0,183.0,90.0,False,False,1975.9,1563.0,2402.0,262.0,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,4,PV,Riego,Aguascalientes,Cosío,4817.0,640.0,0.0,640.0,19548300.48,4058.19,4058.19,7.5265625,0.0,0,0,20.78745901639344,13.37098360655738,28.203934426229505,0.0,1974.105,21.088524590163935,15.778333333333334,14.53205555555556,15.633868055555556,-1.101812499999996,20.97719945355191,-0.1897404371584699,-0.5644148330866552,2009.089375,-34.984375,0.4134016393442614,-0.9818506355932204,183.0,183.0,90.0,False,False,2029.7,1939.0,2225.0,91.9,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,4,PV,Temporal,Aguascalientes,Cosío,734.0,1250.0,0.0,1250.0,2292399.44,3123.16,3123.16,0.5872,0.0,0,0,20.78745901639344,13.37098360655738,28.203934426229505,0.0,1974.105,21.088524590163935,15.778333333333334,14.53205555555556,15.633868055555556,-1.101812499999996,20.97719945355191,-0.1897404371584699,-0.5644148330866552,2009.089375,-34.984375,0.4134016393442614,-0.9818506355932204,183.0,183.0,90.0,False,False,2029.7,1939.0,2225.0,91.9,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,5,PV,Riego,Aguascalientes,Jesús María,1930.85,266.0,0.0,266.0,7209986.99,3734.1,3734.1,7.258834586466165,0.0,0,0,21.011092896174866,13.542513661202184,28.479672131147534,0.0,2015.03,21.360163934426232,16.24683333333333,15.079777777777778,16.046618055555555,-0.9668402777777771,21.094286202185792,-0.0831933060109264,-0.2689470696592434,2030.48,-15.450000000000044,0.5643135245901689,-0.8513947740113004,183.0,183.0,90.0,False,False,2042.6,1863.0,2280.0,125.6,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,5,PV,Temporal,Aguascalientes,Jesús María,365.41,630.0,0.0,630.0,1222332.99,3345.1,3345.1,0.5800158730158731,0.0,0,0,21.011092896174866,13.542513661202184,28.479672131147534,0.0,2015.03,21.360163934426232,16.24683333333333,15.079777777777778,16.046618055555555,-0.9668402777777771,21.094286202185792,-0.0831933060109264,-0.2689470696592434,2030.48,-15.450000000000044,0.5643135245901689,-0.8513947740113004,183.0,183.0,90.0,False,False,2042.6,1863.0,2280.0,125.6,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,6,PV,Riego,Aguascalientes,Pabellón de Arteaga,4408.0,551.0,0.0,551.0,15183179.68,3444.46,3444.46,8.0,0.0,0,0,21.403743169398908,13.955901639344264,28.851584699453554,0.0,2086.885,21.65877049180327,16.474083333333333,15.270111111111111,16.23438888888889,-0.9642777777777792,21.496806693989072,-0.093063524590164,-0.3064931727150299,2104.090625,-17.2056249999996,0.5383606557376979,-0.8302936087570636,183.0,183.0,90.0,False,False,1971.5,1892.0,2243.0,107.3,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,6,PV,Temporal,Aguascalientes,Pabellón de Arteaga,536.7,543.0,0.0,543.0,1609622.34,2999.11,2999.11,0.9883977900552487,0.0,0,0,21.403743169398908,13.955901639344264,28.851584699453554,0.0,2086.885,21.65877049180327,16.474083333333333,15.270111111111111,16.23438888888889,-0.9642777777777792,21.496806693989072,-0.093063524590164,-0.3064931727150299,2104.090625,-17.2056249999996,0.5383606557376979,-0.8302936087570636,183.0,183.0,90.0,False,False,1971.5,1892.0,2243.0,107.3,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,7,PV,Riego,Aguascalientes,Rincón de Romos,14905.4,1851.0,0.0,1851.0,62416809.66,4187.53,4187.53,8.052620205294435,0.0,0,0,20.93505464480874,13.494808743169395,28.375300546448088,0.0,2001.115,21.237459016393444,15.980833333333331,14.755000000000004,15.806673611111112,-1.0516736111111076,21.086174863387978,-0.151120218579237,-0.4649615547508915,2029.003125,-27.888124999999945,0.4661885245901658,-0.9290250706214688,183.0,183.0,90.0,False,False,2078.0,1924.0,2341.0,143.0,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
2016,1,7,PV,Temporal,Aguascalientes,Rincón de Romos,1977.6,2526.0,0.0,2526.0,5212478.98,2635.76,2635.76,0.782897862232779,0.0,0,0,20.93505464480874,13.494808743169395,28.375300546448088,0.0,2001.115,21.237459016393444,15.980833333333331,14.755000000000004,15.806673611111112,-1.0516736111111076,21.086174863387978,-0.151120218579237,-0.4649615547508915,2029.003125,-27.888124999999945,0.4661885245901658,-0.9290250706214688,183.0,183.0,90.0,False,False,2078.0,1924.0,2341.0,143.0,0,1,-29.64,249.77,0,False,True,True,True,True,True,True
