nombre_entidad,municipio,count
Puebla,Universidad de la Sierra,126
Puebla,Venustiano Carranza,148
Puebla,Xicotepec de Juárez,148
Puebla,Zacapoaxtla,147
Puebla,Zaragoza,148
Puebla,Zoquitlán,148
Puebla,Ávila Camacho,146
Querétaro,Carrillo,136
Querétaro,Constitución de 1917,148
Querétaro,El Batán,142
Querétaro,El Pueblito,138
Querétaro,Gerencia Hidalgo,137
Querétaro,Huimilpan,44
Querétaro,Jalpan,128
Querétaro,Juriquilla,139
Querétaro,Observatorio de Querétaro,140
Querétaro,Peñamiller,135
Querétaro,San Ildefonso,148
Querétaro,San José,148
Querétaro,Sierra Gorda 1,33
Querétaro,Tequisquiapan,6
Quintana Roo,Arrecifes Xcalak,63
Quintana Roo,Banco Chinchorro,117
Quintana Roo,Cancún,145
Quintana Roo,Cancún Radar,110
Quintana Roo,Chetumal Tecnológico,23
Quintana Roo,Cozumel,148
Quintana Roo,Instituto Nacional de Innovación Agraria,23
Quintana Roo,Isla Holbox,14
Quintana Roo,Isla Mujeres,14
Quintana Roo,José María Morelos,72
Quintana Roo,Kantunilkín,87
Quintana Roo,Observatorio de Chetumal,231
Quintana Roo,Observatorio de Felipe Carrillo Puerto,148
Quintana Roo,Playa del Carmen,147
Quintana Roo,Puerto Juárez,32
Quintana Roo,Sergio B. Casas,1
San Luis Potosí,Ballesmi,148
San Luis Potosí,Cerritos,99
San Luis Potosí,Ciudad Fernández,11
San Luis Potosí,Ciudad Valles,234
San Luis Potosí,El Pujal,142
San Luis Potosí,Gallinas,148
San Luis Potosí,La Muñeca,59
San Luis Potosí,Las Adjuntas,195
San Luis Potosí,Matehuala,237
San Luis Potosí,Micos,145
San Luis Potosí,Naranjos,138
San Luis Potosí,Observatorio de Matlapa,158
San Luis Potosí,Observatorio de Río Verde,147
San Luis Potosí,Observatorio de San Luis Potosí,147
San Luis Potosí,Observatorio de Tamuín,147
San Luis Potosí,Ojo Caliente,147
San Luis Potosí,Pedro Montoya,145
San Luis Potosí,Requetemu,140
San Luis Potosí,San Vicente,68
San Luis Potosí,Santa Rosa,139
San Luis Potosí,Soledad Graciano,147
San Luis Potosí,Tanchachín,113
San Luis Potosí,Temamatla,128
San Luis Potosí,Tierra Blanca,141
San Luis Potosí,Valentín Gama,147
San Luis Potosí,Villa de Ramos,32
Sinaloa,Acatitán,131
Sinaloa,Adolfo Ruiz Cortines,138
Sinaloa,Ahome,133
Sinaloa,Andrew Weiss,148
Sinaloa,Bacurato hidrométrica de Gustavo Díaz Ordaz,148
Sinaloa,Badiraguato,140
Sinaloa,Choix Pueblo,12
Sinaloa,Cofradía,24
Sinaloa,Culiacán,148
Sinaloa,El Carrizo,130
Sinaloa,El Dorado,93
Sinaloa,El Fuerte,148
Sinaloa,El Sabinal hidrométrica,136
Sinaloa,El Varejonal hidrométrica,144
Sinaloa,El Zopilote,148
Sinaloa,Estación Naranjo,53
Sinaloa,Estación Rancho Viejo,147
Sinaloa,Guamúchil,148
Sinaloa,Guasave,148
Sinaloa,Guatenipa,135
Sinaloa,Higuera de Zaragoza,141
Sinaloa,Huites hidrométrica,147
Sinaloa,Ing. Aurelio Benassini Vizcaíno,147
Sinaloa,Ing. Guillermo Blake Aguilar,127
Sinaloa,Ixpalino,144
Sinaloa,Jaina,122
Sinaloa,Josefa Ortiz de Domínguez,148
Sinaloa,José López Portillo,148
Sinaloa,Juan Guerrero Alcocer,147
Sinaloa,La Cruz,148
Sinaloa,Las Tortugas,144
Sinaloa,Lic. Eustaquio Buelna,148
Sinaloa,Los Mochis,135
Sinaloa,Luis Donaldo Colosio,147
Sinaloa,Miguel Hidalgo,165
Sinaloa,Obispo,73
Sinaloa,Observatorio de Choix,138
Sinaloa,Observatorio de Culiacán,147
Sinaloa,Observatorio de Mazatlán,148
Sinaloa,Quelite,147
Sinaloa,Rosario,142
Sinaloa,San Juan,259
Sinaloa,San Lorenzo,147
Sinaloa,Sanalona,148
Sinaloa,Sanalona hidrométrica,148
Sinaloa,Santa Cruz,126
Sinaloa,Siqueros,148
Sinaloa,Sufragio,145
Sinaloa,Vinoramas,148
Sonora,Abelardo Rodríguez Luján,148
Sonora,Aconchi,147
Sonora,Adolfo Ruiz Cortines,148
Sonora,Agua Caliente,87
Sonora,Alvaro Obregón,148
Sonora,Aribabi,140
Sonora,Arizpe,147
Sonora,Bacanuchi,128
Sonora,Bacerac,146
Sonora,Basconcobe,123
Sonora,Bicentenario,47
Sonora,Caborca,62
Sonora,Calle Cuatro y Prolongación Doce,109
Sonora,Calle Cuatro y Prolongación Seis,109
Sonora,Calle Doscientos y Canal Bajo,109
Sonora,Calle Mil Doscientos y Canal Bajo,109
Sonora,Calle Seiscientos y Canal Bajo,109
Sonora,Cananea,120
Sonora,Casa del Ciano,148
Sonora,Cazanate,138
Sonora,Chiculi,93
Sonora,Ciudad Obregón,140
Sonora,Cocoraque,147
Sonora,Cuauhtémoc,148
Sonora,Cárcamo,108
Sonora,El Cajón,147
Sonora,El Cubil,145
Sonora,El Molinito,12
Sonora,El Nainari,52
Sonora,Etchojoa,105
Sonora,Guaymas,147
Sonora,Hermosillo,147
Sonora,Hornos,109
Sonora,Huachinera,147
Sonora,Huatabampo,122
Sonora,Ignacio R. Alatorre,146
Sonora,Imuris,145
Sonora,Ing. Rodolfo Félix Valdés,148
Sonora,Júpare,123
Sonora,La Té,87
Sonora,Lindero,123
Sonora,Lázaro Cárdenas,148
Sonora,Mumuncuera,134
Sonora,Nachuquis,113
Sonora,Navojoa,147
Sonora,Nogales,214
Sonora,Novillo 2,18
Sonora,Observatorio Cd. Obregón,69
Sonora,Observatorio de Altar,147
Sonora,Observatorio de Empalme,147
Sonora,Observatorio de Hermosillo,225
Sonora,Observatorio de Nacozari,126
Sonora,Observatorio de Puerto Peñasco,144
Sonora,Paso Nácori,213
Sonora,Pitiquito,143
Sonora,Plutarco Elías Calles,148
Sonora,Porfirio Díaz,109
Sonora,Punta de Agua 2,146
Sonora,Querobabi,141
Sonora,Rayón,49
Sonora,San Bernardo,147
Sonora,San Ignacio,130
Sonora,San José de Pimas,124
Sonora,San Pedro,134
Sonora,Santa Rosa 2,147
Sonora,Sebampo,118
Sonora,Sinahuiza,122
Sonora,Sonoyta,147
Sonora,Tepache,143
Sonora,Tesia,135
Sonora,Tesocoma,147
Sonora,Villa Juárez,109
Sonora,Vícam,157
Sonora,Yécora,147
Sonora,km 108 de Canal Alto,98
Sonora,km 14 de Canal Alto,109
Sonora,km 20,122
Sonora,km 25 de Canal Alto,109
Sonora,km 38,122
Sonora,km 39 de Canal Alto,109
Sonora,km 58 de Canal Alto,67
Sonora,km 68 de Canal Alto,109
Sonora,km 81 de Canal Alto,66
Sonora,km 91 de Canal Alto,109
Sonora,Álamos,115
Tabasco,Balancán,37
Tabasco,Boca del Cerro,210
Tabasco,Camoapa,11
Tabasco,Cañón Usumacinta,94
Tabasco,Cárdenas,147
Tabasco,Cárdenas Protección Civil,8
Tabasco,Dos Patrias,6
Tabasco,El Porvenir,148
Tabasco,Emiliano Zapata,125
Tabasco,González,238
Tabasco,Huimanguillo,2
Tabasco,Jonuta hidrométrica,42
Tabasco,Jonuta puente,1
Tabasco,La Posta,58
Tabasco,Los Agaves,30
Tabasco,Macuspana,147
Tabasco,Mezcalapa,45
Tabasco,Observatorio de Villahermosa,148
Tabasco,Oxolotán,134
Tabasco,Pantanos de Centla,83
Tabasco,Paraíso,116
Tabasco,Poblado C11,33
Tabasco,Porvenir,81
Tabasco,Pueblo Nuevo,148
Tabasco,Puente Solidaridad,31
Tabasco,Puyacatengo,148
Tabasco,Río González,4
Tabasco,Samaria,148
Tabasco,San Pedro,138
Tabasco,Sánchez Magallanes,32
Tabasco,Tapijulapa,142
Tabasco,Teapa,146
Tabasco,Tecoluta,42
Tabasco,Tres Brazos,29
Tabasco,Viejo Mezcalapa,51
Tabasco,Zamapa 2a. Sección,50
Tlaxcala,Apizaco,91
Tlaxcala,Calpulalpan,148
Tlaxcala,Cuapiaxtla,148
Tlaxcala,El Carmen Tequexquitla,148
Tlaxcala,Huamantla,141
Tlaxcala,La Malinche 1,11
Tlaxcala,Observatorio de Tlaxcala,271
Tlaxcala,San José Atlanga,148
Tlaxcala,Zacatelco,147
Tlaxcala,Zitlaltepec,148
Veracruz,Acatlán,148
Veracruz,Acayucan,5
Veracruz,Actopan,223
Veracruz,Agua Dulce,146
Veracruz,Alamo Temapache,145
Veracruz,Alto Lucero,68
Veracruz,Altotonga,148
Veracruz,Angel Rosario Cabada,148
Veracruz,Arroyo Colorado Protección Civil,26
Veracruz,Banderilla,148
Veracruz,Barra Galindo PC,12
Veracruz,Briones,148
Veracruz,Buena Vista Protección Civil,26
Veracruz,Canseco,118
Veracruz,Cardel,148
Veracruz,Carrizal,110
Veracruz,Carrizal Protección Civil,11
Veracruz,Cerro Gordo,147
Veracruz,Chacaltianguis,143
Veracruz,Chalahuite,87
Veracruz,Chapa Chapa Protección Civil,18
Veracruz,Chicomapa,146
Veracruz,Citlaltepec,46
Veracruz,Ciudad Alemán,1
Veracruz,Coatepec,147
Veracruz,Coatzacoalcos,104
Veracruz,Comalteco Protección Civil,24
Veracruz,Cosautlán de Carvajal,133
Veracruz,Cuatotolapan,147
Veracruz,Ejido Xilitla Protección Civil,15
Veracruz,El Ciruelo Protección Civil,25
Veracruz,El Espinal,89
Veracruz,El Higo,144
Veracruz,El Moralillo,146
Veracruz,El Morro Protección Civil,24
Veracruz,El Naranjillo,148
Veracruz,El Olivo,148
Veracruz,El Raudal,116
Veracruz,El Remolino Protección Civil,13
Veracruz,El Salado,80
Veracruz,El Tejar,148
Veracruz,Fortín,67
Veracruz,Garro,148
Veracruz,Huatusco,140
Veracruz,Huayacocotla,142
Veracruz,Ingenio Concepción,135
Veracruz,Isla Lobos,136
Veracruz,Jalacingo,82
Veracruz,Jamapa,44
Veracruz,Jesús Carranza,148
Veracruz,Jáltipan,144
Veracruz,La Campechana PC,16
Veracruz,La Cangrejera,148
Veracruz,La Cumbre,62
Veracruz,La Fábrica Protección Civil,15
Veracruz,La Joya,148
Veracruz,La Palmilla Protección Civil,16
Veracruz,La Pepehua Protección Civil,26
Veracruz,La Retama,7
Veracruz,Las Perlas,148
Veracruz,Las Vigas de Ramírez,148
Veracruz,Lauchapan,146
Veracruz,Libertad,145
Veracruz,Loma Fina,148
Veracruz,Loma Grande,232
Veracruz,Los Hules,143
Veracruz,Los Tuxtlas 2,11
Veracruz,Macedonio Alonso,13
Veracruz,Manlio Fabio Altamirano,148
Veracruz,Martínez de la Torre,148
Veracruz,Mesa de la Yerba PC,3
Veracruz,Milcahual,84
Veracruz,Minzapan,148
Veracruz,Misantla,147
Veracruz,Naolinco,147
Veracruz,Naolinco AC,39
Veracruz,Observatorio de Coatzacoalcos,148
Veracruz,Observatorio de Orizaba,246
Veracruz,Observatorio de Tuxpan,147
Veracruz,Observatorio de Veracruz,148
Veracruz,Observatorio de Xalapa,148
Veracruz,Otilpan,130
Veracruz,Pacho Viejo,70
Veracruz,Palo Amarillo,45
Veracruz,Papantla,126
Veracruz,Paso Real Protección Civil,22
Veracruz,Paso de Ovejas,14
Veracruz,Paso de Piedras,148
Veracruz,Perote,258
Veracruz,Piletas,62
Veracruz,Pital Protección Civil,23
Veracruz,Planta de bombeo 1 de La Cangrejera,130
Veracruz,Planta de bombeo 2 de La Cangrejera,138
Veracruz,Planta de bombeo 3 de La Cangrejera,148
Veracruz,Platón Sánchez,148
Veracruz,Potrero Nuevo,86
Veracruz,Poza Rica,215
Veracruz,Poza Verde Protección Civil,22
Veracruz,Presa Tuxpango,41
Veracruz,Progreso de Zaragoza Protección Civil,19
Veracruz,Puente Cuatro Caminos,70
Veracruz,Puente de la Autopista,54
Veracruz,Pánuco,146
Veracruz,Radar Alvarado,126
Veracruz,San Andrecito,9
Veracruz,San Andrés Tuxtla AC,94
Veracruz,San Isidro PC,7
Veracruz,San José Novillero,40
Veracruz,San José del Carmen,148
Veracruz,San Juan Evangelista,148
Veracruz,Santa Ana Protección Civil,26
Veracruz,Sedeño,70
Veracruz,Sihuapan,131
Veracruz,Soledad de Doblado,24
Veracruz,Sombrerete,148
Veracruz,Sontecomapan,148
Veracruz,Tamarindo,148
Veracruz,Tapachapan,134
Veracruz,Tempoal,148
Veracruz,Tenochtitlán,141
Veracruz,Teocelo,142
Veracruz,Tepetlán,22
Veracruz,Terrerillos,126
Veracruz,Tierra Blanca AC,34
Veracruz,Tierra Morada,148
Veracruz,Tlaquilpa,63
Veracruz,Tomata,147
Veracruz,Totutla,130
Veracruz,Tres Zapotes,148
Veracruz,Tuxpan CFE,1
Veracruz,Villa Tejeda,148
Veracruz,Vinazco Protección Civil,6
Veracruz,Xalapa Base PC,28
Veracruz,Xalapa Bomberos PC,16
Veracruz,Xalapa CFE,148
Veracruz,Xalapa Castillo PC,26
Veracruz,Xalapa Centro,46
Veracruz,Xalapa Ciencias Atmosféricas UV,1
Veracruz,Xalapa Constituyentes PC,28
Veracruz,Xalapa Cristal,69
Veracruz,Xalapa Dos de Abril,36
Veracruz,Xalapa Geografia Universidad Veracruzana,4
Veracruz,Xalapa IMAC PC,21
Veracruz,Xalapa Magisterial,83
Veracruz,Xalapa Minas PC,21
Veracruz,Xalapa Moral Protección Civil,13
Veracruz,Xalapa Naranjal Protección Civil,13
Veracruz,Xalapa Olmos,95
Veracruz,Xalapa Palacio PC,26
Veracruz,Xalapa Plan de Ayala Protección Civil,13
Veracruz,Xalapa Revolución,64
Veracruz,Xalapa Sefiplan PC,24
Veracruz,Xalapa Seminario PC,7
Veracruz,Xalapa Sumidero,104
Veracruz,Xalapa TOV PC,7
Veracruz,Yecuatla,42
Veracruz,Zalayeta,135
Veracruz,Álamo Protección Civil,11
Veracruz,Ídolos,148
Yucatán,Abalá,146
Yucatán,Becanchén,145
Yucatán,Cantamayec,148
Yucatán,Celestún,187
Yucatán,Centro de Investigación Científica,147
Yucatán,Chocholá,148
Yucatán,Conkal,137
Yucatán,Dzan,78
Yucatán,El Cuyo,148
Yucatán,Emiliano Zapata,133
Yucatán,Facultad de Ingeniería Universidad Autónoma de Yucatán,108
Yucatán,Gerencia Regional,6
Yucatán,Isla Pérez,53
Yucatán,Mocochá,148
Yucatán,Motul,137
Yucatán,Muna,148
Yucatán,Observatorio de Mérida,148
Yucatán,Observatorio de Progreso,214
Yucatán,Observatorio de Valladolid,187
Yucatán,Organismo de Cuenca Península de Yucatán,148
Yucatán,Oxkutzcab,199
Yucatán,Peto,148
Yucatán,Río Lagartos,110
Yucatán,Tantaquín,250
Yucatán,Ticul,148
Yucatán,Tizimín,147
Zacatecas,Abrego,38
Zacatecas,Agua Nueva,38
Zacatecas,Apozol,73
Zacatecas,Atolinga,147
Zacatecas,Campo 1,42
Zacatecas,Campo Experimental Zacatecas,36
Zacatecas,Cañitas,40
Zacatecas,Cañitas de Felipe Pescador,85
Zacatecas,Centro de Bachillerato Tecnológico Agropecuario Valparaíso,28
Zacatecas,Chalchihuites,137
Zacatecas,Chaparrosa,38
Zacatecas,Ciudad Cuauhtémoc,121
Zacatecas,Cobaez Villa de Cos,36
Zacatecas,Colonia Emancipación,36
Zacatecas,Colonia González Ortega,39
Zacatecas,Colonia Progreso,33
Zacatecas,Concepción del Oro,109
Zacatecas,Ejido Zaragoza,37
Zacatecas,El Cazadero,148
Zacatecas,El Chique,148
Zacatecas,El Gran Chaparral,38
Zacatecas,El Platanito,70
Zacatecas,El Saladillo,186
Zacatecas,Emiliano Zapata,43
Zacatecas,Estancia de Ánimas,25
Zacatecas,Fresnillo,148
Zacatecas,Genaro Codina,146
Zacatecas,General Joaquín Amaro,145
Zacatecas,Gobernador Leobardo Reynoso,148
Zacatecas,Guadalupe,147
Zacatecas,Huitzila,111
Zacatecas,Independencia Nacional,147
Zacatecas,Ing. Julián Adame Alatorre,148
Zacatecas,Jerez,138
Zacatecas,José María Morelos,148
Zacatecas,Juan Aldama,128
Zacatecas,Juchipila,142
Zacatecas,La Florida,148
Zacatecas,La Victoria,37
Zacatecas,Llano Blanco,147
Zacatecas,Loreto,179
Zacatecas,Los Moraleños,148
Zacatecas,Luis Moya,140
Zacatecas,Manuel Felgueres,147
Zacatecas,Marianita,30
Zacatecas,Mezquital del Oro,147
Zacatecas,Miguel Alemán,148
Zacatecas,Miguel Auza,119
Zacatecas,Momax,37
Zacatecas,Monte Escobedo,146
Zacatecas,Nochistlán,146
Zacatecas,Nuevo Tampico,85
Zacatecas,Observatorio de Sombrerete,147
Zacatecas,Observatorio de Zacatecas,184
Zacatecas,Ojo Caliente,131
Zacatecas,Palmas Altas,3
Zacatecas,Palomas,145
Zacatecas,Pino Suárez,148
Zacatecas,Providencia,42
Zacatecas,Ramón López Velarde,137
Zacatecas,Rancho Grande,37
Zacatecas,Río Grande,148
Zacatecas,San Francisco,147
Zacatecas,Santa Fe,38
Zacatecas,Santa Rosa,148
Zacatecas,Santiago,145
Zacatecas,Sierra Vieja,39
Zacatecas,Tayahua,13
Zacatecas,Teúl de González Ortega,144
Zacatecas,Tlalchichila,130
Zacatecas,Tlaltenango,147
Zacatecas,Unidad Académica de Agronomía,41
Zacatecas,Unidad Académica de Biología,41
Zacatecas,Universidad Politécnica del Sur de Zacatecas El Remolino,2
Zacatecas,Villa González Ortega,128
Zacatecas,Villa Hidalgo,144
Zacatecas,Villa de Cos,121
Zacatecas,Villanueva,39
Zacatecas,Zacatecas,253
