CVE_ENT,CVE_MUN,nombre_entidad,NOMGEO,anio,nomcicloproductivo,lluvia_acumulada_mm,lluvia_anio_anterior_mm
01,001,Aguascalientes,Aguascalientes,2013,OI,238.34,
01,002,Aguascalientes,Asientos,2013,OI,59.9,
01,003,Aguascalientes,Calvillo,2013,OI,165.07,
01,004,Aguascalientes,Cosío,2013,OI,49.029999999999994,
01,006,Aguascalientes,Pabellón de Arteaga,2013,OI,118.62,
01,007,Aguascalientes,Rincón de Romos,2013,OI,52.3,
01,008,Aguascalientes,San José de Gracia,2013,OI,172.1,
01,009,Aguascalientes,Tepezalá,2013,OI,51.019999999999996,
01,010,Aguascalientes,El Llano,2013,OI,293.91,
02,001,Baja California,Ensenada,2013,OI,294.57000000000005,
02,002,Baja California,Mexicali,2013,OI,38.36000000000001,
02,003,Baja California,Tecate,2013,OI,471.78999999999996,
02,004,Baja California,Tijuana,2013,OI,268.10999999999996,
02,006,Baja California,San Quintín,2013,OI,71.58,
02,007,Baja California,San Felipe,2013,OI,6.199999999999999,
03,001,Baja California Sur,Comondú,2013,OI,0.4,
03,002,Baja California Sur,Mulegé,2013,OI,32.55,
03,003,Baja California Sur,La Paz,2013,OI,0.0,
03,008,Baja California Sur,Los Cabos,2013,OI,0.0,
03,009,Baja California Sur,Loreto,2013,OI,1.0,
04,002,Campeche,Campeche,2013,OI,250.13000000000002,
04,003,Campeche,Carmen,2013,OI,417.51,
04,004,Campeche,Champotón,2013,OI,301.7,
04,005,Campeche,Hecelchakán,2013,OI,22.5,
04,006,Campeche,Hopelchén,2013,OI,238.41,
04,007,Campeche,Palizada,2013,OI,194.5,
04,009,Campeche,Escárcega,2013,OI,183.60000000000002,
04,010,Campeche,Calakmul,2013,OI,122.5,
04,011,Campeche,Candelaria,2013,OI,325.0,
05,002,Coahuila,Acuña,2013,OI,51.5,
05,003,Coahuila,Allende,2013,OI,32.0,
05,004,Coahuila,Arteaga,2013,OI,5.0,
05,005,Coahuila,Candela,2013,OI,27.5,
05,007,Coahuila,Cuatro Ciénegas,2013,OI,7.3,
05,014,Coahuila,Jiménez,2013,OI,118.0,
05,015,Coahuila,Juárez,2013,OI,66.53,
05,017,Coahuila,Matamoros,2013,OI,0.0,
05,018,Coahuila,Monclova,2013,OI,48.2,
05,025,Coahuila,Piedras Negras,2013,OI,65.5,
05,026,Coahuila,Progreso,2013,OI,36.5,
05,027,Coahuila,Ramos Arizpe,2013,OI,15.6,
05,028,Coahuila,Sabinas,2013,OI,50.5,
05,030,Coahuila,Saltillo,2013,OI,85.8,
05,033,Coahuila,San Pedro,2013,OI,3.0,
05,034,Coahuila,Sierra Mojada,2013,OI,7.0,
05,035,Coahuila,Torreón,2013,OI,0.9,
06,001,Colima,Armería,2013,OI,91.5,
06,002,Colima,Colima,2013,OI,101.2,
06,003,Colima,Comala,2013,OI,199.39999999999998,
06,004,Colima,Coquimatlán,2013,OI,135.01,
06,005,Colima,Cuauhtémoc,2013,OI,99.52,
06,007,Colima,Manzanillo,2013,OI,213.51,
06,009,Colima,Tecomán,2013,OI,249.97,
07,001,Chiapas,Acacoyagua,2013,OI,57.239999999999995,
07,002,Chiapas,Acala,2013,OI,24.8,
07,008,Chiapas,Ángel Albino Corzo,2013,OI,16.93,
07,009,Chiapas,Arriaga,2013,OI,7.37,
07,013,Chiapas,Bochil,2013,OI,28.0,
07,019,Chiapas,Comitán de Domínguez,2013,OI,65.42,
07,020,Chiapas,La Concordia,2013,OI,38.63,
07,027,Chiapas,Chiapa de Corzo,2013,OI,7.31,
07,028,Chiapas,Chiapilla,2013,OI,20.900000000000002,
07,029,Chiapas,Chicoasén,2013,OI,6.8,
07,030,Chiapas,Chicomuselo,2013,OI,72.33000000000001,
07,031,Chiapas,Chilón,2013,OI,459.90000000000003,
07,032,Chiapas,Escuintla,2013,OI,15.91,
07,034,Chiapas,Frontera Comalapa,2013,OI,46.83,
07,040,Chiapas,Huixtla,2013,OI,224.94,
07,044,Chiapas,Ixtapa,2013,OI,62.7,
07,046,Chiapas,Jiquipilas,2013,OI,3.2199999999999998,
07,049,Chiapas,Larráinzar,2013,OI,222.72,
07,051,Chiapas,Mapastepec,2013,OI,63.55,
07,052,Chiapas,Las Margaritas,2013,OI,198.29999999999998,
07,057,Chiapas,Motozintla,2013,OI,7.569999999999999,
07,059,Chiapas,Ocosingo,2013,OI,232.09,
07,060,Chiapas,Ocotepec,2013,OI,1648.6,
07,061,Chiapas,Ocozocoautla de Espinosa,2013,OI,24.7,
07,062,Chiapas,Ostuacán,2013,OI,1983.0400000000002,
07,063,Chiapas,Osumacinta,2013,OI,11.499999999999998,
07,065,Chiapas,Palenque,2013,OI,0.0,
07,068,Chiapas,Pichucalco,2013,OI,623.71,
07,069,Chiapas,Pijijiapan,2013,OI,4.02,
07,071,Chiapas,Villa Comaltitlán,2013,OI,42.230000000000004,
07,072,Chiapas,Pueblo Nuevo Solistahuacán,2013,OI,67.38,
07,077,Chiapas,Salto de Agua,2013,OI,431.1,
07,078,Chiapas,San Cristóbal de las Casas,2013,OI,129.9,
07,085,Chiapas,Soyaló,2013,OI,11.6,
07,086,Chiapas,Suchiapa,2013,OI,2.8,
07,089,Chiapas,Tapachula,2013,OI,645.91,
07,092,Chiapas,Tecpatán,2013,OI,1318.23,
07,097,Chiapas,Tonalá,2013,OI,1.2,
07,099,Chiapas,La Trinitaria,2013,OI,31.7,
07,101,Chiapas,Tuxtla Gutiérrez,2013,OI,5.0,
07,105,Chiapas,Unión Juárez,2013,OI,441.79999999999995,
07,106,Chiapas,Venustiano Carranza,2013,OI,60.56,
07,107,Chiapas,Villa Corzo,2013,OI,68.02,
07,108,Chiapas,Villaflores,2013,OI,19.11,
07,123,Chiapas,Emiliano Zapata,2013,OI,7.7,
07,124,Chiapas,Mezcalapa,2013,OI,566.44,
08,001,Chihuahua,Ahumada,2013,OI,6.4,
08,002,Chihuahua,Aldama,2013,OI,103.2,
08,006,Chihuahua,Bachíniva,2013,OI,12.0,
08,007,Chihuahua,Balleza,2013,OI,26.9,
08,008,Chihuahua,Batopilas de Manuel Gómez Morín,2013,OI,34.82000000000001,
08,009,Chihuahua,Bocoyna,2013,OI,24.0,
08,010,Chihuahua,Buenaventura,2013,OI,17.16,
08,014,Chihuahua,Coronado,2013,OI,7.1,
08,017,Chihuahua,Cuauhtémoc,2013,OI,8.2,
08,019,Chihuahua,Chihuahua,2013,OI,100.57,
08,020,Chihuahua,Chínipas,2013,OI,22.12,
08,021,Chihuahua,Delicias,2013,OI,33.32,
08,027,Chihuahua,Guachochi,2013,OI,26.8,
08,031,Chihuahua,Guerrero,2013,OI,31.6,
08,032,Chihuahua,Hidalgo del Parral,2013,OI,6.24,
08,036,Chihuahua,Jiménez,2013,OI,9.04,
08,037,Chihuahua,Juárez,2013,OI,15.209999999999999,
08,040,Chihuahua,Madera,2013,OI,54.33,
08,041,Chihuahua,Maguarichi,2013,OI,73.62,
08,043,Chihuahua,Matachí,2013,OI,81.2,
08,050,Chihuahua,Nuevo Casas Grandes,2013,OI,44.62,
08,051,Chihuahua,Ocampo,2013,OI,38.5,
08,052,Chihuahua,Ojinaga,2013,OI,50.01,
08,055,Chihuahua,Rosales,2013,OI,38.02,
08,058,Chihuahua,San Francisco de Conchos,2013,OI,72.53999999999999,
08,063,Chihuahua,Temósachic,2013,OI,14.81,
08,065,Chihuahua,Urique,2013,OI,43.989999999999995,
08,067,Chihuahua,Valle de Zaragoza,2013,OI,25.05,
09,002,Ciudad de México,Azcapotzalco,2013,OI,93.9,
09,003,Ciudad de México,Coyoacán,2013,OI,54.0,
09,004,Ciudad de México,Cuajimalpa de Morelos,2013,OI,182.5,
09,005,Ciudad de México,Gustavo A. Madero,2013,OI,210.3,
09,006,Ciudad de México,Iztacalco,2013,OI,14.8,
09,007,Ciudad de México,Iztapalapa,2013,OI,87.5,
09,008,Ciudad de México,La Magdalena Contreras,2013,OI,144.1,
09,009,Ciudad de México,Milpa Alta,2013,OI,102.50000000000001,
09,010,Ciudad de México,Álvaro Obregón,2013,OI,86.69999999999999,
09,011,Ciudad de México,Tláhuac,2013,OI,41.7,
09,011,Estado de México,Tláhuac,2013,OI,0.0,
09,012,Ciudad de México,Tlalpan,2013,OI,278.4,
09,013,Ciudad de México,Xochimilco,2013,OI,67.5,
09,015,Ciudad de México,Cuauhtémoc,2013,OI,46.800000000000004,
09,016,Ciudad de México,Miguel Hidalgo,2013,OI,78.61,
09,017,Ciudad de México,Venustiano Carranza,2013,OI,38.72,
10,001,Durango,Canatlán,2013,OI,10.0,
10,004,Durango,Cuencamé,2013,OI,1.1,
10,005,Durango,Durango,2013,OI,13.999999999999998,
10,008,Durango,Guadalupe Victoria,2013,OI,3.0,
10,009,Durango,Guanaceví,2013,OI,21.0,
10,010,Durango,Hidalgo,2013,OI,3.5,
10,011,Durango,Indé,2013,OI,0.0,
10,012,Durango,Lerdo,2013,OI,0.0,
10,013,Durango,Mapimí,2013,OI,0.0,
10,015,Durango,Nazas,2013,OI,0.0,
10,017,Durango,Ocampo,2013,OI,8.129999999999999,
10,018,Durango,El Oro,2013,OI,8.0,
10,022,Durango,Poanas,2013,OI,0.3,
10,025,Durango,San Bernardo,2013,OI,1.0,
10,026,Durango,San Dimas,2013,OI,5.53,
10,027,Durango,San Juan de Guadalupe,2013,OI,6.9,
10,032,Durango,Santiago Papasquiaro,2013,OI,0.0,
10,033,Durango,Súchil,2013,OI,6.2,
10,034,Durango,Tamazula,2013,OI,0.54,
10,035,Durango,Tepehuanes,2013,OI,2.0,
10,036,Durango,Tlahualilo,2013,OI,0.0,
11,001,Guanajuato,Abasolo,2013,OI,3.71,
11,002,Guanajuato,Acámbaro,2013,OI,25.65,
11,003,Guanajuato,San Miguel de Allende,2013,OI,37.010000000000005,
11,004,Guanajuato,Apaseo el Alto,2013,OI,4.0,
11,005,Guanajuato,Apaseo el Grande,2013,OI,50.25,
11,007,Guanajuato,Celaya,2013,OI,20.61,
11,008,Guanajuato,Manuel Doblado,2013,OI,14.01,
11,010,Guanajuato,Coroneo,2013,OI,25.5,
11,011,Guanajuato,Cortazar,2013,OI,11.120000000000001,
11,012,Guanajuato,Cuerámaro,2013,OI,7.2,
11,014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,2013,OI,25.040000000000003,
11,015,Guanajuato,Guanajuato,2013,OI,33.709999999999994,
11,017,Guanajuato,Irapuato,2013,OI,32.76,
11,018,Guanajuato,Jaral del Progreso,2013,OI,23.240000000000002,
11,019,Guanajuato,Jerécuaro,2013,OI,20.73,
11,020,Guanajuato,León,2013,OI,76.05,
11,022,Guanajuato,Ocampo,2013,OI,24.0,
11,023,Guanajuato,Pénjamo,2013,OI,21.51,
11,023,Michoacán,Pénjamo,2013,OI,7.4,
11,025,Guanajuato,Purísima del Rincón,2013,OI,20.930000000000003,
11,026,Guanajuato,Romita,2013,OI,9.5,
11,027,Guanajuato,Salamanca,2013,OI,22.540000000000003,
11,028,Guanajuato,Salvatierra,2013,OI,16.900000000000002,
11,030,Guanajuato,San Felipe,2013,OI,36.7,
11,033,Guanajuato,San Luis de la Paz,2013,OI,16.64,
11,037,Guanajuato,Silao de la Victoria,2013,OI,9.0,
11,039,Guanajuato,Tarimoro,2013,OI,7.07,
11,042,Guanajuato,Valle de Santiago,2013,OI,39.04,
11,045,Guanajuato,Xichú,2013,OI,8.66,
11,046,Guanajuato,Yuriria,2013,OI,12.52,
12,001,Guerrero,Acapulco de Juárez,2013,OI,13.21,
12,002,Guerrero,Ahuacuotzingo,2013,OI,41.5,
12,003,Guerrero,Ajuchitlán del Progreso,2013,OI,5.1,
12,005,Guerrero,Alpoyeca,2013,OI,19.0,
12,007,Guerrero,Arcelia,2013,OI,1.41,
12,008,Guerrero,Atenango del Río,2013,OI,4.699999999999999,
12,011,Guerrero,Atoyac de Álvarez,2013,OI,7.2,
12,012,Guerrero,Ayutla de los Libres,2013,OI,8.91,
12,014,Guerrero,Benito Juárez,2013,OI,13.1,
12,015,Guerrero,Buenavista de Cuéllar,2013,OI,18.0,
12,016,Guerrero,Coahuayutla de José María Izazaga,2013,OI,6.2,
12,017,Guerrero,Cocula,2013,OI,3.8000000000000003,
12,018,Guerrero,Copala,2013,OI,0.01,
12,021,Guerrero,Coyuca de Benítez,2013,OI,21.9,
12,022,Michoacán,Coyuca de Catalán,2013,OI,3.2,
12,023,Guerrero,Cuajinicuilapa,2013,OI,1.1,
12,028,Guerrero,Chilapa de Álvarez,2013,OI,20.009999999999998,
12,029,Guerrero,Chilpancingo de los Bravo,2013,OI,112.9,
12,032,Guerrero,General Heliodoro Castillo,2013,OI,85.04,
12,035,Guerrero,Iguala de la Independencia,2013,OI,8.829999999999998,
12,036,Guerrero,Igualapa,2013,OI,2.3099999999999996,
12,038,Guerrero,Zihuatanejo de Azueta,2013,OI,33.3,
12,039,Guerrero,Juan R. Escudero,2013,OI,18.1,
12,040,Guerrero,Leonardo Bravo,2013,OI,8.0,
12,044,Guerrero,Mochitlán,2013,OI,12.1,
12,045,Guerrero,Olinalá,2013,OI,25.21,
12,046,Guerrero,Ometepec,2013,OI,3.5,
12,048,Guerrero,Petatlán,2013,OI,7.01,
12,050,Guerrero,Pungarabato,2013,OI,4.1,
12,053,Guerrero,San Marcos,2013,OI,8.0,
12,055,Guerrero,Taxco de Alarcón,2013,OI,42.81,
12,057,Guerrero,Técpan de Galeana,2013,OI,6.27,
12,059,Guerrero,Tepecoacuilco de Trujano,2013,OI,18.41,
12,061,Guerrero,Tixtla de Guerrero,2013,OI,4.7,
12,066,Guerrero,Tlapa de Comonfort,2013,OI,16.51,
12,068,Michoacán,La Unión de Isidoro Montes de Oca,2013,OI,27.1,
12,070,Guerrero,Xochihuehuetlán,2013,OI,18.5,
12,073,Guerrero,Zirándaro,2013,OI,4.01,
12,082,Guerrero,Las Vigas,2013,OI,9.5,
13,003,Hidalgo,Actopan,2013,OI,21.0,
13,006,Hidalgo,Alfajayucan,2013,OI,2.0,
13,011,Hidalgo,Atlapexco,2013,OI,75.55,
13,016,Hidalgo,Cuautepec de Hinojosa,2013,OI,13.53,
13,025,Veracruz,Huautla,2013,OI,81.1,
13,028,Hidalgo,Huejutla de Reyes,2013,OI,166.0,
13,029,Hidalgo,Huichapan,2013,OI,11.0,
13,030,Hidalgo,Ixmiquilpan,2013,OI,4.3,
13,037,Hidalgo,Metztitlán,2013,OI,0.17,
13,041,Hidalgo,Mixquiahuala de Juárez,2013,OI,9.8,
13,046,Hidalgo,San Felipe Orizatlán,2013,OI,138.43,
13,048,Hidalgo,Pachuca de Soto,2013,OI,19.05,
13,064,Hidalgo,Tepetitlán,2013,OI,19.6,
13,073,Hidalgo,Tlanchinol,2013,OI,152.85,
13,076,Hidalgo,Tula de Allende,2013,OI,50.5,
13,077,Hidalgo,Tulancingo de Bravo,2013,OI,21.04,
13,081,Hidalgo,Zacualtipán de Ángeles,2013,OI,83.53000000000002,
13,084,Hidalgo,Zimapán,2013,OI,12.0,
14,001,Jalisco,Acatic,2013,OI,30.220000000000002,
14,002,Jalisco,Acatlán de Juárez,2013,OI,55.0,
14,005,Jalisco,Amatitán,2013,OI,11.6,
14,006,Jalisco,Ameca,2013,OI,80.9,
14,016,Jalisco,Ayotlán,2013,OI,14.1,
14,017,Jalisco,Ayutla,2013,OI,127.5,
14,018,Jalisco,La Barca,2013,OI,9.4,
14,019,Jalisco,Bolaños,2013,OI,5.79,
14,022,Jalisco,Cihuatlán,2013,OI,75.6,
14,023,Jalisco,Zapotlán el Grande,2013,OI,1.4,
14,025,Jalisco,Colotlán,2013,OI,12.6,
14,030,Jalisco,Chapala,2013,OI,111.69,
14,033,Jalisco,Degollado,2013,OI,14.1,
14,034,Jalisco,Ejutla,2013,OI,57.0,
14,039,Jalisco,Guadalajara,2013,OI,129.94,
14,040,Jalisco,Hostotipaquillo,2013,OI,0.0,
14,041,Jalisco,Huejúcar,2013,OI,72.72,
14,046,Jalisco,Jalostotitlán,2013,OI,44.7,
14,047,Jalisco,Jamay,2013,OI,16.8,
14,049,Jalisco,Jilotlán de los Dolores,2013,OI,9.0,
14,053,Jalisco,Lagos de Moreno,2013,OI,64.71,
14,058,Jalisco,Mascota,2013,OI,65.1,
14,061,Jalisco,Mezquitic,2013,OI,27.9,
14,063,Jalisco,Ocotlán,2013,OI,48.0,
14,065,Jalisco,Pihuamo,2013,OI,11.0,
14,066,Jalisco,Poncitlán,2013,OI,0.0,
14,067,Jalisco,Puerto Vallarta,2013,OI,51.9,
14,071,Jalisco,San Cristóbal de la Barranca,2013,OI,68.8,
14,081,Jalisco,Santa María de los Ángeles,2013,OI,31.0,
14,091,Jalisco,Teocaltiche,2013,OI,85.91,
14,095,Jalisco,Teuchitlán,2013,OI,56.1,
14,098,Jalisco,San Pedro Tlaquepaque,2013,OI,44.21,
14,100,Jalisco,Tomatlán,2013,OI,86.0,
14,107,Jalisco,Tuxcueca,2013,OI,3.2,
14,110,Jalisco,Unión de Tula,2013,OI,98.6,
14,118,Jalisco,Yahualica de González Gallo,2013,OI,30.0,
15,003,Estado de México,Aculco,2013,OI,71.6,
15,005,Estado de México,Almoloya de Juárez,2013,OI,89.83,
15,009,Estado de México,Amecameca,2013,OI,45.2,
15,011,Estado de México,Atenco,2013,OI,24.1,
15,013,Estado de México,Atizapán de Zaragoza,2013,OI,39.6,
15,014,Estado de México,Atlacomulco,2013,OI,93.72,
15,025,Estado de México,Chalco,2013,OI,38.1,
15,033,Estado de México,Ecatepec de Morelos,2013,OI,74.5,
15,037,Estado de México,Huixquilucan,2013,OI,87.5,
15,038,Estado de México,Isidro Fabela,2013,OI,15.25,
15,042,Estado de México,Ixtlahuaca,2013,OI,34.03,
15,045,Estado de México,Jilotepec,2013,OI,34.02,
15,055,Estado de México,Mexicaltzingo,2013,OI,7.13,
15,057,Ciudad de México,Naucalpan de Juárez,2013,OI,40.7,
15,057,Estado de México,Naucalpan de Juárez,2013,OI,220.75,
15,062,Ciudad de México,Ocoyoacac,2013,OI,0.0,
15,070,Estado de México,La Paz,2013,OI,14.74,
15,074,Estado de México,San Felipe del Progreso,2013,OI,29.08,
15,081,Estado de México,Tecámac,2013,OI,15.3,
15,083,Estado de México,Temamatla,2013,OI,17.8,
15,087,Estado de México,Temoaya,2013,OI,24.0,
15,091,Estado de México,Teoloyucan,2013,OI,20.0,
15,095,Estado de México,Tepotzotlán,2013,OI,25.9,
15,097,Estado de México,Texcaltitlán,2013,OI,44.1,
15,099,Estado de México,Texcoco,2013,OI,59.7,
15,100,Estado de México,Tezoyuca,2013,OI,26.900000000000002,
15,101,Estado de México,Tianguistenco,2013,OI,49.93,
15,102,Estado de México,Timilpan,2013,OI,37.03,
15,104,Estado de México,Tlalnepantla de Baz,2013,OI,23.4,
15,106,Estado de México,Toluca,2013,OI,30.96,
15,109,Estado de México,Tultitlán,2013,OI,25.7,
15,110,Estado de México,Valle de Bravo,2013,OI,27.41,
15,111,Estado de México,Villa de Allende,2013,OI,61.1,
15,112,Estado de México,Villa del Carbón,2013,OI,14.3,
15,114,Estado de México,Villa Victoria,2013,OI,26.119999999999997,
15,118,Estado de México,Zinacantepec,2013,OI,57.849999999999994,
16,003,Michoacán,Álvaro Obregón,2013,OI,8.9,
16,004,Michoacán,Angamacutiro,2013,OI,2.0,
16,006,Michoacán,Apatzingán,2013,OI,5.5,
16,010,Michoacán,Arteaga,2013,OI,17.11,
16,011,Michoacán,Briseñas,2013,OI,7.2,
16,017,Michoacán,Contepec,2013,OI,10.399999999999999,
16,019,Michoacán,Cotija,2013,OI,9.0,
16,034,Michoacán,Hidalgo,2013,OI,138.3,
16,035,Michoacán,La Huacana,2013,OI,32.1,
16,038,Michoacán,Huetamo,2013,OI,2.5,
16,042,Michoacán,Ixtlán,2013,OI,31.21,
16,043,Michoacán,Jacona,2013,OI,7.4,
16,044,Michoacán,Jiménez,2013,OI,21.599999999999998,
16,050,Michoacán,Maravatío,2013,OI,37.44,
16,053,Michoacán,Morelia,2013,OI,82.53,
16,055,Michoacán,Múgica,2013,OI,16.8,
16,060,Michoacán,Numarán,2013,OI,11.8,
16,067,Michoacán,Penjamillo,2013,OI,2.32,
16,072,Michoacán,Queréndaro,2013,OI,24.009999999999998,
16,076,Michoacán,Sahuayo,2013,OI,12.0,
16,080,Michoacán,Senguio,2013,OI,29.1,
16,089,Michoacán,Tepalcatepec,2013,OI,10.0,
16,094,Michoacán,Tlazazalca,2013,OI,23.700000000000003,
16,104,Michoacán,Villamar,2013,OI,46.2,
16,105,Michoacán,Vista Hermosa,2013,OI,4.5,
16,106,Michoacán,Yurécuaro,2013,OI,11.9,
16,107,Michoacán,Zacapu,2013,OI,3.5,
16,108,Michoacán,Zamora,2013,OI,49.1,
16,110,Michoacán,Zinapécuaro,2013,OI,2.5,
16,112,Michoacán,Zitácuaro,2013,OI,15.5,
16,113,Michoacán,José Sixto Verduzco,2013,OI,5.9399999999999995,
17,001,Morelos,Amacuzac,2013,OI,2.2699999999999996,
17,002,Morelos,Atlatlahucan,2013,OI,27.199999999999996,
17,004,Morelos,Ayala,2013,OI,11.51,
17,006,Morelos,Cuautla,2013,OI,3.2399999999999998,
17,007,Morelos,Cuernavaca,2013,OI,60.699999999999996,
17,008,Morelos,Emiliano Zapata,2013,OI,1.0,
17,009,Morelos,Huitzilac,2013,OI,31.939999999999998,
17,011,Morelos,Jiutepec,2013,OI,59.769999999999996,
17,012,Morelos,Jojutla,2013,OI,27.730000000000004,
17,013,Morelos,Jonacatepec de Leandro Valle,2013,OI,13.31,
17,014,Morelos,Mazatepec,2013,OI,16.0,
17,015,Morelos,Miacatlán,2013,OI,19.7,
17,016,Morelos,Ocuituco,2013,OI,78.4,
17,017,Morelos,Puente de Ixtla,2013,OI,7.539999999999999,
17,018,Morelos,Temixco,2013,OI,11.0,
17,019,Morelos,Tepalcingo,2013,OI,6.1,
17,020,Morelos,Tepoztlán,2013,OI,3.51,
17,021,Morelos,Tetecala,2013,OI,3.22,
17,023,Morelos,Tlalnepantla,2013,OI,23.81,
17,024,Morelos,Tlaltizapán de Zapata,2013,OI,8.0,
17,025,Morelos,Tlaquiltenango,2013,OI,15.34,
17,027,Morelos,Totolapan,2013,OI,13.4,
17,028,Morelos,Xochitepec,2013,OI,3.5199999999999996,
17,029,Morelos,Yautepec,2013,OI,12.64,
17,030,Morelos,Yecapixtla,2013,OI,12.84,
17,031,Morelos,Zacatepec,2013,OI,7.3,
17,032,Morelos,Zacualpan de Amilpas,2013,OI,16.31,
17,033,Morelos,Temoac,2013,OI,17.409999999999997,
18,001,Nayarit,Acaponeta,2013,OI,20.92,
18,005,Nayarit,Huajicori,2013,OI,0.0,
18,006,Nayarit,Ixtlán del Río,2013,OI,64.0,
18,009,Nayarit,Del Nayar,2013,OI,36.72,
18,010,Nayarit,Rosamorada,2013,OI,2.5,
18,011,Nayarit,Ruíz,2013,OI,0.03,
18,012,Nayarit,San Blas,2013,OI,10.93,
18,015,Nayarit,Santiago Ixcuintla,2013,OI,13.22,
18,017,Nayarit,Tepic,2013,OI,39.11,
18,019,Nayarit,La Yesca,2013,OI,16.4,
18,020,Nayarit,Bahía de Banderas,2013,OI,21.51,
19,005,Nuevo León,Anáhuac,2013,OI,451.04999999999995,
19,007,Nuevo León,Aramberri,2013,OI,189.55,
19,009,Nuevo León,Cadereyta Jiménez,2013,OI,78.6,
19,011,Nuevo León,Cerralvo,2013,OI,44.13,
19,013,Nuevo León,China,2013,OI,63.919999999999995,
19,014,Nuevo León,Doctor Arroyo,2013,OI,69.00999999999999,
19,015,Nuevo León,Doctor Coss,2013,OI,73.3,
19,017,Nuevo León,Galeana,2013,OI,108.30999999999999,
19,024,Nuevo León,General Zaragoza,2013,OI,57.0,
19,025,Nuevo León,General Zuazua,2013,OI,63.5,
19,033,Nuevo León,Linares,2013,OI,423.28,
19,036,Nuevo León,Mier y Noriega,2013,OI,64.52000000000001,
19,038,Nuevo León,Montemorelos,2013,OI,171.03,
19,039,Nuevo León,Monterrey,2013,OI,60.230000000000004,
19,042,Nuevo León,Los Ramones,2013,OI,30.56,
19,046,Nuevo León,San Nicolás de los Garza,2013,OI,369.78999999999996,
19,049,Nuevo León,Santiago,2013,OI,85.5,
20,014,Oaxaca,Ciudad Ixtepec,2013,OI,10.2,
20,039,Oaxaca,Heroica Ciudad de Huajuapan de León,2013,OI,0.6,
20,043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,2013,OI,19.6,
20,052,Oaxaca,Magdalena Tequisistlán,2013,OI,0.5,
20,067,Oaxaca,Oaxaca de Juárez,2013,OI,252.0,
20,079,Oaxaca,Salina Cruz,2013,OI,1.2000000000000002,
20,083,Oaxaca,San Agustín de las Juntas,2013,OI,18.700000000000003,
20,134,Oaxaca,San Felipe Jalapa de Díaz,2013,OI,232.81,
20,136,Oaxaca,San Felipe Usila,2013,OI,544.3199999999999,
20,173,Oaxaca,San Juan Atepec,2013,OI,28.03,
20,184,Oaxaca,San Juan Bautista Tuxtepec,2013,OI,229.27,
20,232,Oaxaca,San Lucas Ojitlán,2013,OI,565.4100000000001,
20,237,Oaxaca,San Marcos Arteaga,2013,OI,22.099999999999998,
20,250,Oaxaca,San Mateo Etlatongo,2013,OI,0.4,
20,278,Oaxaca,San Miguel Soyaltepec,2013,OI,119.4,
20,324,Oaxaca,San Pedro Pochutla,2013,OI,0.0,
20,327,Oaxaca,San Pedro Tapanatepec,2013,OI,0.2,
20,334,Oaxaca,Villa de Tututepec,2013,OI,0.0,
20,337,Oaxaca,San Pedro y San Pablo Ayutla,2013,OI,53.7,
20,354,Oaxaca,Santa Ana Ateixtlahuaca,2013,OI,3.7,
20,357,Oaxaca,Santa Ana Tavela,2013,OI,15.0,
20,417,Oaxaca,Santa María Jacatepec,2013,OI,416.0899999999999,
20,418,Oaxaca,Santa María Jalapa del Marqués,2013,OI,1.0,
20,421,Oaxaca,Santa María Mixtequilla,2013,OI,0.0,
20,468,Oaxaca,Santiago Jocotepec,2013,OI,360.03999999999996,
20,472,Oaxaca,Santiago Laollaga,2013,OI,0.0,
20,498,Oaxaca,Santiago Yaveo,2013,OI,113.55000000000001,
20,502,Oaxaca,Santiago Zacatepec,2013,OI,282.6,
20,515,Oaxaca,Santo Domingo Tehuantepec,2013,OI,0.0,
20,525,Oaxaca,Santo Domingo Zanatepec,2013,OI,0.0,
20,559,Oaxaca,San Juan Bautista Valle Nacional,2013,OI,270.23,
20,560,Oaxaca,Villa Díaz Ordaz,2013,OI,60.519999999999996,
21,001,Puebla,Acajete,2013,OI,22.23,
21,003,Puebla,Acatlán,2013,OI,20.21,
21,008,Puebla,Ahuazotepec,2013,OI,18.11,
21,015,Puebla,Amozoc,2013,OI,32.64,
21,019,Puebla,Atlixco,2013,OI,24.7,
21,023,Puebla,Atzitzintla,2013,OI,73.0,
21,024,Puebla,Axutla,2013,OI,8.7,
21,025,Puebla,Ayotoxco de Guerrero,2013,OI,255.01,
21,026,Puebla,Calpan,2013,OI,45.45,
21,031,Puebla,Coatzingo,2013,OI,8.25,
21,043,Puebla,Cuetzalan del Progreso,2013,OI,550.0,
21,045,Puebla,Chalchicomula de Sesma,2013,OI,59.519999999999996,
21,051,Puebla,Chietla,2013,OI,34.06,
21,053,Puebla,Chignahuapan,2013,OI,47.800000000000004,
21,059,Puebla,Chinantla,2013,OI,10.9,
21,069,Puebla,Huaquechula,2013,OI,0.02,
21,071,Puebla,Huauchinango,2013,OI,288.1,
21,081,Puebla,Ixcamilpa de Guerrero,2013,OI,21.3,
21,083,Puebla,Ixtacamaxtitlán,2013,OI,35.84,
21,085,Puebla,Izúcar de Matamoros,2013,OI,11.02,
21,086,Puebla,Jalpan,2013,OI,131.12,
