CVE_ENT,CVE_MUN,nombre_entidad,NOMGEO,anio,nomcicloproductivo,temp_min_ciclo_min,temp_min_anual_anterior
01,001,Aguascalientes,Aguascalientes,2013,OI,0.2,
01,002,Aguascalientes,Asientos,2013,OI,2.6,
01,003,Aguascalientes,Calvillo,2013,OI,1.4,
01,004,Aguascalientes,Cosío,2013,OI,3.8,
01,006,Aguascalientes,Pabellón de Arteaga,2013,OI,5.3,
01,007,Aguascalientes,Rincón de Romos,2013,OI,5.7,
01,008,Aguascalientes,San José de Gracia,2013,OI,1.8,
01,009,Aguascalientes,Tepezalá,2013,OI,7.3,
01,010,Aguascalientes,El Llano,2013,OI,1.8,
02,001,Baja California,Ensenada,2013,OI,3.2,
02,002,Baja California,Mexicali,2013,OI,5.3,
02,003,Baja California,Tecate,2013,OI,-1.3,
02,004,Baja California,Tijuana,2013,OI,6.7,
02,006,Baja California,San Quintín,2013,OI,6.4,
02,007,Baja California,San Felipe,2013,OI,7.3,
03,001,Baja California Sur,Comondú,2013,OI,7.3,
03,002,Baja California Sur,Mulegé,2013,OI,3.8,
03,003,Baja California Sur,La Paz,2013,OI,8.6,
03,008,Baja California Sur,Los Cabos,2013,OI,6.2,
03,009,Baja California Sur,Loreto,2013,OI,11.7,
04,002,Campeche,Campeche,2013,OI,17.7,
04,003,Campeche,Carmen,2013,OI,18.6,
04,004,Campeche,Champotón,2013,OI,17.9,
04,005,Campeche,Hecelchakán,2013,OI,19.5,
04,006,Campeche,Hopelchén,2013,OI,16.8,
04,007,Campeche,Palizada,2013,OI,19.3,
04,009,Campeche,Escárcega,2013,OI,17.9,
04,011,Campeche,Candelaria,2013,OI,18.1,
05,002,Coahuila,Acuña,2013,OI,5.6,
05,003,Coahuila,Allende,2013,OI,5.8,
05,004,Coahuila,Arteaga,2013,OI,3.6,
05,005,Coahuila,Candela,2013,OI,8.2,
05,007,Coahuila,Cuatro Ciénegas,2013,OI,5.9,
05,014,Coahuila,Jiménez,2013,OI,4.8,
05,015,Coahuila,Juárez,2013,OI,6.5,
05,017,Coahuila,Matamoros,2013,OI,6.5,
05,018,Coahuila,Monclova,2013,OI,8.5,
05,020,Coahuila,Múzquiz,2013,OI,3.9,
05,022,Coahuila,Nava,2013,OI,13.0,
05,024,Coahuila,Parras,2013,OI,7.2,
05,025,Coahuila,Piedras Negras,2013,OI,7.5,
05,026,Coahuila,Progreso,2013,OI,4.7,
05,027,Coahuila,Ramos Arizpe,2013,OI,6.7,
05,028,Coahuila,Sabinas,2013,OI,5.6,
05,030,Coahuila,Saltillo,2013,OI,4.6,
05,032,Coahuila,San Juan de Sabinas,2013,OI,14.2,
05,033,Coahuila,San Pedro,2013,OI,5.0,
05,034,Coahuila,Sierra Mojada,2013,OI,1.4,
05,035,Coahuila,Torreón,2013,OI,3.4,
06,001,Colima,Armería,2013,OI,18.5,
06,002,Colima,Colima,2013,OI,16.1,
06,003,Colima,Comala,2013,OI,17.2,
06,004,Colima,Coquimatlán,2013,OI,16.7,
06,005,Colima,Cuauhtémoc,2013,OI,14.0,
06,006,Colima,Ixtlahuacán,2013,OI,16.2,
06,007,Colima,Manzanillo,2013,OI,18.4,
06,009,Colima,Tecomán,2013,OI,16.5,
07,001,Chiapas,Acacoyagua,2013,OI,19.7,
07,002,Chiapas,Acala,2013,OI,16.4,
07,008,Chiapas,Ángel Albino Corzo,2013,OI,14.1,
07,009,Chiapas,Arriaga,2013,OI,19.2,
07,019,Chiapas,Comitán de Domínguez,2013,OI,12.2,
07,020,Chiapas,La Concordia,2013,OI,15.2,
07,027,Chiapas,Chiapa de Corzo,2013,OI,15.8,
07,029,Chiapas,Chicoasén,2013,OI,18.5,
07,030,Chiapas,Chicomuselo,2013,OI,14.3,
07,032,Chiapas,Escuintla,2013,OI,21.0,
07,034,Chiapas,Frontera Comalapa,2013,OI,15.5,
07,040,Chiapas,Huixtla,2013,OI,17.2,
07,046,Chiapas,Jiquipilas,2013,OI,15.9,
07,049,Chiapas,Larráinzar,2013,OI,17.2,
07,051,Chiapas,Mapastepec,2013,OI,20.7,
07,060,Chiapas,Ocotepec,2013,OI,11.8,
07,062,Chiapas,Ostuacán,2013,OI,17.2,
07,063,Chiapas,Osumacinta,2013,OI,18.4,
07,065,Chiapas,Palenque,2013,OI,18.8,
07,068,Chiapas,Pichucalco,2013,OI,18.5,
07,069,Chiapas,Pijijiapan,2013,OI,21.9,
07,071,Chiapas,Villa Comaltitlán,2013,OI,21.5,
07,077,Chiapas,Salto de Agua,2013,OI,18.7,
07,078,Chiapas,San Cristóbal de las Casas,2013,OI,5.4,
07,086,Chiapas,Suchiapa,2013,OI,18.0,
07,089,Chiapas,Tapachula,2013,OI,15.9,
07,092,Chiapas,Tecpatán,2013,OI,16.8,
07,097,Chiapas,Tonalá,2013,OI,20.7,
07,099,Chiapas,La Trinitaria,2013,OI,15.7,
07,101,Chiapas,Tuxtla Gutiérrez,2013,OI,18.3,
07,106,Chiapas,Venustiano Carranza,2013,OI,14.6,
07,107,Chiapas,Villa Corzo,2013,OI,14.8,
07,108,Chiapas,Villaflores,2013,OI,14.4,
07,123,Chiapas,Emiliano Zapata,2013,OI,16.9,
07,124,Chiapas,Mezcalapa,2013,OI,19.5,
08,002,Chihuahua,Aldama,2013,OI,2.3,
08,006,Chihuahua,Bachíniva,2013,OI,-3.5,
08,008,Chihuahua,Batopilas de Manuel Gómez Morín,2013,OI,8.3,
08,009,Chihuahua,Bocoyna,2013,OI,-6.2,
08,010,Chihuahua,Buenaventura,2013,OI,-2.5,
08,011,Chihuahua,Camargo,2013,OI,2.4,
08,014,Chihuahua,Coronado,2013,OI,-0.3,
08,019,Chihuahua,Chihuahua,2013,OI,0.4,
08,020,Chihuahua,Chínipas,2013,OI,5.3,
08,021,Chihuahua,Delicias,2013,OI,2.4,
08,027,Chihuahua,Guachochi,2013,OI,9.0,
08,029,Chihuahua,Guadalupe y Calvo,2013,OI,-1.1,
08,031,Chihuahua,Guerrero,2013,OI,-4.5,
08,032,Chihuahua,Hidalgo del Parral,2013,OI,1.5,
08,036,Chihuahua,Jiménez,2013,OI,0.6,
08,037,Chihuahua,Juárez,2013,OI,0.5,
08,040,Chihuahua,Madera,2013,OI,-4.2,
08,041,Chihuahua,Maguarichi,2013,OI,-4.4,
08,050,Chihuahua,Nuevo Casas Grandes,2013,OI,-1.5,
08,051,Chihuahua,Ocampo,2013,OI,-4.6,
08,052,Chihuahua,Ojinaga,2013,OI,0.4,
08,055,Chihuahua,Rosales,2013,OI,2.7,
08,058,Chihuahua,San Francisco de Conchos,2013,OI,0.3,
08,063,Chihuahua,Temósachic,2013,OI,-4.9,
08,065,Chihuahua,Urique,2013,OI,8.5,
08,067,Chihuahua,Valle de Zaragoza,2013,OI,1.4,
09,004,Ciudad de México,Cuajimalpa de Morelos,2013,OI,6.1,
09,005,Ciudad de México,Gustavo A. Madero,2013,OI,5.4,
09,010,Ciudad de México,Álvaro Obregón,2013,OI,7.4,
09,012,Ciudad de México,Tlalpan,2013,OI,6.5,
09,015,Ciudad de México,Cuauhtémoc,2013,OI,10.4,
09,016,Ciudad de México,Miguel Hidalgo,2013,OI,9.0,
09,017,Ciudad de México,Venustiano Carranza,2013,OI,7.5,
10,001,Durango,Canatlán,2013,OI,2.1,
10,004,Durango,Cuencamé,2013,OI,6.0,
10,005,Durango,Durango,2013,OI,-8.0,
10,006,Durango,General Simón Bolívar,2013,OI,4.6,
10,008,Durango,Guadalupe Victoria,2013,OI,3.6,
10,009,Durango,Guanaceví,2013,OI,-10.2,
10,010,Durango,Hidalgo,2013,OI,-1.5,
10,011,Durango,Indé,2013,OI,6.0,
10,012,Durango,Lerdo,2013,OI,6.5,
10,013,Durango,Mapimí,2013,OI,-0.3,
10,015,Durango,Nazas,2013,OI,0.2,
10,017,Durango,Ocampo,2013,OI,-1.5,
10,018,Durango,El Oro,2013,OI,-3.0,
10,022,Durango,Poanas,2013,OI,2.4,
10,025,Durango,San Bernardo,2013,OI,-1.3,
10,026,Durango,San Dimas,2013,OI,-3.7,
10,027,Durango,San Juan de Guadalupe,2013,OI,6.0,
10,031,Zacatecas,Santa Clara,2013,OI,1.4,
10,032,Durango,Santiago Papasquiaro,2013,OI,0.4,
10,033,Durango,Súchil,2013,OI,3.3,
10,034,Durango,Tamazula,2013,OI,10.7,
10,035,Durango,Tepehuanes,2013,OI,-0.8,
10,036,Durango,Tlahualilo,2013,OI,3.9,
11,001,Guanajuato,Abasolo,2013,OI,9.5,
11,002,Guanajuato,Acámbaro,2013,OI,7.1,
11,003,Guanajuato,San Miguel de Allende,2013,OI,4.1,
11,004,Guanajuato,Apaseo el Alto,2013,OI,8.5,
11,005,Guanajuato,Apaseo el Grande,2013,OI,6.1,
11,007,Guanajuato,Celaya,2013,OI,6.0,
11,008,Guanajuato,Manuel Doblado,2013,OI,5.1,
11,010,Guanajuato,Coroneo,2013,OI,2.1,
11,011,Guanajuato,Cortazar,2013,OI,4.3,
11,012,Guanajuato,Cuerámaro,2013,OI,8.8,
11,014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,2013,OI,5.3,
11,015,Guanajuato,Guanajuato,2013,OI,5.1,
11,017,Guanajuato,Irapuato,2013,OI,5.8,
11,018,Guanajuato,Jaral del Progreso,2013,OI,5.9,
11,019,Guanajuato,Jerécuaro,2013,OI,6.9,
11,020,Guanajuato,León,2013,OI,7.4,
11,022,Guanajuato,Ocampo,2013,OI,4.4,
11,023,Guanajuato,Pénjamo,2013,OI,6.1,
11,025,Guanajuato,Purísima del Rincón,2013,OI,5.4,
11,027,Guanajuato,Salamanca,2013,OI,5.6,
11,028,Guanajuato,Salvatierra,2013,OI,5.0,
11,030,Guanajuato,San Felipe,2013,OI,2.8,
11,033,Guanajuato,San Luis de la Paz,2013,OI,2.8,
11,037,Guanajuato,Silao de la Victoria,2013,OI,6.8,
11,039,Guanajuato,Tarimoro,2013,OI,8.2,
11,042,Guanajuato,Valle de Santiago,2013,OI,6.1,
11,045,Guanajuato,Xichú,2013,OI,8.1,
12,001,Guerrero,Acapulco de Juárez,2013,OI,20.9,
12,011,Guerrero,Atoyac de Álvarez,2013,OI,22.7,
12,012,Guerrero,Ayutla de los Libres,2013,OI,21.1,
12,014,Guerrero,Benito Juárez,2013,OI,20.4,
12,015,Guerrero,Buenavista de Cuéllar,2013,OI,15.5,
12,017,Guerrero,Cocula,2013,OI,13.9,
12,018,Guerrero,Copala,2013,OI,18.5,
12,021,Guerrero,Coyuca de Benítez,2013,OI,21.5,
12,023,Guerrero,Cuajinicuilapa,2013,OI,19.7,
12,027,Guerrero,Cutzamala de Pinzón,2013,OI,19.0,
12,028,Guerrero,Chilapa de Álvarez,2013,OI,10.5,
12,029,Guerrero,Chilpancingo de los Bravo,2013,OI,11.2,
12,035,Guerrero,Iguala de la Independencia,2013,OI,15.5,
12,036,Guerrero,Igualapa,2013,OI,18.7,
12,038,Guerrero,Zihuatanejo de Azueta,2013,OI,16.3,
12,039,Guerrero,Juan R. Escudero,2013,OI,20.2,
12,040,Guerrero,Leonardo Bravo,2013,OI,12.8,
12,044,Guerrero,Mochitlán,2013,OI,15.4,
12,045,Guerrero,Olinalá,2013,OI,10.7,
12,050,Guerrero,Pungarabato,2013,OI,18.6,
12,053,Guerrero,San Marcos,2013,OI,12.3,
12,055,Guerrero,Taxco de Alarcón,2013,OI,14.0,
12,056,Guerrero,Tecoanapa,2013,OI,19.1,
12,057,Guerrero,Técpan de Galeana,2013,OI,20.0,
12,061,Guerrero,Tixtla de Guerrero,2013,OI,16.5,
12,066,Guerrero,Tlapa de Comonfort,2013,OI,13.6,
12,070,Guerrero,Xochihuehuetlán,2013,OI,11.7,
12,073,Guerrero,Zirándaro,2013,OI,15.2,
12,082,Guerrero,Las Vigas,2013,OI,17.0,
13,003,Hidalgo,Actopan,2013,OI,2.9,
13,006,Hidalgo,Alfajayucan,2013,OI,8.4,
13,011,Hidalgo,Atlapexco,2013,OI,12.7,
13,013,Hidalgo,Atotonilco de Tula,2013,OI,5.0,
13,016,Hidalgo,Cuautepec de Hinojosa,2013,OI,3.9,
13,019,Hidalgo,Chilcuautla,2013,OI,6.0,
13,028,Hidalgo,Huejutla de Reyes,2013,OI,14.6,
13,028,Veracruz,Huejutla de Reyes,2013,OI,14.0,
13,029,Hidalgo,Huichapan,2013,OI,3.7,
13,030,Hidalgo,Ixmiquilpan,2013,OI,5.5,
13,037,Hidalgo,Metztitlán,2013,OI,7.8,
13,046,Hidalgo,San Felipe Orizatlán,2013,OI,14.4,
13,048,Hidalgo,Pachuca de Soto,2013,OI,4.4,
13,064,Hidalgo,Tepetitlán,2013,OI,6.4,
13,077,Hidalgo,Tulancingo de Bravo,2013,OI,7.5,
13,081,Hidalgo,Zacualtipán de Ángeles,2013,OI,2.5,
13,084,Hidalgo,Zimapán,2013,OI,10.1,
14,017,Jalisco,Ayutla,2013,OI,7.8,
14,019,Jalisco,Bolaños,2013,OI,11.1,
14,023,Jalisco,Zapotlán el Grande,2013,OI,6.2,
14,025,Jalisco,Colotlán,2013,OI,4.8,
14,030,Jalisco,Chapala,2013,OI,13.5,
14,033,Jalisco,Degollado,2013,OI,8.2,
14,039,Jalisco,Guadalajara,2013,OI,9.0,
14,041,Jalisco,Huejúcar,2013,OI,2.0,
14,047,Jalisco,Jamay,2013,OI,6.2,
14,053,Jalisco,Lagos de Moreno,2013,OI,2.7,
14,054,Jalisco,El Limón,2013,OI,14.6,
14,061,Jalisco,Mezquitic,2013,OI,3.6,
14,063,Jalisco,Ocotlán,2013,OI,6.8,
14,065,Jalisco,Pihuamo,2013,OI,13.9,
14,067,Jalisco,Puerto Vallarta,2013,OI,14.5,
14,070,Jalisco,El Salto,2013,OI,11.3,
14,071,Jalisco,San Cristóbal de la Barranca,2013,OI,9.2,
14,091,Jalisco,Teocaltiche,2013,OI,2.1,
14,095,Jalisco,Teuchitlán,2013,OI,6.8,
14,100,Jalisco,Tomatlán,2013,OI,16.8,
14,107,Jalisco,Tuxcueca,2013,OI,11.3,
14,120,Jalisco,Zapopan,2013,OI,8.3,
15,002,Estado de México,Acolman,2013,OI,5.2,
15,005,Estado de México,Almoloya de Juárez,2013,OI,-2.2,
15,011,Estado de México,Atenco,2013,OI,5.5,
15,013,Estado de México,Atizapán de Zaragoza,2013,OI,6.4,
15,020,Estado de México,Coacalco de Berriozábal,2013,OI,7.6,
15,033,Estado de México,Ecatepec de Morelos,2013,OI,4.3,
15,038,Estado de México,Isidro Fabela,2013,OI,4.2,
15,045,Estado de México,Jilotepec,2013,OI,2.2,
15,057,Estado de México,Naucalpan de Juárez,2013,OI,4.1,
15,074,Estado de México,San Felipe del Progreso,2013,OI,4.4,
15,083,Estado de México,Temamatla,2013,OI,4.0,
15,087,Estado de México,Temoaya,2013,OI,1.0,
15,091,Estado de México,Teoloyucan,2013,OI,3.1,
15,095,Estado de México,Tepotzotlán,2013,OI,2.8,
15,099,Estado de México,Texcoco,2013,OI,4.8,
15,100,Estado de México,Tezoyuca,2013,OI,8.2,
15,104,Estado de México,Tlalnepantla de Baz,2013,OI,9.0,
15,106,Estado de México,Toluca,2013,OI,0.5,
15,109,Estado de México,Tultitlán,2013,OI,7.9,
15,112,Estado de México,Villa del Carbón,2013,OI,4.1,
16,003,Michoacán,Álvaro Obregón,2013,OI,5.1,
16,006,Michoacán,Apatzingán,2013,OI,15.8,
16,010,Michoacán,Arteaga,2013,OI,19.3,
16,017,Michoacán,Contepec,2013,OI,2.3,
16,019,Michoacán,Cotija,2013,OI,7.1,
16,035,Michoacán,La Huacana,2013,OI,13.9,
16,038,Michoacán,Huetamo,2013,OI,18.7,
16,049,Michoacán,Madero,2013,OI,6.8,
16,050,Michoacán,Maravatío,2013,OI,5.4,
16,053,Michoacán,Morelia,2013,OI,7.0,
16,067,Michoacán,Penjamillo,2013,OI,7.1,
16,069,Michoacán,La Piedad,2013,OI,5.4,
16,076,Michoacán,Sahuayo,2013,OI,5.5,
16,080,Michoacán,Senguio,2013,OI,5.3,
16,085,Michoacán,Tangancícuaro,2013,OI,3.4,
16,102,Michoacán,Uruapan,2013,OI,9.8,
16,105,Michoacán,Vista Hermosa,2013,OI,6.1,
16,106,Michoacán,Yurécuaro,2013,OI,8.9,
16,107,Michoacán,Zacapu,2013,OI,3.4,
16,110,Michoacán,Zinapécuaro,2013,OI,7.1,
16,113,Michoacán,José Sixto Verduzco,2013,OI,5.8,
17,001,Morelos,Amacuzac,2013,OI,11.4,
17,002,Morelos,Atlatlahucan,2013,OI,13.2,
17,004,Morelos,Ayala,2013,OI,8.5,
17,006,Morelos,Cuautla,2013,OI,11.0,
17,007,Morelos,Cuernavaca,2013,OI,13.3,
17,008,Morelos,Emiliano Zapata,2013,OI,12.0,
17,009,Morelos,Huitzilac,2013,OI,1.9,
17,011,Morelos,Jiutepec,2013,OI,7.0,
17,012,Morelos,Jojutla,2013,OI,11.8,
17,013,Morelos,Jonacatepec de Leandro Valle,2013,OI,7.3,
17,015,Morelos,Miacatlán,2013,OI,13.4,
17,016,Morelos,Ocuituco,2013,OI,1.8,
17,017,Morelos,Puente de Ixtla,2013,OI,9.7,
17,018,Morelos,Temixco,2013,OI,15.0,
17,019,Morelos,Tepalcingo,2013,OI,14.0,
17,020,Morelos,Tepoztlán,2013,OI,13.6,
17,021,Morelos,Tetecala,2013,OI,12.8,
17,023,Morelos,Tlalnepantla,2013,OI,4.1,
17,024,Morelos,Tlaltizapán de Zapata,2013,OI,15.9,
17,025,Morelos,Tlaquiltenango,2013,OI,8.6,
17,026,Morelos,Tlayacapan,2013,OI,12.2,
17,027,Morelos,Totolapan,2013,OI,10.6,
17,028,Morelos,Xochitepec,2013,OI,12.0,
17,029,Morelos,Yautepec,2013,OI,9.6,
17,030,Morelos,Yecapixtla,2013,OI,10.6,
17,031,Morelos,Zacatepec,2013,OI,10.9,
17,032,Morelos,Zacualpan de Amilpas,2013,OI,10.6,
17,033,Morelos,Temoac,2013,OI,10.4,
18,001,Nayarit,Acaponeta,2013,OI,12.3,
18,009,Nayarit,Del Nayar,2013,OI,12.2,
18,010,Nayarit,Rosamorada,2013,OI,11.7,
18,011,Nayarit,Ruíz,2013,OI,13.3,
18,015,Nayarit,Santiago Ixcuintla,2013,OI,14.5,
18,017,Nayarit,Tepic,2013,OI,11.9,
18,020,Nayarit,Bahía de Banderas,2013,OI,14.3,
19,003,Nuevo León,Los Aldamas,2013,OI,9.7,
19,004,Nuevo León,Allende,2013,OI,6.5,
19,005,Nuevo León,Anáhuac,2013,OI,8.9,
19,006,Nuevo León,Apodaca,2013,OI,8.9,
19,007,Nuevo León,Aramberri,2013,OI,2.7,
19,011,Nuevo León,Cerralvo,2013,OI,9.9,
19,012,Nuevo León,Ciénega de Flores,2013,OI,6.6,
19,013,Nuevo León,China,2013,OI,10.4,
19,014,Nuevo León,Doctor Arroyo,2013,OI,7.0,
19,017,Nuevo León,Galeana,2013,OI,0.9,
19,024,Nuevo León,General Zaragoza,2013,OI,4.6,
19,025,Nuevo León,General Zuazua,2013,OI,10.1,
19,026,Nuevo León,Guadalupe,2013,OI,9.8,
19,028,Nuevo León,Higueras,2013,OI,7.9,
19,032,Nuevo León,Lampazos de Naranjo,2013,OI,6.4,
19,033,Nuevo León,Linares,2013,OI,6.9,
19,036,Nuevo León,Mier y Noriega,2013,OI,6.9,
19,038,Nuevo León,Montemorelos,2013,OI,7.6,
19,039,Nuevo León,Monterrey,2013,OI,5.5,
19,042,Nuevo León,Los Ramones,2013,OI,8.2,
19,046,Nuevo León,San Nicolás de los Garza,2013,OI,9.7,
19,049,Nuevo León,Santiago,2013,OI,7.0,
20,005,Oaxaca,Asunción Ixtaltepec,2013,OI,16.5,
20,014,Oaxaca,Ciudad Ixtepec,2013,OI,21.1,
20,043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,2013,OI,21.1,
20,052,Oaxaca,Magdalena Tequisistlán,2013,OI,15.7,
20,057,Oaxaca,Matías Romero Avendaño,2013,OI,18.1,
20,067,Oaxaca,Oaxaca de Juárez,2013,OI,8.8,
20,079,Oaxaca,Salina Cruz,2013,OI,22.6,
20,083,Oaxaca,San Agustín de las Juntas,2013,OI,10.4,
20,136,Oaxaca,San Felipe Usila,2013,OI,14.9,
20,173,Oaxaca,San Juan Atepec,2013,OI,7.6,
20,177,Oaxaca,San Juan Bautista Cuicatlán,2013,OI,12.2,
20,184,Oaxaca,San Juan Bautista Tuxtepec,2013,OI,17.9,
20,228,Oaxaca,San Lorenzo Cuaunecuiltitla,2013,OI,9.3,
20,262,Oaxaca,San Miguel Amatlán,2013,OI,3.7,
20,278,Oaxaca,San Miguel Soyaltepec,2013,OI,18.3,
20,324,Oaxaca,San Pedro Pochutla,2013,OI,23.0,
20,327,Oaxaca,San Pedro Tapanatepec,2013,OI,18.3,
20,357,Oaxaca,Santa Ana Tavela,2013,OI,13.4,
20,385,Oaxaca,Santa Cruz Xoxocotlán,2013,OI,9.3,
20,413,Oaxaca,Santa María Huatulco,2013,OI,21.7,
20,417,Oaxaca,Santa María Jacatepec,2013,OI,17.7,
20,418,Oaxaca,Santa María Jalapa del Marqués,2013,OI,19.0,
20,439,Oaxaca,Santa María Tonameca,2013,OI,14.2,
20,468,Oaxaca,Santiago Jocotepec,2013,OI,17.7,
20,478,Oaxaca,Santiago Nacaltepec,2013,OI,9.0,
20,482,Oaxaca,Santiago Pinotepa Nacional,2013,OI,18.2,
20,498,Oaxaca,Santiago Yaveo,2013,OI,17.4,
20,502,Oaxaca,Santiago Zacatepec,2013,OI,13.5,
20,525,Oaxaca,Santo Domingo Zanatepec,2013,OI,16.5,
20,559,Oaxaca,San Juan Bautista Valle Nacional,2013,OI,17.8,
21,001,Puebla,Acajete,2013,OI,-0.6,
21,003,Puebla,Acatlán,2013,OI,21.3,
21,008,Puebla,Ahuazotepec,2013,OI,3.0,
21,019,Puebla,Atlixco,2013,OI,7.5,
21,023,Puebla,Atzitzintla,2013,OI,3.3,
21,025,Puebla,Ayotoxco de Guerrero,2013,OI,14.8,
21,026,Puebla,Calpan,2013,OI,-0.5,
21,031,Puebla,Coatzingo,2013,OI,11.1,
21,043,Puebla,Cuetzalan del Progreso,2013,OI,10.0,
21,045,Puebla,Chalchicomula de Sesma,2013,OI,3.5,
21,051,Puebla,Chietla,2013,OI,13.8,
21,053,Puebla,Chignahuapan,2013,OI,3.1,
21,059,Puebla,Chinantla,2013,OI,10.6,
21,069,Puebla,Huaquechula,2013,OI,9.6,
21,071,Puebla,Huauchinango,2013,OI,8.8,
21,083,Puebla,Ixtacamaxtitlán,2013,OI,0.6,
21,085,Puebla,Izúcar de Matamoros,2013,OI,13.7,
21,086,Puebla,Jalpan,2013,OI,12.8,
21,094,Puebla,Libres,2013,OI,3.3,
21,098,Puebla,Molcaxac,2013,OI,4.4,
21,106,Puebla,Ocoyucan,2013,OI,5.0,
21,108,Puebla,Oriental,2013,OI,6.9,
21,114,Puebla,Puebla,2013,OI,3.8,
21,114,Tlaxcala,Puebla,2013,OI,5.7,
21,140,Puebla,San Pedro Cholula,2013,OI,5.0,
21,145,Puebla,San Sebastián Tlacotepec,2013,OI,15.3,
21,153,Puebla,Tecali de Herrera,2013,OI,7.3,
21,154,Puebla,Tecamachalco,2013,OI,5.8,
21,156,Puebla,Tehuacán,2013,OI,6.3,
21,160,Puebla,Teotlalco,2013,OI,11.2,
21,162,Puebla,Tepango de Rodríguez,2013,OI,7.6,
21,170,Puebla,Tepeyahualco,2013,OI,1.6,
21,172,Puebla,Tetela de Ocampo,2013,OI,7.0,
21,174,Puebla,Teziutlán,2013,OI,7.1,
21,180,Puebla,Tlahuapan,2013,OI,4.9,
21,184,Puebla,Tlapacoya,2013,OI,5.2,
21,186,Puebla,Tlatlauquitepec,2013,OI,-0.2,
21,187,Puebla,Tlaxco,2013,OI,12.1,
21,193,Puebla,Tzicatlacoyan,2013,OI,4.4,
21,194,Puebla,Venustiano Carranza,2013,OI,7.4,
21,197,Puebla,Xicotepec,2013,OI,10.3,
21,198,Puebla,Xicotlán,2013,OI,11.0,
21,207,Puebla,Zacapoaxtla,2013,OI,4.4,
21,217,Puebla,Zoquitlán,2013,OI,7.2,
22,006,Querétaro,Corregidora,2013,OI,5.5,
22,008,Querétaro,Huimilpan,2013,OI,4.2,
22,009,Querétaro,Jalpan de Serra,2013,OI,11.2,
22,011,Querétaro,El Marqués,2013,OI,5.7,
22,013,Querétaro,Peñamiller,2013,OI,9.4,
22,014,Querétaro,Querétaro,2013,OI,7.8,
22,016,Querétaro,San Juan del Río,2013,OI,6.8,
23,001,Quintana Roo,Cozumel,2013,OI,18.2,
23,002,Quintana Roo,Felipe Carrillo Puerto,2013,OI,18.2,
23,004,Quintana Roo,Othón P. Blanco,2013,OI,19.9,
23,005,Quintana Roo,Benito Juárez,2013,OI,18.6,
23,008,Quintana Roo,Solidaridad,2013,OI,18.0,
24,003,San Luis Potosí,Aquismón,2013,OI,12.2,
24,008,San Luis Potosí,Cerritos,2013,OI,7.3,
24,013,San Luis Potosí,Ciudad Valles,2013,OI,12.1,
24,016,San Luis Potosí,Ebano,2013,OI,13.6,
24,020,San Luis Potosí,Matehuala,2013,OI,5.9,
24,024,San Luis Potosí,Rioverde,2013,OI,9.5,
24,027,San Luis Potosí,San Ciro de Acosta,2013,OI,9.7,
24,028,San Luis Potosí,San Luis Potosí,2013,OI,6.0,
24,032,San Luis Potosí,Santa María del Río,2013,OI,12.8,
24,034,San Luis Potosí,San Vicente Tancuayalab,2013,OI,14.0,
24,034,Veracruz,San Vicente Tancuayalab,2013,OI,14.2,
24,037,San Luis Potosí,Tamazunchale,2013,OI,13.4,
24,039,San Luis Potosí,Tampamolón Corona,2013,OI,14.5,
24,041,San Luis Potosí,Tanlajás,2013,OI,13.3,
24,043,San Luis Potosí,Tierra Nueva,2013,OI,3.5,
24,050,San Luis Potosí,Villa de Reyes,2013,OI,8.2,
24,053,San Luis Potosí,Axtla de Terrazas,2013,OI,13.1,
24,057,San Luis Potosí,Matlapa,2013,OI,13.0,
24,058,San Luis Potosí,El Naranjo,2013,OI,11.3,
25,001,Sinaloa,Ahome,2013,OI,10.6,
25,003,Sinaloa,Badiraguato,2013,OI,11.1,
25,005,Sinaloa,Cosalá,2013,OI,11.2,
25,006,Sinaloa,Culiacán,2013,OI,6.8,
25,007,Sinaloa,Choix,2013,OI,4.5,
25,008,Sinaloa,Elota,2013,OI,8.5,
25,010,Sinaloa,El Fuerte,2013,OI,5.0,
25,011,Sinaloa,Guasave,2013,OI,7.2,
25,012,Sinaloa,Mazatlán,2013,OI,9.9,
25,013,Sinaloa,Mocorito,2013,OI,7.8,
25,014,Sinaloa,Rosario,2013,OI,8.2,
25,015,Sinaloa,Salvador Alvarado,2013,OI,10.6,
25,016,Sinaloa,San Ignacio,2013,OI,8.2,
25,017,Sinaloa,Sinaloa,2013,OI,7.9,
26,001,Sonora,Aconchi,2013,OI,1.8,
26,002,Sonora,Agua Prieta,2013,OI,-1.3,
26,003,Sonora,Álamos,2013,OI,2.3,
26,006,Sonora,Arizpe,2013,OI,-2.6,
26,010,Sonora,Bacerac,2013,OI,0.3,
26,013,Sonora,Banámichi,2013,OI,4.3,
26,017,Sonora,Caborca,2013,OI,3.1,
26,018,Sonora,Cajeme,2013,OI,6.8,
26,021,Sonora,La Colorada,2013,OI,7.9,
26,025,Sonora,Empalme,2013,OI,8.8,
26,029,Sonora,Guaymas,2013,OI,2.2,
26,030,Sonora,Hermosillo,2013,OI,5.7,
26,031,Sonora,Huachinera,2013,OI,-2.1,
26,035,Sonora,Imuris,2013,OI,1.9,
26,037,Sonora,Mazatán,2013,OI,4.8,
26,040,Sonora,Nácori Chico,2013,OI,3.2,
