anio,cosechada,idcader,idciclo,idcultivo,idddr,idestado,idmodalidad,idmunicipio,idunidadmedida,nomcader,nomcicloproductivo,nomcultivo,nomddr,nomestado,nommodalidad,nommunicipio,nomunidad,precio,rendimiento,sembrada,siniestrada,valorproduccion,volumenproduccion
2015,2522.0,4,2,7490000,37,8,2,30,200201,Témoris,Primavera-Verano,Maíz grano,San Juanito,Chihuahua,Temporal,Guazapares,Tonelada,2961.44,0.7,2560.0,38.0,5228132.0,1765.4
2015,520.0,1,2,7490000,38,8,1,7,200201,Balleza,Primavera-Verano,Maíz grano,Balleza,Chihuahua,Riego,Balleza,Tonelada,3771.15,4.2,520.0,0.0,8242800.0,2185.75
2015,3150.0,1,2,7490000,38,8,2,7,200201,Balleza,Primavera-Verano,Maíz grano,Balleza,Chihuahua,Temporal,Balleza,Tonelada,3744.0,0.42,3150.0,0.0,4914000.0,1312.5
2015,8700.0,2,2,7490000,38,8,2,27,200201,Guachochi,Primavera-Verano,Maíz grano,Balleza,Chihuahua,Temporal,Guachochi,Tonelada,3856.75,0.71,8700.0,0.0,23746000.0,6157.0
2015,3620.0,3,2,7490000,38,8,2,29,200201,Guadalupe Y Calvo,Primavera-Verano,Maíz grano,Balleza,Chihuahua,Temporal,Guadalupe Y Calvo,Tonelada,3859.31,0.65,3620.0,0.0,9036960.0,2341.6
2015,69.0,1,2,7490000,39,8,1,3,200201,Parral,Primavera-Verano,Maíz grano,Parral,Chihuahua,Riego,Allende,Tonelada,3000.0,8.0,69.0,0.0,1656000.0,552.0
2015,0.0,1,2,7490000,39,8,2,3,200201,Parral,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,Allende,Tonelada,0.0,0.0,182.0,182.0,0.0,0.0
2015,0.0,1,2,7490000,39,8,2,32,200201,Parral,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,Hidalgo del Parral,Tonelada,0.0,0.0,665.0,665.0,0.0,0.0
2015,671.0,1,2,7490000,39,8,1,44,200201,Parral,Primavera-Verano,Maíz grano,Parral,Chihuahua,Riego,Matamoros,Tonelada,3200.0,10.01,671.0,0.0,21493472.0,6716.71
2015,0.0,1,2,7490000,39,8,2,44,200201,Parral,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,Matamoros,Tonelada,0.0,0.0,1151.0,1151.0,0.0,0.0
2015,4.0,2,2,7490000,39,8,1,33,200201,El Tule,Primavera-Verano,Maíz grano,Parral,Chihuahua,Riego,Huejotitán,Tonelada,3000.0,6.5,4.0,0.0,78000.0,26.0
2015,0.0,2,2,7490000,39,8,2,33,200201,El Tule,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,Huejotitán,Tonelada,0.0,0.0,120.0,120.0,0.0,0.0
2015,10.0,2,2,7490000,39,8,1,56,200201,El Tule,Primavera-Verano,Maíz grano,Parral,Chihuahua,Riego,Rosario,Tonelada,3000.0,5.01,10.0,0.0,150300.0,50.1
2015,0.0,2,2,7490000,39,8,2,56,200201,El Tule,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,Rosario,Tonelada,0.0,0.0,147.0,147.0,0.0,0.0
2015,0.0,2,2,7490000,39,8,2,64,200201,El Tule,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,El Tule,Tonelada,0.0,0.0,18.0,18.0,0.0,0.0
2015,65.0,3,2,7490000,39,8,1,67,200201,Valle de Zaragoza,Primavera-Verano,Maíz grano,Parral,Chihuahua,Riego,Valle de Zaragoza,Tonelada,3000.0,7.0,65.0,0.0,1365000.0,455.0
2015,0.0,3,2,7490000,39,8,2,67,200201,Valle de Zaragoza,Primavera-Verano,Maíz grano,Parral,Chihuahua,Temporal,Valle de Zaragoza,Tonelada,0.0,0.0,1532.0,1532.0,0.0,0.0
2015,0.0,1,2,7490000,40,8,1,11,200201,Camargo,Primavera-Verano,Maíz grano,Delicias,Chihuahua,Riego,Camargo,Tonelada,0.0,0.0,40.0,40.0,0.0,0.0
2015,6.0,2,2,7490000,40,8,1,62,200201,Saucillo,Primavera-Verano,Maíz grano,Delicias,Chihuahua,Riego,Saucillo,Tonelada,3000.0,5.7,6.0,0.0,102600.0,34.2
2015,1.5,5,2,7490000,40,8,1,38,200201,Julimes,Primavera-Verano,Maíz grano,Delicias,Chihuahua,Riego,Julimes,Tonelada,3800.0,4.0,1.5,0.0,22800.0,6.0
2015,16.0,1,2,7490000,41,8,1,14,200201,Villa López,Primavera-Verano,Maíz grano,Río Florido,Chihuahua,Riego,Coronado,Tonelada,3000.0,5.5,16.0,0.0,264000.0,88.0
2015,106.5,2,2,7490000,41,8,1,36,200201,Jiménez,Primavera-Verano,Maíz grano,Río Florido,Chihuahua,Riego,Jiménez,Tonelada,4000.0,4.0,106.5,0.0,1704000.0,426.0
2015,0.0,2,2,7490000,41,8,2,36,200201,Jiménez,Primavera-Verano,Maíz grano,Río Florido,Chihuahua,Temporal,Jiménez,Tonelada,0.0,0.0,52.5,52.5,0.0,0.0
2015,906.0,1,2,7490000,42,9,2,12,200201,San Mateo Xalpa,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,Tlalpan,Tonelada,4950.0,1.27,906.0,0.0,5701410.0,1151.8
2015,677.0,1,2,7490000,42,9,2,13,200201,San Mateo Xalpa,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,Xochimilco,Tonelada,4989.67,1.23,677.0,0.0,4170565.77,835.84
2015,1309.5,2,2,7490000,42,9,2,9,200201,San Antonio Tecómitl,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,Milpa Alta,Tonelada,5262.69,1.29,1321.0,11.5,8873947.88,1686.2
2015,538.0,2,2,7490000,42,9,2,11,200201,San Antonio Tecómitl,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,Tláhuac,Tonelada,5300.0,1.19,538.0,0.0,3393060.0,640.2
2015,46.0,3,2,7490000,42,9,2,4,200201,San Nicolás Totolapan,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,Cuajimalpa de Morelos,Tonelada,4350.0,1.65,46.0,0.0,330165.0,75.9
2015,206.65,3,2,7490000,42,9,2,8,200201,San Nicolás Totolapan,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,La Magdalena Contreras,Tonelada,4350.0,1.75,215.4,8.75,1572699.0,361.54
2015,50.0,3,2,7490000,42,9,2,10,200201,San Nicolás Totolapan,Primavera-Verano,Maíz grano,Xochimilco,Ciudad de México,Temporal,Álvaro Obregón,Tonelada,4350.0,1.71,50.0,0.0,371968.5,85.51
2015,8975.0,2,2,7490000,43,10,2,1,200201,Canatlán,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Canatlán,Tonelada,3220.51,0.55,8975.0,0.0,15897242.49,4936.25
2015,8610.0,2,2,7490000,43,10,2,39,200201,Canatlán,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Nuevo Ideal,Tonelada,3364.87,0.51,8610.0,0.0,14775480.66,4391.1
2015,14042.0,3,2,7490000,43,10,1,5,200201,Durango,Primavera-Verano,Maíz grano,Durango,Durango,Riego,Durango,Tonelada,3000.0,6.53,14042.0,0.0,274968000.0,91656.0
2015,13667.0,3,2,7490000,43,10,2,5,200201,Durango,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Durango,Tonelada,3000.0,0.7,14846.0,1179.0,28700700.0,9566.9
2015,236.0,4,2,7490000,43,10,1,14,200201,Mezquital,Primavera-Verano,Maíz grano,Durango,Durango,Riego,Mezquital,Tonelada,3000.0,8.06,236.0,0.0,5706480.0,1902.16
2015,15450.0,4,2,7490000,43,10,2,14,200201,Mezquital,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Mezquital,Tonelada,2500.0,0.8,15450.0,0.0,30900000.0,12360.0
2015,4812.0,10,2,7490000,43,10,1,22,200201,Poanas,Primavera-Verano,Maíz grano,Durango,Durango,Riego,Poanas,Tonelada,3000.0,8.26,4812.0,0.0,119210400.0,39736.8
2015,210.0,10,2,7490000,43,10,2,22,200201,Poanas,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Poanas,Tonelada,3000.0,0.84,210.0,0.0,529200.0,176.4
2015,3579.5,11,2,7490000,43,10,1,16,200201,Vicente Guerrero,Primavera-Verano,Maíz grano,Durango,Durango,Riego,Nombre de Dios,Tonelada,2938.5,8.49,3579.5,0.0,89306510.0,30391.9
2015,860.5,11,2,7490000,43,10,2,16,200201,Vicente Guerrero,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Nombre de Dios,Tonelada,2900.0,0.75,860.5,0.0,1871602.0,645.38
2015,534.0,11,2,7490000,43,10,1,33,200201,Vicente Guerrero,Primavera-Verano,Maíz grano,Durango,Durango,Riego,Súchil,Tonelada,2900.0,6.5,534.0,0.0,10065900.0,3471.0
2015,965.0,11,2,7490000,43,10,2,33,200201,Vicente Guerrero,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Súchil,Tonelada,3000.0,0.75,965.0,0.0,2171250.0,723.75
2015,463.5,11,2,7490000,43,10,1,38,200201,Vicente Guerrero,Primavera-Verano,Maíz grano,Durango,Durango,Riego,Vicente Guerrero,Tonelada,2951.59,8.21,463.5,0.0,11225625.0,3803.25
2015,508.4,11,2,7490000,43,10,2,38,200201,Vicente Guerrero,Primavera-Verano,Maíz grano,Durango,Durango,Temporal,Vicente Guerrero,Tonelada,3000.0,0.78,508.4,0.0,1189650.0,396.55
2015,4280.0,1,2,7490000,44,10,2,26,200201,San Miguel de Cruces,Primavera-Verano,Maíz grano,El Salto,Durango,Temporal,San Dimas,Tonelada,4700.0,0.77,4280.0,0.0,15489320.0,3295.6
2015,5125.0,2,2,7490000,44,10,2,23,200201,El Salto,Primavera-Verano,Maíz grano,El Salto,Durango,Temporal,Pueblo Nuevo,Tonelada,4356.62,0.79,5125.0,0.0,17750176.87,4074.3
2015,8528.0,2,2,7490000,44,10,2,34,200201,El Salto,Primavera-Verano,Maíz grano,El Salto,Durango,Temporal,Tamazula,Tonelada,4134.0,0.75,8528.0,0.0,26441064.0,6396.0
2015,1411.0,1,2,7490000,45,10,2,4,200201,Cuencamé,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Cuencamé,Tonelada,2250.0,0.65,1411.0,0.0,2063587.5,917.15
2015,116.0,1,2,7490000,45,10,1,21,200201,Cuencamé,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,Peñón Blanco,Tonelada,3000.0,7.25,116.0,0.0,2523000.0,841.0
2015,1005.0,1,2,7490000,45,10,2,21,200201,Cuencamé,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Peñón Blanco,Tonelada,3050.0,0.75,1005.0,0.0,2298937.5,753.75
2015,735.0,1,2,7490000,45,10,1,31,200201,Cuencamé,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,Santa Clara,Tonelada,3000.0,0.53,735.0,0.0,1168650.0,389.55
2015,1132.5,1,2,7490000,45,10,2,31,200201,Cuencamé,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Santa Clara,Tonelada,2600.0,0.72,1132.5,0.0,2120040.0,815.4
2015,300.0,2,2,7490000,45,10,1,4,200201,Guadalupe Victoria,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,Cuencamé,Tonelada,3700.0,6.0,300.0,0.0,6660000.0,1800.0
2015,1580.0,2,2,7490000,45,10,2,4,200201,Guadalupe Victoria,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Cuencamé,Tonelada,4100.0,1.5,1580.0,0.0,9717000.0,2370.0
2015,2600.0,2,2,7490000,45,10,1,8,200201,Guadalupe Victoria,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,Guadalupe Victoria,Tonelada,3896.16,7.0,2600.0,0.0,70910042.0,18200.0
2015,3280.0,2,2,7490000,45,10,2,8,200201,Guadalupe Victoria,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Guadalupe Victoria,Tonelada,4041.46,1.0,3280.0,0.0,13255988.8,3280.0
2015,283.0,2,2,7490000,45,10,1,20,200201,Guadalupe Victoria,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,Pánuco de Coronado,Tonelada,3749.77,5.5,283.0,0.0,5836524.05,1556.5
2015,475.0,2,2,7490000,45,10,2,20,200201,Guadalupe Victoria,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Pánuco de Coronado,Tonelada,4100.0,1.0,475.0,0.0,1947500.0,475.0
2015,40.0,12,2,7490000,45,10,1,3,200201,San Juan del Río,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,Coneto de Comonfort,Tonelada,3300.0,1.2,40.0,0.0,158400.0,48.0
2015,800.0,12,2,7490000,45,10,2,3,200201,San Juan del Río,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,Coneto de Comonfort,Tonelada,3869.0,0.8,800.0,0.0,2476160.0,640.0
2015,443.0,12,2,7490000,45,10,1,28,200201,San Juan del Río,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Riego,San Juan del Río,Tonelada,3785.78,2.5,443.0,0.0,4192751.35,1107.5
2015,4131.0,12,2,7490000,45,10,2,28,200201,San Juan del Río,Primavera-Verano,Maíz grano,Guadalupe Victoria,Durango,Temporal,San Juan del Río,Tonelada,3766.52,0.5,5781.0,1650.0,7779747.06,2065.5
2015,100.0,1,2,7490000,46,10,1,17,200201,Villa Ocampo,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Riego,Ocampo,Tonelada,4350.0,3.05,100.0,0.0,1326750.0,305.0
2015,5120.0,1,2,7490000,46,10,2,17,200201,Villa Ocampo,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Temporal,Ocampo,Tonelada,3960.3,0.65,5120.0,0.0,13179878.4,3328.0
2015,194.0,2,2,7490000,46,10,1,9,200201,Guanaceví,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Riego,Guanaceví,Tonelada,4050.0,8.02,194.0,0.0,6301800.0,1556.0
2015,3063.0,2,2,7490000,46,10,2,9,200201,Guanaceví,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Temporal,Guanaceví,Tonelada,4000.0,0.4,3063.0,0.0,4900800.0,1225.2
2015,10.0,3,2,7490000,46,10,1,10,200201,Revolución,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Riego,Hidalgo,Tonelada,3500.0,3.23,10.0,0.0,113050.0,32.3
2015,2834.0,3,2,7490000,46,10,2,10,200201,Revolución,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Temporal,Hidalgo,Tonelada,3700.34,0.27,2834.0,0.0,2822249.32,762.7
2015,64.0,3,2,7490000,46,10,1,11,200201,Revolución,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Riego,Indé,Tonelada,3550.0,3.52,64.0,0.0,799744.0,225.28
2015,6526.0,3,2,7490000,46,10,2,11,200201,Revolución,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Temporal,Indé,Tonelada,3308.7,0.37,6526.0,0.0,7964537.21,2407.15
2015,110.0,4,2,7490000,46,10,1,18,200201,Santa María del Oro,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Riego,El Oro,Tonelada,4200.0,3.06,110.0,0.0,1415400.0,337.0
2015,8553.0,4,2,7490000,46,10,2,18,200201,Santa María del Oro,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Temporal,El Oro,Tonelada,4300.0,0.27,8553.0,0.0,9930205.0,2309.35
2015,152.0,4,2,7490000,46,10,1,25,200201,Santa María del Oro,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Riego,San Bernardo,Tonelada,4200.0,3.4,152.0,0.0,2170560.0,516.8
2015,7406.0,4,2,7490000,46,10,2,25,200201,Santa María del Oro,Primavera-Verano,Maíz grano,Villa Ocampo,Durango,Temporal,San Bernardo,Tonelada,4200.0,0.3,7406.0,0.0,9293340.0,2212.7
2015,33.0,1,1,7490000,47,10,1,2,200201,Tepehuanes,Otoño-Invierno,Maíz grano,Santiago Papasquiaro,Durango,Riego,Canelas,Tonelada,3850.0,3.49,33.0,0.0,443558.5,115.21
2015,32.0,1,2,7490000,47,10,1,2,200201,Tepehuanes,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Riego,Canelas,Tonelada,4400.0,3.38,32.0,0.0,476520.0,108.3
2015,1610.0,1,2,7490000,47,10,2,2,200201,Tepehuanes,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Temporal,Canelas,Tonelada,4857.95,0.92,1610.0,0.0,7203416.84,1482.81
2015,76.0,1,2,7490000,47,10,1,35,200201,Tepehuanes,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Riego,Tepehuanes,Tonelada,3800.0,4.71,76.0,0.0,1360856.0,358.12
2015,4286.0,1,2,7490000,47,10,2,35,200201,Tepehuanes,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Temporal,Tepehuanes,Tonelada,4200.0,0.87,4286.0,0.0,15625050.0,3720.25
2015,8.0,1,1,7490000,47,10,1,37,200201,Tepehuanes,Otoño-Invierno,Maíz grano,Santiago Papasquiaro,Durango,Riego,Topia,Tonelada,3850.0,3.66,8.0,0.0,112805.0,29.3
2015,22.0,1,2,7490000,47,10,1,37,200201,Tepehuanes,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Riego,Topia,Tonelada,3800.0,3.39,22.0,0.0,283480.0,74.6
2015,1280.0,1,2,7490000,47,10,2,37,200201,Tepehuanes,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Temporal,Topia,Tonelada,3800.0,0.88,1280.0,0.0,4256000.0,1120.0
2015,1680.0,2,2,7490000,47,10,2,19,200201,Santiago Papasquiaro,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Temporal,Otáez,Tonelada,3394.21,0.88,1680.0,0.0,5020280.81,1479.07
2015,2980.0,2,2,7490000,47,10,1,32,200201,Santiago Papasquiaro,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Riego,Santiago Papasquiaro,Tonelada,3554.25,4.6,2980.0,0.0,48693225.0,13700.0
2015,13352.0,2,2,7490000,47,10,2,32,200201,Santiago Papasquiaro,Primavera-Verano,Maíz grano,Santiago Papasquiaro,Durango,Temporal,Santiago Papasquiaro,Tonelada,3624.26,1.12,13352.0,0.0,54101144.5,14927.52
2015,95.0,2,2,7490000,191,10,1,13,200201,Ceballos,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,Mapimí,Tonelada,3550.0,1.52,95.0,0.0,512620.0,144.4
2015,144.0,2,2,7490000,191,10,2,13,200201,Ceballos,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,Mapimí,Tonelada,3550.0,1.83,144.0,0.0,937200.0,264.0
2015,45.0,3,2,7490000,191,10,1,29,200201,San Luis  Cordero,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,San Luis del Cordero,Tonelada,4100.0,2.5,45.0,0.0,461250.0,112.5
2015,829.0,3,2,7490000,191,10,2,29,200201,San Luis  Cordero,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,San Luis del Cordero,Tonelada,3900.0,1.0,2586.0,1757.0,3217500.0,825.0
2015,37.0,4,2,7490000,191,10,1,30,200201,Sn. Pedro El Gallo,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,San Pedro del Gallo,Tonelada,3900.0,2.14,37.0,0.0,308802.0,79.18
2015,925.0,4,2,7490000,191,10,2,30,200201,Sn. Pedro El Gallo,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,San Pedro del Gallo,Tonelada,3900.0,0.49,2567.0,1642.0,1767675.0,453.25
2015,3.0,10,2,7490000,191,10,1,12,200201,Lerdo,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,Lerdo,Tonelada,4000.0,3.5,3.0,0.0,42000.0,10.5
2015,178.0,10,2,7490000,191,10,2,12,200201,Lerdo,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,Lerdo,Tonelada,3417.0,0.63,178.0,0.0,380995.5,111.5
2015,1021.0,14,2,7490000,191,10,1,6,200201,Simón Bolívar,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,General Simón Bolívar,Tonelada,4175.96,2.91,1021.0,0.0,12424269.0,2975.19
2015,0.0,14,2,7490000,191,10,2,6,200201,Simón Bolívar,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,General Simón Bolívar,Tonelada,0.0,0.0,3920.0,3920.0,0.0,0.0
2015,36.5,15,2,7490000,191,10,1,15,200201,Nazas,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,Nazas,Tonelada,4473.0,4.5,36.5,0.0,734690.25,164.25
2015,246.0,15,2,7490000,191,10,2,15,200201,Nazas,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,Nazas,Tonelada,4900.0,1.9,614.5,368.5,2290260.0,467.4
2015,420.0,16,2,7490000,191,10,1,24,200201,Rodeo,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,Rodeo,Tonelada,3000.0,4.53,420.0,0.0,5707800.0,1902.6
2015,94.0,16,2,7490000,191,10,2,24,200201,Rodeo,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,Rodeo,Tonelada,3050.0,0.5,3235.0,3141.0,143350.0,47.0
2015,805.0,17,2,7490000,191,10,1,27,200201,San Juan de Guadalupe,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Riego,San Juan de Guadalupe,Tonelada,4084.93,1.73,805.0,0.0,5691735.0,1393.35
2015,1918.0,17,2,7490000,191,10,2,27,200201,San Juan de Guadalupe,Primavera-Verano,Maíz grano,Laguna-Durango,Durango,Temporal,San Juan de Guadalupe,Tonelada,4100.0,0.33,2358.0,440.0,2595054.0,632.94
2015,7420.0,1,2,7490000,48,11,2,22,200201,San Felipe,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Temporal,Ocampo,Tonelada,3328.67,0.8,7420.0,0.0,19758985.12,5936.0
2015,6200.0,1,2,7490000,48,11,1,30,200201,San Felipe,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Riego,San Felipe,Tonelada,3018.54,9.0,6200.0,0.0,168434532.0,55800.0
2015,26900.0,1,2,7490000,48,11,2,30,200201,San Felipe,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Temporal,San Felipe,Tonelada,3335.29,0.82,26900.0,0.0,73569826.82,22058.0
2015,1816.0,2,2,7490000,48,11,1,14,200201,Dolores Hidalgo,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Riego,Dolores Hidalgo Cuna de la Independencia Nacional,Tonelada,3278.3,8.4,1816.0,0.0,50005860.8,15253.6
2015,16310.0,2,2,7490000,48,11,2,14,200201,Dolores Hidalgo,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Temporal,Dolores Hidalgo Cuna de la Independencia Nacional,Tonelada,3374.64,0.49,16310.0,0.0,26969785.42,7991.9
2015,358.0,2,2,7490000,48,11,1,29,200201,Dolores Hidalgo,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Riego,San Diego de La Unión,Tonelada,3325.2,8.39,358.0,0.0,9986560.08,3003.3
2015,9015.0,2,2,7490000,48,11,2,29,200201,Dolores Hidalgo,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Temporal,San Diego de La Unión,Tonelada,3382.54,0.49,9015.0,0.0,14941863.07,4417.35
2015,50.0,3,2,7490000,48,11,1,3,200201,San Miguel de Allende,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Riego,San Miguel de Allende,Tonelada,3400.0,10.0,50.0,0.0,1700000.0,500.0
2015,12950.0,3,2,7490000,48,11,2,3,200201,San Miguel de Allende,Primavera-Verano,Maíz grano,Dolores Hidalgo,Guanajuato,Temporal,San Miguel de Allende,Tonelada,3400.0,0.52,12950.0,0.0,22895600.0,6734.0
2015,200.0,1,2,7490000,49,11,1,13,200201,San Luis de La Paz,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Riego,Doctor Mora,Tonelada,3520.59,6.75,200.0,0.0,4752796.5,1350.0
2015,1500.0,1,2,7490000,49,11,2,13,200201,San Luis de La Paz,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,Doctor Mora,Tonelada,3307.14,0.35,3000.0,1500.0,1736248.5,525.0
2015,150.0,1,2,7490000,49,11,1,33,200201,San Luis de La Paz,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Riego,San Luis de La Paz,Tonelada,3295.83,6.1,150.0,0.0,3015684.45,915.0
2015,4800.0,1,2,7490000,49,11,2,33,200201,San Luis de La Paz,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,San Luis de La Paz,Tonelada,3282.67,0.44,6000.0,1200.0,6932999.04,2112.0
2015,300.0,2,2,7490000,49,11,1,43,200201,Xichú/Victoria,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Riego,Victoria,Tonelada,4020.0,2.25,300.0,0.0,2713500.0,675.0
2015,1095.0,2,2,7490000,49,11,2,43,200201,Xichú/Victoria,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,Victoria,Tonelada,4394.97,0.15,1675.0,580.0,721873.82,164.25
2015,1400.0,2,2,7490000,49,11,2,45,200201,Xichú/Victoria,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,Xichú,Tonelada,4238.1,0.3,2000.0,600.0,1780002.0,420.0
2015,480.0,3,2,7490000,49,11,2,6,200201,Tierra Blanca/Sn Jose Iturbide,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,Atarjea,Tonelada,4280.33,0.18,582.0,102.0,369820.51,86.4
2015,500.0,3,2,7490000,49,11,1,32,200201,Tierra Blanca/Sn Jose Iturbide,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Riego,San José Iturbide,Tonelada,3414.26,6.7,500.0,0.0,11437771.0,3350.0
2015,4080.0,3,2,7490000,49,11,2,32,200201,Tierra Blanca/Sn Jose Iturbide,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,San José Iturbide,Tonelada,3791.6,0.4,5100.0,1020.0,6187891.2,1632.0
2015,300.0,3,2,7490000,49,11,2,34,200201,Tierra Blanca/Sn Jose Iturbide,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,Santa Catarina,Tonelada,4230.0,0.4,382.0,82.0,507600.0,120.0
2015,340.0,3,2,7490000,49,11,2,40,200201,Tierra Blanca/Sn Jose Iturbide,Primavera-Verano,Maíz grano,San Luis de la Paz,Guanajuato,Temporal,Tierra Blanca,Tonelada,4287.5,0.2,390.0,50.0,291550.0,68.0
2015,2200.0,1,2,7490000,50,11,1,20,200201,Leon,Primavera-Verano,Maíz grano,León,Guanajuato,Riego,León,Tonelada,3400.0,10.0,2200.0,0.0,74800000.0,22000.0
2015,5595.0,1,2,7490000,50,11,2,20,200201,Leon,Primavera-Verano,Maíz grano,León,Guanajuato,Temporal,León,Tonelada,3300.0,1.5,5595.0,0.0,27695250.0,8392.5
2015,3230.0,2,2,7490000,50,11,1,8,200201,San Francisco del Rincón,Primavera-Verano,Maíz grano,León,Guanajuato,Riego,Manuel Doblado,Tonelada,3304.03,8.53,3230.0,0.0,91005013.01,27543.6
