anio,idestado,idmunicipio,nomestado,nommunicipio,nomcicloproductivo
2016,1,11,Aguascalientes,San Francisco de Los Romo,PV
2016,4,1,Campeche,Calkiní,OI
2016,4,1,Campeche,Calkiní,PV
2016,4,8,Campeche,Tenabo,OI
2016,4,8,Campeche,Tenabo,PV
2016,5,1,Coahuila,Abasolo,PV
2016,5,6,Coahuila,Castaños,PV
2016,5,8,Coahuila,Escobedo,PV
2016,5,10,Coahuila,Frontera,PV
2016,5,11,Coahuila,General Cepeda,PV
2016,5,12,Coahuila,Guerrero,PV
2016,5,13,Coahuila,Hidalgo,PV
2016,5,16,Coahuila,Lamadrid,PV
2016,5,19,Coahuila,Morelos,PV
2016,5,20,Coahuila,Múzquiz,PV
2016,5,21,Coahuila,Nadadores,PV
2016,5,22,Coahuila,Nava,PV
2016,5,23,Coahuila,Ocampo,PV
2016,5,24,Coahuila,Parras,PV
2016,5,29,Coahuila,Sacramento,PV
2016,5,31,Coahuila,San Buenaventura,PV
2016,5,32,Coahuila,San Juan de Sabinas,PV
2016,5,36,Coahuila,Viesca,PV
2016,5,37,Coahuila,Villa Unión,PV
2016,5,38,Coahuila,Zaragoza,PV
2016,6,8,Colima,Minatitlán,OI
2016,6,8,Colima,Minatitlán,PV
2016,6,10,Colima,Villa de Álvarez,OI
2016,6,10,Colima,Villa de Álvarez,PV
2016,7,3,Chiapas,Acapetahua,OI
2016,7,6,Chiapas,Amatenango de La Frontera,PV
2016,7,7,Chiapas,Amatenango del Valle,PV
2016,7,10,Chiapas,Bejucal de Ocampo,PV
2016,7,11,Chiapas,Bella Vista,PV
2016,7,12,Chiapas,Berriozábal,PV
2016,7,18,Chiapas,Coapilla,PV
2016,7,21,Chiapas,Copainalá,OI
2016,7,21,Chiapas,Copainalá,PV
2016,7,22,Chiapas,Chalchihuitán,OI
2016,7,22,Chiapas,Chalchihuitán,PV
2016,7,23,Chiapas,Chamula,PV
2016,7,24,Chiapas,Chanal,PV
2016,7,25,Chiapas,Chapultenango,OI
2016,7,25,Chiapas,Chapultenango,PV
2016,7,26,Chiapas,Chenalhó,OI
2016,7,26,Chiapas,Chenalhó,PV
2016,7,33,Chiapas,Francisco León,OI
2016,7,33,Chiapas,Francisco León,PV
2016,7,35,Chiapas,Frontera Hidalgo,OI
2016,7,35,Chiapas,Frontera Hidalgo,PV
2016,7,36,Chiapas,La Grandeza,PV
2016,7,39,Chiapas,Huitiupán,OI
2016,7,39,Chiapas,Huitiupán,PV
2016,7,41,Chiapas,La Independencia,OI
2016,7,41,Chiapas,La Independencia,PV
2016,7,42,Chiapas,Ixhuatán,OI
2016,7,42,Chiapas,Ixhuatán,PV
2016,7,43,Chiapas,Ixtacomitán,OI
2016,7,43,Chiapas,Ixtacomitán,PV
2016,7,45,Chiapas,Ixtapangajoya,OI
2016,7,45,Chiapas,Ixtapangajoya,PV
2016,7,47,Chiapas,Jitotol,OI
2016,7,47,Chiapas,Jitotol,PV
2016,7,48,Chiapas,Juárez,OI
2016,7,48,Chiapas,Juárez,PV
2016,7,50,Chiapas,La Libertad,OI
2016,7,50,Chiapas,La Libertad,PV
2016,7,53,Chiapas,Mazapa de Madero,PV
2016,7,54,Chiapas,Mazatán,OI
2016,7,54,Chiapas,Mazatán,PV
2016,7,55,Chiapas,Metapa,OI
2016,7,55,Chiapas,Metapa,PV
2016,7,56,Chiapas,Mitontic,OI
2016,7,56,Chiapas,Mitontic,PV
2016,7,58,Chiapas,Nicolás Ruíz,PV
2016,7,66,Chiapas,Pantelhó,OI
2016,7,66,Chiapas,Pantelhó,PV
2016,7,67,Chiapas,Pantepec,OI
2016,7,67,Chiapas,Pantepec,PV
2016,7,70,Chiapas,El Porvenir,PV
2016,7,73,Chiapas,Rayón,OI
2016,7,73,Chiapas,Rayón,PV
2016,7,75,Chiapas,Las Rosas,OI
2016,7,75,Chiapas,Las Rosas,PV
2016,7,76,Chiapas,Sabanilla,OI
2016,7,76,Chiapas,Sabanilla,PV
2016,7,79,Chiapas,San Fernando,PV
2016,7,81,Chiapas,Simojovel,OI
2016,7,81,Chiapas,Simojovel,PV
2016,7,82,Chiapas,Sitalá,OI
2016,7,83,Chiapas,Socoltenango,OI
2016,7,83,Chiapas,Socoltenango,PV
2016,7,90,Chiapas,Tapalapa,OI
2016,7,90,Chiapas,Tapalapa,PV
2016,7,91,Chiapas,Tapilula,OI
2016,7,91,Chiapas,Tapilula,PV
2016,7,93,Chiapas,Tenejapa,OI
2016,7,93,Chiapas,Tenejapa,PV
2016,7,94,Chiapas,Teopisca,PV
2016,7,98,Chiapas,Totolapa,OI
2016,7,98,Chiapas,Totolapa,PV
2016,7,100,Chiapas,Tumbalá,OI
2016,7,100,Chiapas,Tumbalá,PV
2016,7,103,Chiapas,Tuzantán,OI
2016,7,103,Chiapas,Tuzantán,PV
2016,7,104,Chiapas,Tzimol,OI
2016,7,104,Chiapas,Tzimol,PV
2016,7,109,Chiapas,Yajalón,OI
2016,7,109,Chiapas,Yajalón,PV
2016,7,110,Chiapas,San Lucas,OI
2016,7,110,Chiapas,San Lucas,PV
2016,7,111,Chiapas,Zinacantán,PV
2016,7,112,Chiapas,San Juan Cancuc,OI
2016,7,112,Chiapas,San Juan Cancuc,PV
2016,7,113,Chiapas,Aldama,PV
2016,7,114,Chiapas,Benemérito de Las Américas,OI
2016,7,114,Chiapas,Benemérito de Las Américas,PV
2016,7,115,Chiapas,Maravilla Tenejapa,OI
2016,7,115,Chiapas,Maravilla Tenejapa,PV
2016,7,116,Chiapas,Marqués de Comillas,OI
2016,7,116,Chiapas,Marqués de Comillas,PV
2016,7,117,Chiapas,Montecristo de Guerrero,PV
2016,7,118,Chiapas,San Andrés Duraznal,OI
2016,7,118,Chiapas,San Andrés Duraznal,PV
2016,7,119,Chiapas,Santiago El Pinar,PV
2016,8,1,Chihuahua,Ahumada,PV
2016,8,3,Chihuahua,Allende,PV
2016,8,5,Chihuahua,Ascensión,PV
2016,8,13,Chihuahua,Casas Grandes,PV
2016,8,16,Chihuahua,La Cruz,PV
2016,8,18,Chihuahua,Cusihuiriachi,PV
2016,8,23,Chihuahua,Galeana,PV
2016,8,25,Chihuahua,Gómez Farías,PV
2016,8,30,Chihuahua,Guazapares,PV
2016,8,33,Chihuahua,Huejotitán,PV
2016,8,34,Chihuahua,Ignacio Zaragoza,PV
2016,8,44,Chihuahua,Matamoros,PV
2016,8,46,Chihuahua,Morelos,PV
2016,8,47,Chihuahua,Moris,PV
2016,8,54,Chihuahua,Riva Palacio,PV
2016,8,56,Chihuahua,Rosario,PV
2016,8,62,Chihuahua,Saucillo,PV
2016,8,64,Chihuahua,El Tule,PV
2016,8,66,Chihuahua,Uruachi,PV
2016,10,2,Durango,Canelas,OI
2016,10,2,Durango,Canelas,PV
2016,10,3,Durango,Coneto de Comonfort,PV
2016,10,6,Durango,General Simón Bolívar,PV
2016,10,14,Durango,Mezquital,PV
2016,10,16,Durango,Nombre de Dios,PV
2016,10,19,Durango,Otáez,PV
2016,10,21,Durango,Peñón Blanco,PV
2016,10,23,Durango,Pueblo Nuevo,PV
2016,10,28,Durango,San Juan del Río,PV
2016,10,29,Durango,San Luis del Cordero,PV
2016,10,37,Durango,Topia,OI
2016,10,37,Durango,Topia,PV
2016,10,38,Durango,Vicente Guerrero,PV
2016,10,39,Durango,Nuevo Ideal,PV
2016,11,9,Guanajuato,Comonfort,OI
2016,11,13,Guanajuato,Doctor Mora,PV
2016,11,16,Guanajuato,Huanímaro,OI
2016,11,16,Guanajuato,Huanímaro,PV
2016,11,21,Guanajuato,Moroleón,PV
2016,11,24,Guanajuato,Pueblo Nuevo,PV
2016,11,29,Guanajuato,San Diego de La Unión,PV
2016,11,31,Guanajuato,San Francisco del Rincón,PV
2016,11,32,Guanajuato,San José Iturbide,PV
2016,11,34,Guanajuato,Santa Catarina,PV
2016,11,35,Guanajuato,Santa Cruz de Juventino Rosas,PV
2016,11,36,Guanajuato,Santiago Maravatío,PV
2016,11,38,Guanajuato,Tarandacuao,PV
2016,11,40,Guanajuato,Tierra Blanca,PV
2016,11,41,Guanajuato,Uriangato,PV
2016,11,43,Guanajuato,Victoria,PV
2016,11,44,Guanajuato,Villagrán,PV
2016,12,4,Guerrero,Alcozauca de Guerrero,OI
2016,12,4,Guerrero,Alcozauca de Guerrero,PV
2016,12,6,Guerrero,Apaxtla,PV
2016,12,9,Guerrero,Atlamajalcingo del Monte,PV
2016,12,10,Guerrero,Atlixtac,OI
2016,12,10,Guerrero,Atlixtac,PV
2016,12,13,Guerrero,Azoyú,OI
2016,12,13,Guerrero,Azoyú,PV
2016,12,16,Guerrero,Coahuayutla de José María Izazaga,OI
2016,12,16,Guerrero,Coahuayutla de José María Izazaga,PV
2016,12,17,Guerrero,Cocula,OI
2016,12,17,Guerrero,Cocula,PV
2016,12,19,Guerrero,Copalillo,OI
2016,12,19,Guerrero,Copalillo,PV
2016,12,20,Guerrero,Copanatoyac,OI
2016,12,20,Guerrero,Copanatoyac,PV
2016,12,24,Guerrero,Cualác,PV
2016,12,25,Guerrero,Cuautepec,OI
2016,12,25,Guerrero,Cuautepec,PV
2016,12,26,Guerrero,Cuetzala del Progreso,OI
2016,12,26,Guerrero,Cuetzala del Progreso,PV
2016,12,27,Guerrero,Cutzamala de Pinzón,OI
2016,12,27,Guerrero,Cutzamala de Pinzón,PV
2016,12,30,Guerrero,Florencio Villarreal,OI
2016,12,30,Guerrero,Florencio Villarreal,PV
2016,12,31,Guerrero,General Canuto A. Neri,PV
2016,12,33,Guerrero,Huamuxtitlán,OI
2016,12,33,Guerrero,Huamuxtitlán,PV
2016,12,37,Guerrero,Ixcateopan de Cuauhtémoc,PV
2016,12,41,Guerrero,Malinaltepec,OI
2016,12,41,Guerrero,Malinaltepec,PV
2016,12,42,Guerrero,Mártir de Cuilapan,PV
2016,12,43,Guerrero,Metlatónoc,OI
2016,12,43,Guerrero,Metlatónoc,PV
2016,12,47,Guerrero,Pedro Ascencio Alquisiras,PV
2016,12,49,Guerrero,Pilcaya,OI
2016,12,49,Guerrero,Pilcaya,PV
2016,12,51,Guerrero,Quechultenango,OI
2016,12,51,Guerrero,Quechultenango,PV
2016,12,52,Guerrero,San Luis Acatlán,OI
2016,12,52,Guerrero,San Luis Acatlán,PV
2016,12,54,Guerrero,San Miguel Totolapan,OI
2016,12,54,Guerrero,San Miguel Totolapan,PV
2016,12,56,Guerrero,Tecoanapa,OI
2016,12,56,Guerrero,Tecoanapa,PV
2016,12,58,Guerrero,Teloloapan,OI
2016,12,58,Guerrero,Teloloapan,PV
2016,12,60,Guerrero,Tetipac,OI
2016,12,60,Guerrero,Tetipac,PV
2016,12,62,Guerrero,Tlacoachistlahuaca,OI
2016,12,62,Guerrero,Tlacoachistlahuaca,PV
2016,12,63,Guerrero,Tlacoapa,OI
2016,12,63,Guerrero,Tlacoapa,PV
2016,12,64,Guerrero,Tlalchapa,OI
2016,12,64,Guerrero,Tlalchapa,PV
2016,12,65,Guerrero,Tlalixtaquilla de Maldonado,OI
2016,12,65,Guerrero,Tlalixtaquilla de Maldonado,PV
2016,12,67,Guerrero,Tlapehuala,OI
2016,12,67,Guerrero,Tlapehuala,PV
2016,12,69,Guerrero,Xalpatláhuac,OI
2016,12,69,Guerrero,Xalpatláhuac,PV
2016,12,71,Guerrero,Xochistlahuaca,OI
2016,12,71,Guerrero,Xochistlahuaca,PV
2016,12,72,Guerrero,Zapotitlán Tablas,OI
2016,12,72,Guerrero,Zapotitlán Tablas,PV
2016,12,74,Guerrero,Zitlala,OI
2016,12,74,Guerrero,Zitlala,PV
2016,12,75,Guerrero,Eduardo Neri,OI
2016,12,75,Guerrero,Eduardo Neri,PV
2016,12,76,Guerrero,Acatepec,OI
2016,12,76,Guerrero,Acatepec,PV
2016,12,77,Guerrero,Marquelia,OI
2016,12,77,Guerrero,Marquelia,PV
2016,12,78,Guerrero,Cochoapa El Grande,OI
2016,12,78,Guerrero,Cochoapa El Grande,PV
2016,12,79,Guerrero,José Joaquín de Herrera,PV
2016,12,80,Guerrero,Juchitán,OI
2016,12,80,Guerrero,Juchitán,PV
2016,12,81,Guerrero,Iliatenco,PV
2016,13,1,Hidalgo,Acatlán,PV
2016,13,2,Hidalgo,Acaxochitlán,PV
2016,13,4,Hidalgo,Agua Blanca de Iturbide,PV
2016,13,5,Hidalgo,Ajacuba,PV
2016,13,7,Hidalgo,Almoloya,PV
2016,13,8,Hidalgo,Apan,PV
2016,13,9,Hidalgo,El Arenal,PV
2016,13,10,Hidalgo,Atitalaquia,PV
2016,13,12,Hidalgo,Atotonilco El Grande,PV
2016,13,14,Hidalgo,Calnali,OI
2016,13,14,Hidalgo,Calnali,PV
2016,13,15,Hidalgo,Cardonal,PV
2016,13,17,Hidalgo,Chapantongo,PV
2016,13,18,Hidalgo,Chapulhuacán,OI
2016,13,18,Hidalgo,Chapulhuacán,PV
2016,13,20,Hidalgo,Eloxochitlán,OI
2016,13,20,Hidalgo,Eloxochitlán,PV
2016,13,21,Hidalgo,Emiliano Zapata,PV
2016,13,22,Hidalgo,Epazoyucan,PV
2016,13,23,Hidalgo,Francisco I. Madero,PV
2016,13,24,Hidalgo,Huasca de Ocampo,PV
2016,13,26,Hidalgo,Huazalingo,OI
2016,13,26,Hidalgo,Huazalingo,PV
2016,13,27,Hidalgo,Huehuetla,OI
2016,13,27,Hidalgo,Huehuetla,PV
2016,13,31,Hidalgo,Jacala de Ledezma,OI
2016,13,31,Hidalgo,Jacala de Ledezma,PV
2016,13,32,Hidalgo,Jaltocán,OI
2016,13,32,Hidalgo,Jaltocán,PV
2016,13,33,Hidalgo,Juárez Hidalgo,PV
2016,13,34,Hidalgo,Lolotla,OI
2016,13,34,Hidalgo,Lolotla,PV
2016,13,35,Hidalgo,Metepec,PV
2016,13,36,Hidalgo,San Agustín Metzquititlán,OI
2016,13,36,Hidalgo,San Agustín Metzquititlán,PV
2016,13,39,Hidalgo,Mineral del Monte,PV
2016,13,40,Hidalgo,La Misión,PV
2016,13,42,Hidalgo,Molango de Escamilla,OI
2016,13,42,Hidalgo,Molango de Escamilla,PV
2016,13,43,Hidalgo,Nicolás Flores,OI
2016,13,43,Hidalgo,Nicolás Flores,PV
2016,13,44,Hidalgo,Nopala de Villagrán,PV
2016,13,45,Hidalgo,Omitlán de Juárez,PV
2016,13,47,Hidalgo,Pacula,OI
2016,13,47,Hidalgo,Pacula,PV
2016,13,49,Hidalgo,Pisaflores,PV
2016,13,50,Hidalgo,Progreso de Obregón,PV
2016,13,51,Hidalgo,Mineral de La Reforma,PV
2016,13,52,Hidalgo,San Agustín Tlaxiaca,PV
2016,13,53,Hidalgo,San Bartolo Tutotepec,OI
2016,13,53,Hidalgo,San Bartolo Tutotepec,PV
2016,13,54,Hidalgo,San Salvador,PV
2016,13,55,Hidalgo,Santiago de Anaya,PV
2016,13,56,Hidalgo,Santiago Tulantepec de Lugo Guerrero,PV
2016,13,57,Hidalgo,Singuilucan,PV
2016,13,58,Hidalgo,Tasquillo,PV
2016,13,59,Hidalgo,Tecozautla,OI
2016,13,59,Hidalgo,Tecozautla,PV
2016,13,60,Hidalgo,Tenango de Doria,OI
2016,13,60,Hidalgo,Tenango de Doria,PV
2016,13,61,Hidalgo,Tepeapulco,PV
2016,13,62,Hidalgo,Tepehuacán de Guerrero,OI
2016,13,62,Hidalgo,Tepehuacán de Guerrero,PV
2016,13,63,Hidalgo,Tepeji del Río de Ocampo,PV
2016,13,65,Hidalgo,Tetepango,PV
2016,13,66,Hidalgo,Villa de Tezontepec,PV
2016,13,67,Hidalgo,Tezontepec de Aldama,PV
2016,13,68,Hidalgo,Tianguistengo,OI
2016,13,68,Hidalgo,Tianguistengo,PV
2016,13,69,Hidalgo,Tizayuca,PV
2016,13,70,Hidalgo,Tlahuelilpan,PV
2016,13,71,Hidalgo,Tlahuiltepa,OI
2016,13,71,Hidalgo,Tlahuiltepa,PV
2016,13,72,Hidalgo,Tlanalapa,PV
2016,13,74,Hidalgo,Tlaxcoapan,PV
2016,13,75,Hidalgo,Tolcayuca,PV
2016,13,78,Hidalgo,Xochiatipan,OI
2016,13,78,Hidalgo,Xochiatipan,PV
2016,13,79,Hidalgo,Xochicoatlán,OI
2016,13,79,Hidalgo,Xochicoatlán,PV
2016,13,80,Hidalgo,Yahualica,OI
2016,13,80,Hidalgo,Yahualica,PV
2016,13,82,Hidalgo,Zapotlán de Juárez,PV
2016,13,83,Hidalgo,Zempoala,PV
2016,14,1,Jalisco,Acatic,PV
2016,14,3,Jalisco,Ahualulco de Mercado,PV
2016,14,4,Jalisco,Amacueca,PV
2016,14,7,Jalisco,San Juanito de Escobedo,PV
2016,14,8,Jalisco,Arandas,PV
2016,14,9,Jalisco,El Arenal,PV
2016,14,10,Jalisco,Atemajac de Brizuela,PV
2016,14,11,Jalisco,Atengo,PV
2016,14,12,Jalisco,Atenguillo,PV
2016,14,13,Jalisco,Atotonilco El Alto,PV
2016,14,14,Jalisco,Atoyac,OI
2016,14,14,Jalisco,Atoyac,PV
2016,14,15,Jalisco,Autlán de Navarro,PV
2016,14,20,Jalisco,Cabo Corrientes,OI
2016,14,20,Jalisco,Cabo Corrientes,PV
2016,14,21,Jalisco,Casimiro Castillo,OI
2016,14,21,Jalisco,Casimiro Castillo,PV
2016,14,24,Jalisco,Cocula,PV
2016,14,26,Jalisco,Concepción de Buenos Aires,PV
2016,14,27,Jalisco,Cuautitlán de García Barragán,OI
2016,14,27,Jalisco,Cuautitlán de García Barragán,PV
2016,14,28,Jalisco,Cuautla,PV
2016,14,29,Jalisco,Cuquío,PV
2016,14,31,Jalisco,Chimaltitán,OI
2016,14,32,Jalisco,Chiquilistlán,PV
2016,14,35,Jalisco,Encarnación de Díaz,PV
2016,14,36,Jalisco,Etzatlán,PV
2016,14,37,Jalisco,El Grullo,PV
2016,14,38,Jalisco,Guachinango,OI
2016,14,38,Jalisco,Guachinango,PV
2016,14,42,Jalisco,Huejuquilla El Alto,PV
2016,14,43,Jalisco,La Huerta,OI
2016,14,43,Jalisco,La Huerta,PV
2016,14,44,Jalisco,Ixtlahuacán de Los Membrillos,PV
2016,14,45,Jalisco,Ixtlahuacán del Río,PV
2016,14,48,Jalisco,Jesús María,PV
2016,14,50,Jalisco,Jocotepec,PV
2016,14,52,Jalisco,Juchitlán,PV
2016,14,55,Jalisco,Magdalena,PV
2016,14,56,Jalisco,Santa María del Oro,PV
2016,14,57,Jalisco,La Manzanilla de la Paz,PV
2016,14,59,Jalisco,Mazamitla,PV
2016,14,60,Jalisco,Mexticacán,PV
2016,14,62,Jalisco,Mixtlán,PV
2016,14,64,Jalisco,Ojuelos de Jalisco,PV
2016,14,68,Jalisco,Villa Purificación,OI
2016,14,68,Jalisco,Villa Purificación,PV
2016,14,69,Jalisco,Quitupan,PV
2016,14,72,Jalisco,San Diego de Alejandría,PV
2016,14,73,Jalisco,San Juan de Los Lagos,PV
2016,14,74,Jalisco,San Julián,PV
2016,14,75,Jalisco,San Marcos,PV
2016,14,77,Jalisco,San Martín Hidalgo,PV
2016,14,78,Jalisco,San Miguel El Alto,PV
2016,14,79,Jalisco,Gómez Farías,PV
2016,14,80,Jalisco,San Sebastián del Oeste,OI
2016,14,80,Jalisco,San Sebastián del Oeste,PV
2016,14,82,Jalisco,Sayula,PV
2016,14,84,Jalisco,Talpa de Allende,OI
2016,14,84,Jalisco,Talpa de Allende,PV
2016,14,85,Jalisco,Tamazula de Gordiano,OI
2016,14,85,Jalisco,Tamazula de Gordiano,PV
2016,14,86,Jalisco,Tapalpa,PV
2016,14,87,Jalisco,Tecalitlán,OI
2016,14,87,Jalisco,Tecalitlán,PV
2016,14,88,Jalisco,Tecolotlán,PV
2016,14,89,Jalisco,Techaluta de Montenegro,PV
2016,14,90,Jalisco,Tenamaxtlán,PV
2016,14,92,Jalisco,Teocuitatlán de Corona,OI
2016,14,92,Jalisco,Teocuitatlán de Corona,PV
2016,14,93,Jalisco,Tepatitlán de Morelos,PV
2016,14,94,Jalisco,Tequila,OI
2016,14,94,Jalisco,Tequila,PV
2016,14,96,Jalisco,Tizapán El Alto,PV
2016,14,97,Jalisco,Tlajomulco de Zúñiga,PV
2016,14,101,Jalisco,Tonalá,PV
2016,14,102,Jalisco,Tonaya,PV
2016,14,103,Jalisco,Tonila,PV
2016,14,104,Jalisco,Totatiche,PV
2016,14,105,Jalisco,Tototlán,PV
2016,14,106,Jalisco,Tuxcacuesco,PV
2016,14,107,Jalisco,Tuxcueca,PV
2016,14,109,Jalisco,Unión de San Antonio,PV
2016,14,113,Jalisco,San Gabriel,PV
2016,14,114,Jalisco,Villa Corona,PV
2016,14,115,Jalisco,Villa Guerrero,PV
2016,14,116,Jalisco,Villa Hidalgo,PV
2016,14,117,Jalisco,Cañadas de Obregón,PV
2016,14,119,Jalisco,Zacoalco de Torres,OI
2016,14,119,Jalisco,Zacoalco de Torres,PV
2016,14,121,Jalisco,Zapotiltic,PV
2016,14,122,Jalisco,Zapotitlán de Vadillo,OI
2016,14,122,Jalisco,Zapotitlán de Vadillo,PV
2016,14,123,Jalisco,Zapotlán del Rey,PV
2016,14,124,Jalisco,Zapotlanejo,OI
2016,14,124,Jalisco,Zapotlanejo,PV
2016,15,1,México,Acambay de Ruíz Castañeda,PV
2016,15,4,México,Almoloya de Alquisiras,OI
2016,15,4,México,Almoloya de Alquisiras,PV
2016,15,6,México,Almoloya del Río,PV
2016,15,7,México,Amanalco,PV
2016,15,8,México,Amatepec,PV
2016,15,10,México,Apaxco,PV
2016,15,12,México,Atizapán,PV
2016,15,15,México,Atlautla,PV
2016,15,16,México,Axapusco,PV
2016,15,17,México,Ayapango,PV
2016,15,18,México,Calimaya,PV
2016,15,19,México,Capulhuac,PV
2016,15,21,México,Coatepec Harinas,OI
2016,15,21,México,Coatepec Harinas,PV
2016,15,22,México,Cocotitlán,PV
2016,15,23,México,Coyotepec,PV
2016,15,24,México,Cuautitlán,PV
2016,15,26,México,Chapa de Mota,PV
2016,15,27,México,Chapultepec,PV
2016,15,28,México,Chiautla,PV
2016,15,29,México,Chicoloapan,PV
2016,15,30,México,Chiconcuac,PV
2016,15,31,México,Chimalhuacán,PV
2016,15,32,México,Donato Guerra,OI
2016,15,32,México,Donato Guerra,PV
2016,15,34,México,Ecatzingo,PV
2016,15,35,México,Huehuetoca,PV
2016,15,36,México,Hueypoxtla,PV
2016,15,38,México,Isidro Fabela,PV
2016,15,39,México,Ixtapaluca,PV
2016,15,40,México,Ixtapan de La Sal,OI
2016,15,40,México,Ixtapan de La Sal,PV
2016,15,41,México,Ixtapan del Oro,OI
2016,15,41,México,Ixtapan del Oro,PV
2016,15,43,México,Xalatlaco,PV
2016,15,44,México,Jaltenco,PV
2016,15,46,México,Jilotzingo,PV
2016,15,47,México,Jiquipilco,PV
2016,15,48,México,Jocotitlán,PV
2016,15,49,México,Joquicingo,PV
2016,15,50,México,Juchitepec,PV
2016,15,51,México,Lerma,PV
2016,15,52,México,Malinalco,OI
2016,15,52,México,Malinalco,PV
2016,15,53,México,Melchor Ocampo,PV
2016,15,54,México,Metepec,PV
2016,15,56,México,Morelos,PV
2016,15,59,México,Nextlalpan,PV
2016,15,60,México,Nicolás Romero,PV
2016,15,61,México,Nopaltepec,PV
2016,15,63,México,Ocuilan,PV
2016,15,64,México,El Oro,PV
2016,15,65,México,Otumba,PV
2016,15,66,México,Otzoloapan,PV
2016,15,67,México,Otzolotepec,PV
2016,15,68,México,Ozumba,PV
2016,15,69,México,Papalotla,PV
2016,15,70,México,La Paz,PV
2016,15,71,México,Polotitlán,PV
2016,15,72,México,Rayón,PV
2016,15,73,México,San Antonio La Isla,PV
2016,15,75,México,San Martín de Las Pirámides,PV
2016,15,76,México,San Mateo Atenco,PV
2016,15,77,México,San Simón de Guerrero,PV
2016,15,78,México,Santo Tomás,OI
2016,15,78,México,Santo Tomás,PV
2016,15,79,México,Soyaniquilpan de Juárez,PV
2016,15,80,México,Sultepec,OI
2016,15,80,México,Sultepec,PV
2016,15,82,México,Tejupilco,OI
2016,15,82,México,Tejupilco,PV
2016,15,84,México,Temascalapa,PV
2016,15,85,México,Temascalcingo,PV
2016,15,86,México,Temascaltepec,PV
2016,15,88,México,Tenancingo,PV
2016,15,89,México,Tenango del Aire,PV
2016,15,92,México,Teotihuacán,PV
2016,15,93,México,Tepetlaoxtoc,PV
2016,15,94,México,Tepetlixpa,PV
2016,15,98,México,Texcalyacac,PV
2016,15,103,México,Tlalmanalco,PV
2016,15,105,México,Tlatlaya,OI
2016,15,105,México,Tlatlaya,PV
2016,15,107,México,Tonatico,OI
2016,15,107,México,Tonatico,PV
2016,15,108,México,Tultepec,PV
2016,15,115,México,Xonacatlán,PV
2016,15,116,México,Zacazonapan,PV
2016,15,117,México,Zacualpan,OI
2016,15,117,México,Zacualpan,PV
2016,15,119,México,Zumpahuacán,OI
2016,15,119,México,Zumpahuacán,PV
2016,15,120,México,Zumpango,PV
2016,15,121,México,Cuautitlán Izcalli,PV
2016,15,122,México,Valle de Chalco Solidaridad,PV
2016,15,123,México,Luvianos,PV
2016,15,124,México,San José del Rincón,PV
2016,15,125,México,Tonanitla,PV
2016,16,1,Michoacán,Acuitzio,PV
2016,16,2,Michoacán,Aguililla,OI
2016,16,2,Michoacán,Aguililla,PV
2016,16,5,Michoacán,Angangueo,PV
2016,16,7,Michoacán,Aporo,PV
2016,16,8,Michoacán,Aquila,OI
2016,16,8,Michoacán,Aquila,PV
2016,16,9,Michoacán,Ario,OI
2016,16,9,Michoacán,Ario,PV
2016,16,12,Michoacán,Buenavista,OI
2016,16,12,Michoacán,Buenavista,PV
2016,16,13,Michoacán,Carácuaro,OI
2016,16,13,Michoacán,Carácuaro,PV
2016,16,14,Michoacán,Coahuayana,OI
2016,16,14,Michoacán,Coahuayana,PV
2016,16,15,Michoacán,Coalcomán de Vázquez Pallares,OI
2016,16,15,Michoacán,Coalcomán de Vázquez Pallares,PV
2016,16,16,Michoacán,Coeneo,PV
2016,16,18,Michoacán,Copándaro,PV
2016,16,20,Michoacán,Cuitzeo,PV
2016,16,21,Michoacán,Charapan,PV
2016,16,22,Michoacán,Charo,PV
2016,16,23,Michoacán,Chavinda,PV
2016,16,24,Michoacán,Cherán,PV
2016,16,25,Michoacán,Chilchota,PV
2016,16,26,Michoacán,Chinicuila,OI
2016,16,26,Michoacán,Chinicuila,PV
2016,16,27,Michoacán,Chucándiro,OI
2016,16,27,Michoacán,Chucándiro,PV
2016,16,28,Michoacán,Churintzio,PV
2016,16,29,Michoacán,Churumuco,OI
2016,16,29,Michoacán,Churumuco,PV
2016,16,30,Michoacán,Ecuandureo,PV
2016,16,31,Michoacán,Epitacio Huerta,PV
2016,16,32,Michoacán,Erongarícuaro,PV
2016,16,33,Michoacán,Gabriel Zamora,OI
2016,16,33,Michoacán,Gabriel Zamora,PV
2016,16,36,Michoacán,Huandacareo,OI
2016,16,36,Michoacán,Huandacareo,PV
2016,16,37,Michoacán,Huaniqueo,PV
2016,16,40,Michoacán,Indaparapeo,PV
2016,16,41,Michoacán,Irimbo,PV
2016,16,45,Michoacán,Jiquilpan,PV
2016,16,46,Michoacán,Juárez,PV
2016,16,47,Michoacán,Jungapeo,OI
2016,16,47,Michoacán,Jungapeo,PV
2016,16,48,Michoacán,Lagunillas,PV
2016,16,51,Michoacán,Marcos Castellanos,PV
2016,16,52,Michoacán,Lázaro Cárdenas,OI
2016,16,52,Michoacán,Lázaro Cárdenas,PV
2016,16,54,Michoacán,Morelos,PV
2016,16,56,Michoacán,Nahuatzen,PV
2016,16,57,Michoacán,Nocupétaro,OI
2016,16,57,Michoacán,Nocupétaro,PV
2016,16,58,Michoacán,Nuevo Parangaricutiro,PV
