anio,idestado,idmunicipio,nomestado,nommunicipio,nomcicloproductivo
2020,20,535,Oaxaca,San Vicente Lachixío,PV
2020,20,536,Oaxaca,San Vicente Nuñú,PV
2020,20,538,Oaxaca,Sitio de Xitlapehua,PV
2020,20,539,Oaxaca,Soledad Etla,OI
2020,20,539,Oaxaca,Soledad Etla,PV
2020,20,540,Oaxaca,Villa de Tamazulápam del Progreso,OI
2020,20,540,Oaxaca,Villa de Tamazulápam del Progreso,PV
2020,20,541,Oaxaca,Tanetze de Zaragoza,OI
2020,20,541,Oaxaca,Tanetze de Zaragoza,PV
2020,20,542,Oaxaca,Taniche,OI
2020,20,542,Oaxaca,Taniche,PV
2020,20,543,Oaxaca,Tataltepec de Valdés,OI
2020,20,543,Oaxaca,Tataltepec de Valdés,PV
2020,20,544,Oaxaca,Teococuilco de Marcos Pérez,PV
2020,20,545,Oaxaca,Teotitlán de Flores Magón,OI
2020,20,545,Oaxaca,Teotitlán de Flores Magón,PV
2020,20,546,Oaxaca,Teotitlán del Valle,OI
2020,20,546,Oaxaca,Teotitlán del Valle,PV
2020,20,548,Oaxaca,Tepelmeme Villa de Morelos,PV
2020,20,550,Oaxaca,San Jerónimo Tlacochahuaya,OI
2020,20,550,Oaxaca,San Jerónimo Tlacochahuaya,PV
2020,20,551,Oaxaca,Tlacolula de Matamoros,OI
2020,20,551,Oaxaca,Tlacolula de Matamoros,PV
2020,20,552,Oaxaca,Tlacotepec Plumas,PV
2020,20,553,Oaxaca,Tlalixtac de Cabrera,OI
2020,20,553,Oaxaca,Tlalixtac de Cabrera,PV
2020,20,554,Oaxaca,Totontepec Villa de Morelos,OI
2020,20,554,Oaxaca,Totontepec Villa de Morelos,PV
2020,20,555,Oaxaca,Trinidad Zaachila,OI
2020,20,555,Oaxaca,Trinidad Zaachila,PV
2020,20,556,Oaxaca,La Trinidad Vista Hermosa,PV
2020,20,557,Oaxaca,Unión Hidalgo,OI
2020,20,557,Oaxaca,Unión Hidalgo,PV
2020,20,558,Oaxaca,Valerio Trujano,OI
2020,20,558,Oaxaca,Valerio Trujano,PV
2020,20,561,Oaxaca,Yaxe,OI
2020,20,561,Oaxaca,Yaxe,PV
2020,20,562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,PV
2020,20,563,Oaxaca,Yogana,PV
2020,20,564,Oaxaca,Yutanduchi de Guerrero,OI
2020,20,564,Oaxaca,Yutanduchi de Guerrero,PV
2020,20,565,Oaxaca,Villa de Zaachila,OI
2020,20,565,Oaxaca,Villa de Zaachila,PV
2020,20,566,Oaxaca,San Mateo Yucutindoo,OI
2020,20,566,Oaxaca,San Mateo Yucutindoo,PV
2020,20,569,Oaxaca,Santa Inés de Zaragoza,OI
2020,20,569,Oaxaca,Santa Inés de Zaragoza,PV
2020,20,570,Oaxaca,Zimatlán de Álvarez,OI
2020,20,570,Oaxaca,Zimatlán de Álvarez,PV
2020,21,4,Puebla,Acatzingo,PV
2020,21,5,Puebla,Acteopan,PV
2020,21,6,Puebla,Ahuacatlán,OI
2020,21,6,Puebla,Ahuacatlán,PV
2020,21,7,Puebla,Ahuatlán,PV
2020,21,9,Puebla,Ahuehuetitla,OI
2020,21,9,Puebla,Ahuehuetitla,PV
2020,21,10,Puebla,Ajalpan,OI
2020,21,10,Puebla,Ajalpan,PV
2020,21,11,Puebla,Albino Zertuche,PV
2020,21,12,Puebla,Aljojuca,PV
2020,21,13,Puebla,Altepexi,OI
2020,21,14,Puebla,Amixtlán,OI
2020,21,14,Puebla,Amixtlán,PV
2020,21,16,Puebla,Aquixtla,PV
2020,21,17,Puebla,Atempan,PV
2020,21,18,Puebla,Atexcal,OI
2020,21,18,Puebla,Atexcal,PV
2020,21,20,Puebla,Atoyatempan,PV
2020,21,21,Puebla,Atzala,PV
2020,21,22,Puebla,Atzitzihuacán,OI
2020,21,22,Puebla,Atzitzihuacán,PV
2020,21,24,Puebla,Axutla,OI
2020,21,24,Puebla,Axutla,PV
2020,21,27,Puebla,Caltepec,OI
2020,21,27,Puebla,Caltepec,PV
2020,21,28,Puebla,Camocuautla,OI
2020,21,28,Puebla,Camocuautla,PV
2020,21,29,Puebla,Caxhuacan,OI
2020,21,29,Puebla,Caxhuacan,PV
2020,21,30,Puebla,Coatepec,OI
2020,21,30,Puebla,Coatepec,PV
2020,21,32,Puebla,Cohetzala,OI
2020,21,32,Puebla,Cohetzala,PV
2020,21,33,Puebla,Cohuecan,PV
2020,21,34,Puebla,Coronango,PV
2020,21,35,Puebla,Coxcatlán,PV
2020,21,36,Puebla,Coyomeapan,PV
2020,21,37,Puebla,Coyotepec,OI
2020,21,37,Puebla,Coyotepec,PV
2020,21,38,Puebla,Cuapiaxtla de Madero,PV
2020,21,39,Puebla,Cuautempan,PV
2020,21,40,Puebla,Cuautinchán,PV
2020,21,41,Puebla,Cuautlancingo,PV
2020,21,42,Puebla,Cuayuca de Andrade,OI
2020,21,42,Puebla,Cuayuca de Andrade,PV
2020,21,44,Puebla,Cuyoaco,PV
2020,21,46,Puebla,Chapulco,PV
2020,21,47,Puebla,Chiautla,OI
2020,21,47,Puebla,Chiautla,PV
2020,21,48,Puebla,Chiautzingo,PV
2020,21,49,Puebla,Chiconcuautla,OI
2020,21,49,Puebla,Chiconcuautla,PV
2020,21,50,Puebla,Chichiquila,PV
2020,21,52,Puebla,Chigmecatitlán,PV
2020,21,54,Puebla,Chignautla,PV
2020,21,55,Puebla,Chila,OI
2020,21,55,Puebla,Chila,PV
2020,21,56,Puebla,Chila de La Sal,PV
2020,21,57,Puebla,Honey,OI
2020,21,57,Puebla,Honey,PV
2020,21,58,Puebla,Chilchotla,OI
2020,21,58,Puebla,Chilchotla,PV
2020,21,60,Puebla,Domingo Arenas,PV
2020,21,61,Puebla,Eloxochitlán,PV
2020,21,62,Puebla,Epatlán,OI
2020,21,62,Puebla,Epatlán,PV
2020,21,63,Puebla,Esperanza,PV
2020,21,65,Puebla,General Felipe Ángeles,PV
2020,21,66,Puebla,Guadalupe,OI
2020,21,66,Puebla,Guadalupe,PV
2020,21,67,Puebla,Guadalupe Victoria,PV
2020,21,68,Puebla,Hermenegildo Galeana,OI
2020,21,68,Puebla,Hermenegildo Galeana,PV
2020,21,70,Puebla,Huatlatlauca,OI
2020,21,70,Puebla,Huatlatlauca,PV
2020,21,72,Puebla,Huehuetla,OI
2020,21,72,Puebla,Huehuetla,PV
2020,21,73,Puebla,Huehuetlán El Chico,OI
2020,21,73,Puebla,Huehuetlán El Chico,PV
2020,21,74,Puebla,Huejotzingo,PV
2020,21,75,Puebla,Hueyapan,OI
2020,21,75,Puebla,Hueyapan,PV
2020,21,76,Puebla,Hueytamalco,OI
2020,21,76,Puebla,Hueytamalco,PV
2020,21,77,Puebla,Hueytlalpan,OI
2020,21,77,Puebla,Hueytlalpan,PV
2020,21,78,Puebla,Huitzilan de Serdán,OI
2020,21,78,Puebla,Huitzilan de Serdán,PV
2020,21,79,Puebla,Huitziltepec,PV
2020,21,80,Puebla,Atlequizayan,OI
2020,21,80,Puebla,Atlequizayan,PV
2020,21,81,Puebla,Ixcamilpa de Guerrero,OI
2020,21,81,Puebla,Ixcamilpa de Guerrero,PV
2020,21,82,Puebla,Ixcaquixtla,OI
2020,21,82,Puebla,Ixcaquixtla,PV
2020,21,84,Puebla,Ixtepec,OI
2020,21,84,Puebla,Ixtepec,PV
2020,21,87,Puebla,Jolalpan,OI
2020,21,87,Puebla,Jolalpan,PV
2020,21,88,Puebla,Jonotla,OI
2020,21,88,Puebla,Jonotla,PV
2020,21,89,Puebla,Jopala,OI
2020,21,89,Puebla,Jopala,PV
2020,21,90,Puebla,Juan C. Bonilla,PV
2020,21,92,Puebla,Juan N. Méndez,OI
2020,21,92,Puebla,Juan N. Méndez,PV
2020,21,93,Puebla,Lafragua,PV
2020,21,95,Puebla,La Magdalena Tlatlauquitepec,PV
2020,21,96,Puebla,Mazapiltepec de Juárez,PV
2020,21,97,Puebla,Mixtla,PV
2020,21,99,Puebla,Cañada Morelos,PV
2020,21,100,Puebla,Naupan,OI
2020,21,100,Puebla,Naupan,PV
2020,21,101,Puebla,Nauzontla,OI
2020,21,101,Puebla,Nauzontla,PV
2020,21,102,Puebla,Nealtican,PV
2020,21,103,Puebla,Nicolás Bravo,PV
2020,21,104,Puebla,Nopalucan,PV
2020,21,105,Puebla,Ocotepec,PV
2020,21,107,Puebla,Olintla,OI
2020,21,107,Puebla,Olintla,PV
2020,21,110,Puebla,Palmar de Bravo,PV
2020,21,111,Puebla,Pantepec,OI
2020,21,111,Puebla,Pantepec,PV
2020,21,112,Puebla,Petlalcingo,OI
2020,21,112,Puebla,Petlalcingo,PV
2020,21,113,Puebla,Piaxtla,OI
2020,21,113,Puebla,Piaxtla,PV
2020,21,115,Puebla,Quecholac,PV
2020,21,116,Puebla,Quimixtlán,OI
2020,21,116,Puebla,Quimixtlán,PV
2020,21,117,Puebla,Rafael Lara Grajales,PV
2020,21,118,Puebla,Los Reyes de Juárez,PV
2020,21,119,Puebla,San Andrés Cholula,PV
2020,21,120,Puebla,San Antonio Cañada,OI
2020,21,120,Puebla,San Antonio Cañada,PV
2020,21,121,Puebla,San Diego La Mesa Tochimiltzingo,PV
2020,21,122,Puebla,San Felipe Teotlalcingo,PV
2020,21,123,Puebla,San Felipe Tepatlán,OI
2020,21,123,Puebla,San Felipe Tepatlán,PV
2020,21,124,Puebla,San Gabriel Chilac,OI
2020,21,125,Puebla,San Gregorio Atzompa,PV
2020,21,126,Puebla,San Jerónimo Tecuanipan,PV
2020,21,127,Puebla,San Jerónimo Xayacatlán,OI
2020,21,127,Puebla,San Jerónimo Xayacatlán,PV
2020,21,128,Puebla,San José Chiapa,PV
2020,21,129,Puebla,San José Miahuatlán,OI
2020,21,129,Puebla,San José Miahuatlán,PV
2020,21,130,Puebla,San Juan Atenco,PV
2020,21,131,Puebla,San Juan Atzompa,PV
2020,21,133,Puebla,San Martín Totoltepec,OI
2020,21,133,Puebla,San Martín Totoltepec,PV
2020,21,134,Puebla,San Matías Tlalancaleca,PV
2020,21,135,Puebla,San Miguel Ixitlán,PV
2020,21,136,Puebla,San Miguel Xoxtla,PV
2020,21,137,Puebla,San Nicolás Buenos Aires,PV
2020,21,138,Puebla,San Nicolás de Los Ranchos,PV
2020,21,139,Puebla,San Pablo Anicano,OI
2020,21,139,Puebla,San Pablo Anicano,PV
2020,21,141,Puebla,San Pedro Yeloixtlahuaca,OI
2020,21,141,Puebla,San Pedro Yeloixtlahuaca,PV
2020,21,142,Puebla,San Salvador El Seco,PV
2020,21,143,Puebla,San Salvador El Verde,PV
2020,21,144,Puebla,San Salvador Huixcolotla,PV
2020,21,146,Puebla,Santa Catarina Tlaltempan,PV
2020,21,147,Puebla,Santa Inés Ahuatempan,PV
2020,21,148,Puebla,Santa Isabel Cholula,OI
2020,21,148,Puebla,Santa Isabel Cholula,PV
2020,21,149,Puebla,Santiago Miahuatlán,OI
2020,21,149,Puebla,Santiago Miahuatlán,PV
2020,21,150,Puebla,Huehuetlán El Grande,OI
2020,21,150,Puebla,Huehuetlán El Grande,PV
2020,21,151,Puebla,Santo Tomás Hueyotlipan,PV
2020,21,152,Puebla,Soltepec,PV
2020,21,155,Puebla,Tecomatlán,OI
2020,21,155,Puebla,Tecomatlán,PV
2020,21,157,Puebla,Tehuitzingo,OI
2020,21,157,Puebla,Tehuitzingo,PV
2020,21,158,Puebla,Tenampulco,OI
2020,21,158,Puebla,Tenampulco,PV
2020,21,159,Puebla,Teopantlán,PV
2020,21,161,Puebla,Tepanco de López,PV
2020,21,163,Puebla,Tepatlaxco de Hidalgo,PV
2020,21,164,Puebla,Tepeaca,PV
2020,21,165,Puebla,Tepemaxalco,OI
2020,21,165,Puebla,Tepemaxalco,PV
2020,21,166,Puebla,Tepeojuma,OI
2020,21,166,Puebla,Tepeojuma,PV
2020,21,167,Puebla,Tepetzintla,OI
2020,21,167,Puebla,Tepetzintla,PV
2020,21,168,Puebla,Tepexco,OI
2020,21,168,Puebla,Tepexco,PV
2020,21,169,Puebla,Tepexi de Rodríguez,OI
2020,21,169,Puebla,Tepexi de Rodríguez,PV
2020,21,171,Puebla,Tepeyahualco de Cuauhtémoc,PV
2020,21,173,Puebla,Teteles de Avila Castillo,PV
2020,21,175,Puebla,Tianguismanalco,OI
2020,21,175,Puebla,Tianguismanalco,PV
2020,21,176,Puebla,Tilapa,OI
2020,21,176,Puebla,Tilapa,PV
2020,21,177,Puebla,Tlacotepec de Benito Juárez,PV
2020,21,178,Puebla,Tlacuilotepec,OI
2020,21,178,Puebla,Tlacuilotepec,PV
2020,21,179,Puebla,Tlachichuca,OI
2020,21,179,Puebla,Tlachichuca,PV
2020,21,181,Puebla,Tlaltenango,PV
2020,21,182,Puebla,Tlanepantla,PV
2020,21,189,Puebla,Tochtepec,PV
2020,21,190,Puebla,Totoltepec de Guerrero,OI
2020,21,190,Puebla,Totoltepec de Guerrero,PV
2020,21,191,Puebla,Tulcingo,OI
2020,21,191,Puebla,Tulcingo,PV
2020,21,192,Puebla,Tuzamapan de Galeana,OI
2020,21,192,Puebla,Tuzamapan de Galeana,PV
2020,21,196,Puebla,Xayacatlán de Bravo,OI
2020,21,196,Puebla,Xayacatlán de Bravo,PV
2020,21,199,Puebla,Xiutetelco,PV
2020,21,200,Puebla,Xochiapulco,PV
2020,21,201,Puebla,Xochiltepec,OI
2020,21,201,Puebla,Xochiltepec,PV
2020,21,202,Puebla,Xochitlán de Vicente Suárez,OI
2020,21,202,Puebla,Xochitlán de Vicente Suárez,PV
2020,21,203,Puebla,Xochitlán Todos Santos,PV
2020,21,204,Puebla,Yaonáhuac,OI
2020,21,204,Puebla,Yaonáhuac,PV
2020,21,205,Puebla,Yehualtepec,PV
2020,21,206,Puebla,Zacapala,OI
2020,21,206,Puebla,Zacapala,PV
2020,21,210,Puebla,Zapotitlán de Méndez,OI
2020,21,210,Puebla,Zapotitlán de Méndez,PV
2020,21,211,Puebla,Zaragoza,PV
2020,21,212,Puebla,Zautla,PV
2020,21,213,Puebla,Zihuateutla,OI
2020,21,213,Puebla,Zihuateutla,PV
2020,21,214,Puebla,Zinacatepec,PV
2020,21,215,Puebla,Zongozotla,OI
2020,21,215,Puebla,Zongozotla,PV
2020,21,216,Puebla,Zoquiapan,OI
2020,21,216,Puebla,Zoquiapan,PV
2020,22,2,Querétaro,Pinal de Amoles,PV
2020,22,3,Querétaro,Arroyo Seco,PV
2020,22,4,Querétaro,Cadereyta de Montes,PV
2020,22,5,Querétaro,Colón,OI
2020,22,5,Querétaro,Colón,PV
2020,22,7,Querétaro,Ezequiel Montes,PV
2020,22,10,Querétaro,Landa de Matamoros,PV
2020,22,11,Querétaro,El Marqués,PV
2020,22,12,Querétaro,Pedro Escobedo,PV
2020,22,15,Querétaro,San Joaquín,OI
2020,22,15,Querétaro,San Joaquín,PV
2020,22,17,Querétaro,Tequisquiapan,PV
2020,22,18,Querétaro,Tolimán,PV
2020,23,9,Quintana Roo,Tulum,PV
2020,23,10,Quintana Roo,Bacalar,OI
2020,23,10,Quintana Roo,Bacalar,PV
2020,24,1,San Luis Potosí,Ahualulco,PV
2020,24,2,San Luis Potosí,Alaquines,PV
2020,24,4,San Luis Potosí,Armadillo de Los Infante,PV
2020,24,5,San Luis Potosí,Cárdenas,PV
2020,24,6,San Luis Potosí,Catorce,PV
2020,24,7,San Luis Potosí,Cedral,PV
2020,24,9,San Luis Potosí,Cerro de San Pedro,PV
2020,24,10,San Luis Potosí,Ciudad del Maíz,PV
2020,24,12,San Luis Potosí,Tancanhuitz,OI
2020,24,12,San Luis Potosí,Tancanhuitz,PV
2020,24,14,San Luis Potosí,Coxcatlán,OI
2020,24,14,San Luis Potosí,Coxcatlán,PV
2020,24,15,San Luis Potosí,Charcas,PV
2020,24,17,San Luis Potosí,Guadalcázar,PV
2020,24,18,San Luis Potosí,Huehuetlán,OI
2020,24,18,San Luis Potosí,Huehuetlán,PV
2020,24,19,San Luis Potosí,Lagunillas,PV
2020,24,21,San Luis Potosí,Mexquitic de Carmona,PV
2020,24,22,San Luis Potosí,Moctezuma,PV
2020,24,23,San Luis Potosí,Rayón,PV
2020,24,25,San Luis Potosí,Salinas,PV
2020,24,26,San Luis Potosí,San Antonio,OI
2020,24,26,San Luis Potosí,San Antonio,PV
2020,24,29,San Luis Potosí,San Martín Chalchicuautla,PV
2020,24,30,San Luis Potosí,San Nicolás Tolentino,OI
2020,24,30,San Luis Potosí,San Nicolás Tolentino,PV
2020,24,31,San Luis Potosí,Santa Catarina,PV
2020,24,33,San Luis Potosí,Santo Domingo,PV
2020,24,35,San Luis Potosí,Soledad de Graciano Sánchez,PV
2020,24,36,San Luis Potosí,Tamasopo,OI
2020,24,36,San Luis Potosí,Tamasopo,PV
2020,24,38,San Luis Potosí,Tampacán,OI
2020,24,38,San Luis Potosí,Tampacán,PV
2020,24,39,San Luis Potosí,Tampamolón Corona,OI
2020,24,39,San Luis Potosí,Tampamolón Corona,PV
2020,24,42,San Luis Potosí,Tanquián de Escobedo,OI
2020,24,42,San Luis Potosí,Tanquián de Escobedo,PV
2020,24,44,San Luis Potosí,Vanegas,PV
2020,24,45,San Luis Potosí,Venado,PV
2020,24,46,San Luis Potosí,Villa de Arriaga,PV
2020,24,47,San Luis Potosí,Villa de Guadalupe,PV
2020,24,48,San Luis Potosí,Villa de La Paz,PV
2020,24,51,San Luis Potosí,Villa Hidalgo,PV
2020,24,52,San Luis Potosí,Villa Juárez,PV
2020,24,54,San Luis Potosí,Xilitla,OI
2020,24,54,San Luis Potosí,Xilitla,PV
2020,24,55,San Luis Potosí,Zaragoza,PV
2020,24,56,San Luis Potosí,Villa de Arista,PV
2020,25,2,Sinaloa,Angostura,OI
2020,25,2,Sinaloa,Angostura,PV
2020,25,4,Sinaloa,Concordia,PV
2020,25,9,Sinaloa,Escuinapa,OI
2020,25,9,Sinaloa,Escuinapa,PV
2020,25,18,Sinaloa,Navolato,OI
2020,25,18,Sinaloa,Navolato,PV
2020,26,5,Sonora,Arivechi,PV
2020,26,8,Sonora,Bacadéhuachi,PV
2020,26,27,Sonora,Fronteras,PV
2020,26,28,Sonora,Granados,PV
2020,26,34,Sonora,Huépac,PV
2020,26,38,Sonora,Moctezuma,PV
2020,26,50,Sonora,Rayón,PV
2020,26,53,Sonora,San Felipe de Jesús,PV
2020,26,60,Sonora,Sáric,PV
2020,27,5,Tabasco,Comalcalco,OI
2020,27,5,Tabasco,Comalcalco,PV
2020,27,7,Tabasco,Emiliano Zapata,OI
2020,27,7,Tabasco,Emiliano Zapata,PV
2020,27,9,Tabasco,Jalapa,OI
2020,27,9,Tabasco,Jalapa,PV
2020,27,10,Tabasco,Jalpa de Méndez,OI
2020,27,10,Tabasco,Jalpa de Méndez,PV
2020,27,11,Tabasco,Jonuta,OI
2020,27,11,Tabasco,Jonuta,PV
2020,27,13,Tabasco,Nacajuca,OI
2020,27,13,Tabasco,Nacajuca,PV
2020,28,4,Tamaulipas,Antiguo Morelos,OI
2020,28,4,Tamaulipas,Antiguo Morelos,PV
2020,28,5,Tamaulipas,Burgos,OI
2020,28,6,Tamaulipas,Bustamante,PV
2020,28,10,Tamaulipas,Cruillas,OI
2020,28,18,Tamaulipas,Jiménez,OI
2020,28,18,Tamaulipas,Jiménez,PV
2020,28,25,Tamaulipas,Miguel Alemán,OI
2020,28,26,Tamaulipas,Miquihuana,PV
2020,28,28,Tamaulipas,Nuevo Morelos,PV
2020,28,29,Tamaulipas,Ocampo,PV
2020,28,31,Tamaulipas,Palmillas,PV
2020,28,33,Tamaulipas,Río Bravo,OI
2020,28,33,Tamaulipas,Río Bravo,PV
2020,28,36,Tamaulipas,San Nicolás,PV
2020,28,39,Tamaulipas,Tula,OI
2020,28,39,Tamaulipas,Tula,PV
2020,28,42,Tamaulipas,Villagrán,OI
2020,28,42,Tamaulipas,Villagrán,PV
2020,29,1,Tlaxcala,Amaxac de Guerrero,PV
2020,29,2,Tlaxcala,Apetatitlán de Antonio Carvajal,PV
2020,29,4,Tlaxcala,Atltzayanca,PV
2020,29,5,Tlaxcala,Apizaco,PV
2020,29,9,Tlaxcala,Cuaxomulco,PV
2020,29,10,Tlaxcala,Chiautempan,PV
2020,29,11,Tlaxcala,Muñoz de Domingo Arenas,PV
2020,29,12,Tlaxcala,Españita,PV
2020,29,14,Tlaxcala,Hueyotlipan,PV
2020,29,15,Tlaxcala,Ixtacuixtla de Mariano Matamoros,PV
2020,29,16,Tlaxcala,Ixtenco,PV
2020,29,17,Tlaxcala,Mazatecochco de José María Morelos,PV
2020,29,18,Tlaxcala,Contla de Juan Cuamatzi,PV
2020,29,19,Tlaxcala,Tepetitla de Lardizábal,PV
2020,29,20,Tlaxcala,Sanctórum de Lázaro Cárdenas,PV
2020,29,21,Tlaxcala,Nanacamilpa de Mariano Arista,PV
2020,29,22,Tlaxcala,Acuamanala de Miguel Hidalgo,PV
2020,29,23,Tlaxcala,Natívitas,PV
2020,29,24,Tlaxcala,Panotla,PV
2020,29,25,Tlaxcala,San Pablo del Monte,PV
2020,29,26,Tlaxcala,Santa Cruz Tlaxcala,PV
2020,29,27,Tlaxcala,Tenancingo,PV
2020,29,28,Tlaxcala,Teolocholco,PV
2020,29,29,Tlaxcala,Tepeyanco,PV
2020,29,30,Tlaxcala,Terrenate,PV
2020,29,32,Tlaxcala,Tetlatlahuca,PV
2020,29,34,Tlaxcala,Tlaxco,PV
2020,29,35,Tlaxcala,Tocatlán,PV
2020,29,36,Tlaxcala,Totolac,PV
2020,29,38,Tlaxcala,Tzompantepec,PV
2020,29,39,Tlaxcala,Xaloztoc,PV
2020,29,40,Tlaxcala,Xaltocan,PV
2020,29,41,Tlaxcala,Papalotla de Xicohténcatl,PV
2020,29,42,Tlaxcala,Xicohtzinco,PV
2020,29,43,Tlaxcala,Yauhquemehcan,PV
2020,29,45,Tlaxcala,Benito Juárez,PV
2020,29,46,Tlaxcala,Emiliano Zapata,PV
2020,29,47,Tlaxcala,Lázaro Cárdenas,PV
2020,29,48,Tlaxcala,La Magdalena Tlaltelulco,PV
2020,29,49,Tlaxcala,San Damián Texóloc,PV
2020,29,50,Tlaxcala,San Francisco Tetlanohcan,PV
2020,29,51,Tlaxcala,San Jerónimo Zacualpan,PV
2020,29,53,Tlaxcala,San Juan Huactzinco,PV
2020,29,54,Tlaxcala,San Lorenzo Axocomanitla,PV
2020,29,55,Tlaxcala,San Lucas Tecopilco,PV
2020,29,56,Tlaxcala,Santa Ana Nopalucan,PV
2020,29,57,Tlaxcala,Santa Apolonia Teacalco,PV
2020,29,58,Tlaxcala,Santa Catarina Ayometla,PV
2020,29,59,Tlaxcala,Santa Cruz Quilehtla,PV
2020,29,60,Tlaxcala,Santa Isabel Xiloxoxtla,PV
2020,30,5,Veracruz,Acula,OI
2020,30,5,Veracruz,Acula,PV
2020,30,6,Veracruz,Acultzingo,PV
2020,30,8,Veracruz,Alpatláhuac,PV
2020,30,12,Veracruz,Amatitlán,OI
2020,30,12,Veracruz,Amatitlán,PV
2020,30,13,Veracruz,Naranjos Amatlán,OI
2020,30,13,Veracruz,Naranjos Amatlán,PV
2020,30,14,Veracruz,Amatlán de Los Reyes,OI
2020,30,14,Veracruz,Amatlán de Los Reyes,PV
2020,30,17,Veracruz,Apazapan,PV
2020,30,18,Veracruz,Aquila,PV
2020,30,19,Veracruz,Astacinga,PV
2020,30,20,Veracruz,Atlahuilco,PV
2020,30,22,Veracruz,Atzacan,OI
2020,30,22,Veracruz,Atzacan,PV
2020,30,24,Veracruz,Tlaltetela,PV
2020,30,25,Veracruz,Ayahualulco,OI
2020,30,25,Veracruz,Ayahualulco,PV
2020,30,27,Veracruz,Benito Juárez,OI
2020,30,27,Veracruz,Benito Juárez,PV
2020,30,29,Veracruz,Calcahualco,PV
2020,30,30,Veracruz,Camerino Z. Mendoza,PV
2020,30,31,Veracruz,Carrillo Puerto,OI
2020,30,33,Veracruz,Cazones de Herrera,OI
2020,30,33,Veracruz,Cazones de Herrera,PV
2020,30,34,Veracruz,Cerro Azul,OI
2020,30,34,Veracruz,Cerro Azul,PV
2020,30,35,Veracruz,Citlaltépetl,OI
2020,30,35,Veracruz,Citlaltépetl,PV
2020,30,36,Veracruz,Coacoatzintla,PV
2020,30,37,Veracruz,Coahuitlán,OI
2020,30,37,Veracruz,Coahuitlán,PV
2020,30,40,Veracruz,Coatzintla,OI
2020,30,40,Veracruz,Coatzintla,PV
2020,30,41,Veracruz,Coetzala,PV
2020,30,42,Veracruz,Colipa,OI
2020,30,42,Veracruz,Colipa,PV
2020,30,43,Veracruz,Comapa,PV
2020,30,48,Veracruz,Cosoleacaque,PV
2020,30,49,Veracruz,Cotaxtla,OI
2020,30,49,Veracruz,Cotaxtla,PV
2020,30,50,Veracruz,Coxquihui,OI
2020,30,50,Veracruz,Coxquihui,PV
2020,30,51,Veracruz,Coyutla,PV
2020,30,52,Veracruz,Cuichapa,OI
2020,30,52,Veracruz,Cuichapa,PV
2020,30,56,Veracruz,Chiconamel,OI
2020,30,56,Veracruz,Chiconamel,PV
2020,30,57,Veracruz,Chiconquiaco,OI
2020,30,57,Veracruz,Chiconquiaco,PV
2020,30,58,Veracruz,Chicontepec,OI
2020,30,58,Veracruz,Chicontepec,PV
2020,30,59,Veracruz,Chinameca,OI
2020,30,59,Veracruz,Chinameca,PV
2020,30,60,Veracruz,Chinampa de Gorostiza,OI
2020,30,60,Veracruz,Chinampa de Gorostiza,PV
2020,30,62,Veracruz,Chocamán,OI
2020,30,62,Veracruz,Chocamán,PV
2020,30,63,Veracruz,Chontla,OI
2020,30,63,Veracruz,Chontla,PV
2020,30,64,Veracruz,Chumatlán,OI
2020,30,64,Veracruz,Chumatlán,PV
2020,30,66,Veracruz,Espinal,OI
2020,30,66,Veracruz,Espinal,PV
2020,30,67,Veracruz,Filomeno Mata,OI
2020,30,67,Veracruz,Filomeno Mata,PV
2020,30,69,Veracruz,Gutiérrez Zamora,OI
2020,30,69,Veracruz,Gutiérrez Zamora,PV
2020,30,70,Veracruz,Hidalgotitlán,OI
2020,30,70,Veracruz,Hidalgotitlán,PV
2020,30,74,Veracruz,Huiloapan de Cuauhtémoc,PV
2020,30,75,Veracruz,Ignacio de La Llave,OI
2020,30,75,Veracruz,Ignacio de La Llave,PV
2020,30,76,Veracruz,Ilamatlán,OI
2020,30,76,Veracruz,Ilamatlán,PV
2020,30,78,Veracruz,Ixcatepec,OI
2020,30,78,Veracruz,Ixcatepec,PV
2020,30,79,Veracruz,Ixhuacán de Los Reyes,OI
2020,30,79,Veracruz,Ixhuacán de Los Reyes,PV
2020,30,80,Veracruz,Ixhuatlán del Café,PV
2020,30,81,Veracruz,Ixhuatlancillo,PV
2020,30,82,Veracruz,Ixhuatlán del Sureste,OI
2020,30,82,Veracruz,Ixhuatlán del Sureste,PV
2020,30,84,Veracruz,Ixmatlahuacan,OI
2020,30,84,Veracruz,Ixmatlahuacan,PV
2020,30,85,Veracruz,Ixtaczoquitlán,PV
2020,30,88,Veracruz,Jalcomulco,PV
2020,30,89,Veracruz,Jáltipan,OI
2020,30,89,Veracruz,Jáltipan,PV
2020,30,92,Veracruz,Xico,PV
2020,30,94,Veracruz,Juan Rodríguez Clara,OI
2020,30,94,Veracruz,Juan Rodríguez Clara,PV
2020,30,95,Veracruz,Juchique de Ferrer,OI
2020,30,95,Veracruz,Juchique de Ferrer,PV
2020,30,96,Veracruz,Landero Y Coss,PV
2020,30,98,Veracruz,Magdalena,PV
2020,30,99,Veracruz,Maltrata,PV
2020,30,103,Veracruz,Mecatlán,OI
2020,30,103,Veracruz,Mecatlán,PV
2020,30,106,Veracruz,Miahuatlán,PV
2020,30,107,Veracruz,Las Minas,OI
