LON,LAT,EDO,CLAVE,ESTACION,ago-24
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",124.31
-102.585833,22.177222,AGS,ALMAG,"Alamitos, Ags.",95
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",86
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",181.22
-102.197222,22.007222,AGS,CHOAG,"Cañada Honda, Ags.",60.44
-102.711667,21.836667,AGS,CLVAG,"Calvillo, Ags.",88.3
-101.9925,21.897778,AGS,CNSAG,"Los Conos, Ags.",81.59
-102.296944,22.362778,AGS,CSOAG,"Cosío, Ags.",28.94
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",77.72
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",150.42
-102.371667,21.780556,AGS,NGRAG,"El Niágara, Ags.",71.5
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",62.6
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",140.42
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",44.4
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",71
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",28.4
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",36
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",15.55
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",64.61
-102.608611,22.269722,AGS,SIERRAFRIA,"Sierra Fría, Ags. SMN*",37.4
-102.109167,21.885,AGS,SNVAG,"Sandovales, Ags.",91.5
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",98
-102.0675,22.097778,AGS,VJZAG,"Villa Juárez, Ags.",35.5
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",14.2
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",0
-114.719167,29.727222,BC,CATAVINA,"Cataviña, B.C. SMN*",4.32
-115.921667,32.042222,BC,CONST1857,"Constitución de 1857, B.C. SMN*",11.8
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",0.01
-116.821111,32.472222,BC,EFLBN,"El Florido, B.C.",0.01
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",0.4
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",15.6
-117.248056,32.415556,BC,ISLACORONADOmar,"Isla Coronado, B.C. SEMAR*",0
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",0.03
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",0.03
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",0
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa, B.C. SMN*",14.19
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",1.6
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",3.2
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0.02
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",2.01
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",21.01
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",33.3
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",8.8
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",95.51
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0.01
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",17.01
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",34
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",100.8
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",8.9
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",22.22
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",36
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",220.82
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",55.25
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",273.9
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",193.71
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",316.04
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",441.61
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",240.13
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",374.42
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",283.41
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",90
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",207.91
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",186.6
-92.098056,18.254722,CAMP,PALIZADACA,"Palizada, Camp. SMN*",74.6
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",148
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",292
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",197.61
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",74.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",67.01
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",67.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",141.61
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",97
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",155
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",141.01
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",42.62
