LON,LAT,EDO,CLAVE,ESTACION,ago-13
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",229.6
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",204.2
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",217.9
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",274.6
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",97.73
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",155.42
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",535.58
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",238.02
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",104.9
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",402.1
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",60.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",251.02
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",137.43
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",210.69
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",131.46
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",442.9
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",558
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",464.5
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",488
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",583.8
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",487.91
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",203.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",526.7
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",103.7
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",665.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",382.3
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",210.4
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",236.6
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",49.8
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",66.92
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",314.4
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",312.35
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",212.7
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",567.01
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",77.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",271.6
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",314.5
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",211.92
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",341.61
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",356.72
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",218.43
-92.4,14.7,CHIS,PTOCHIAPASmar,"Puerto Chiapas, Chis. SEMAR*",122.73
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",498
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",416.1
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",387.82
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",653.3
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",9.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",776.2
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",154.3
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",189.9
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",196.25
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",171.81
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",293.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",451.72
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",421.01
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",139.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",185.61
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",134.9
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",606.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",363.01
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",397.5
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",217.8
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",114.07
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",100.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",134.62
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",228.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",178.11
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",229.81
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",645.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",104.2
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",4
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",25.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",6.3
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",7.9
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",0
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",1.2
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",13
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",35.9
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",14.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",8
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",45
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",1
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",26.8
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",24.6
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",1.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",14
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",56.4
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",37.6
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",9
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",6.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",3.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",1.9
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",27
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",21.4
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",9.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",4.53
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",242.52
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",378.91
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",59.22
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",162.73
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",238.96
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",132.33
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",205
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",107.21
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",84.19
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",126.34
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",284
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",323.12
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",221.92
-104.1,18.936111,COL,RDRCM,"Radar, Col.",207.02
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",228.3
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",158.52
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",229.57
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",189.09
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",108.62
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",186
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",125.1
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",142.3
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",138.4
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",237
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",158.01
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",131.62
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",173.2
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",117.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",77.89
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",95.38
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",88.5
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",144.21
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",193.81
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",140.44
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",135.02
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",197
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",48.1
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",264.24
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",128.8
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",87.03
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",152.5
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",199.65
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",326.73
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",129.2
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",97.58
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",238.34
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",120.7
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",155.7
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",87.2
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",116.54
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",92.3
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",135
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",107.8
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",124.2
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",146.8
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",112.35
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",106.9
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",167.7
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",189.79
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",126.8
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",124.7
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",151.61
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",196.21
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",194.49
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",198
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",140.8
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",154.1
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",156.29
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",100.46
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",126.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",192.27
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",98
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",145.29
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",104.1
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",159.09
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",147.51
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",149.79
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",168.4
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",249
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",62.2
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",248.54
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",117.1
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",84.51
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",173.79
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",125.8
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",176.23
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",129.98
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",169.51
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",87.1
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",119.9
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",104.9
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",24.9
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",99.7
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",76
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",103.8
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",47.9
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",32.5
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",120
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",144
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",109.9
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",6.8
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",62.1
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",75.44
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",12.6
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",2
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",5
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",82.8
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",140.9
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",93
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",75
