LON,LAT,EDO,CLAVE,ESTACION,ago-18
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",0
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",9
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",3.3
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",7.2
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",111.01
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",1.51
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",33.5
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",16.04
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0.51
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",38
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",31.41
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",119.82
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",4
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",29.01
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",117.01
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",19.31
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",166
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",36.5
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",9.42
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",134
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",0
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",465.4
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",252.22
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",394.53
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",360.5
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",207.05
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",295.32
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",308.3
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",430.2
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",147.1
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",280.8
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",219.01
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",445.2
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",83.7
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",145.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",173.51
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",159
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",104.5
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",313.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",68.71
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",192.82
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",146
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",183.2
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",131.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",136.3
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",133.23
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",101.04
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",9.64
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",11.1
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",234.13
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",12
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",152.52
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",130.61
-105.382222,27.576389,CHIH,Colina,"Colina, Chih. SGT*",141.75
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",129.21
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",105.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",148.8
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",184.51
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",156.23
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",170
-108.427222,30.838889,CHIH,Janos,"Janos, Chih. SMN*",38
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",9.26
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",99.05
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",107.03
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",46.58
-106.486111,28.803333,CHIH,Majalca,"Cumbres de Majalca, Chih. SMN*",214
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",44.75
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",62.51
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",49.06
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",23
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",117.46
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",127.21
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",114.9
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",152.93
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",131.5
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",98.2
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",156.49
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",121.03
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",244.32
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",58.11
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",92.51
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",209
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",105.8
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",97.4
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",124.4
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",240.31
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",517.2
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",170.3
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",159.8
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",146.81
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",552.23
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",118.41
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",127
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",77.7
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",133.3
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",198.4
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",391.9
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",200
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",137.23
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",224.5
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",72.4
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",16
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",17.41
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",85.25
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",155.3
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",465.5
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",382.5
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",294.4
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",610.22
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",405.2
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",111.4
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",290.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",569.51
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",353.2
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",182.2
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",561.74
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",180.7
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",188.91
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",577.95
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",633.72
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",538.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",448.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",558.8
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",251.1
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",439.67
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",132.3
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",132.3
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",145.7
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",118.5
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",574.73
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",34.1
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",367.8
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",241.5
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",242
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",13.8
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",91.6
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",120.7
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",80.81
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",243.8
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",253.29
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",87.8
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",125
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",112.2
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",106.1
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",443.2
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",279.5
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",506.9
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",138.5
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",240.9
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",225.11
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",100.6
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",92.5
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",142.73
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",202.32
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",0
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",251
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",104.4
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",251.2
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",199.41
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",539.5
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",244.71
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",306.3
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",178.6
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",349.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",292.3
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",276.56
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",94.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",497.6
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",148.55
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",84.8
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",149.63
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",132.7
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",143.6
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",267.91
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",267.8
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",402.6
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",84.4
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",174
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",29.9
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",7
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",76.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",4.3
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",57
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",75.3
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",89
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",42
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",80
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",9.63
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",25.1
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",4.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",22.22
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",4.4
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",77.6
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",2.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",3.1
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",8
-100.556944,28.667778,COAH,RioEscondidoC,"Río Escondido Villa de Fuentes, Coah. CILA*",1.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",112.5
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",68.02
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",34.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",28
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",64
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",45.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",37.83
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",6.71
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",30.5
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",14.6
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",97.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",291.53
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",232.92
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",138.32
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",119.63
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",140.32
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",149.53
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",140.8
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",126.24
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",122.2
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",109.85
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",34.56
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",223.61
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",171.04
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",185.9
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",102
-104.1,18.936111,COL,RDRCM,"Radar, Col.",98.51
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",209.1
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",160.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",187.15
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",212.08
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",148.27
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",300.23
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",215.92
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",186.44
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",135.35
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",262.38
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",129.78
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",155.93
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",327.29
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",240.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",264.39
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",177.28
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",113
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",132.58
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",346.45
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",282.43
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",342.8
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",435.09
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",375.92
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",181.3
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",409.38
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",212.59
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",413.76
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",431.54
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",221.73
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",5.57
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",194.3
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",223.29
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",104.68
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",144.79
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",148.07
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",296.92
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",159.77
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",256.02
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",180.58
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",211.09
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",168.64
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",224.27
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",179.05
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",259.06
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",149.11
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",196.06
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",188.48
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",181.85
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",121.15
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",195.84
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",306.84
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",206.23
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",356.41
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",239.01
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",152.67
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",340.09
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",308.85
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",131.59
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",178.4
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",169.94
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",130.33
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",399.03
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",354.59
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",114.05
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",279.67
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",231.63
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",149.6
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",303.04
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",404.21
