LON,LAT,EDO,CLAVE,ESTACION,jun-18
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",175.61
-102.585833,22.177222,AGS,ALMAG,"Alamitos, Ags.",258.8
-102.464167,22.188611,AGS,ANVAG,"Cincuenta Aniversario, Ags.",191.82
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",299.1
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",201.5
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",250
-102.197222,22.007222,AGS,CHOAG,"Cañada Honda, Ags.",234
-102.711667,21.836667,AGS,CLVAG,"Calvillo, Ags.",122.21
-101.9925,21.897778,AGS,CNSAG,"Los Conos, Ags.",299.2
-102.296944,22.362778,AGS,CSOAG,"Cosío, Ags.",208
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",204
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",208.51
-102.371667,21.780556,AGS,NGRAG,"El Niágara, Ags.",260
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",225.5
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",248.2
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",208.4
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",313
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",189.5
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",225.5
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",334.7
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",279.8
-102.109167,21.885,AGS,SNVAG,"Sandovales, Ags.",140
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",251
-102.318611,21.915556,AGS,UNIVERSIDAD,"Universidad, Ags. INIFAP*",17
-102.0675,22.097778,AGS,VJZAG,"Villa Juárez, Ags.",233.21
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",0
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",0
-116.584444,32.243611,BC,CSRBN,"Carmen Serdán, B.C.",0
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",0
-116.168333,31.104167,BC,ENSBN,"Observatorio de Ensenada, B.C.",0
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",0
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",0.26
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",0
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",0
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",0
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",60.4
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",76.7
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0.01
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",38.7
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",7.41
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",42.9
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",1.11
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",42.2
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",74
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",36
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",23.2
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",133.2
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",145.2
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",123.4
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",82.13
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",24.6
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",159
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",8.8
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",140.81
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",124.3
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",141.52
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",246
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",215.4
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",406.91
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",139.2
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",251
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",196
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",90.6
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",157
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",248.7
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",141.9
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",58.4
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",64
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",38.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",11
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",162.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",64.81
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",81.61
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",10
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",13.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",24.3
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",24.5
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",20.13
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",14.03
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",1.78
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",23.8
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",104.03
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",14
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",63.01
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",78.51
-105.382222,27.576389,CHIH,Colina,"Colina, Chih. SGT*",3.5
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",15.42
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",26.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",45.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",80.04
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",33.54
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",122.5
-108.427222,30.838889,CHIH,Janos,"Janos, Chih. SMN*",18.8
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",7.5
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",41.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",12.23
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",32.04
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",81.02
-106.486111,28.803333,CHIH,Majalca,"Cumbres de Majalca, Chih. SMN*",2.8
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",30.5
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",33
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",46.08
-104.74,29.5,CHIH,Peguis,"Pegüis, Chih. SGT*",35.75
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",12.25
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",43.37
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",16.22
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",58.4
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",124.7
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",23.9
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",39.2
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",41.64
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",23.52
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",125.1
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",46.08
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",49.54
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",153.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",139.01
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",0
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",161.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",358
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",418.91
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",43.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",72.2
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",283.4
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",382.64
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",161.82
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",232.2
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",135.5
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",106
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",222
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",193.2
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",174.9
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",314.9
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",48.6
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",117.22
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",0
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",72.1
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",233.8
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",133
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",382.61
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",203.1
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",223
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",268.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",207.02
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",315.6
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",227.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",535.82
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",239.8
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",249.21
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",389.04
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",342.52
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",516.9
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",240.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",228.3
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",80.93
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",166.1
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",148.3
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",174.94
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",112.6
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",35.9
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",98.12
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",98.9
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",214.03
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",140.6
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",5.9
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",105.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",179.1
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",181.8
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",132.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",181.51
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",73
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",205.72
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",270
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",266.7
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",192
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",162.8
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",64.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",418.31
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",122.2
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",238.11
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",77.9
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",149.7
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",420.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",145.3
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",163.7
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",198.1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",167.03
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",283.7
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",232.2
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",177.2
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",144.1
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",147.93
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",380.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",225
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",209.3
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",115.7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",124.9
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",682
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",359.91
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",159.81
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",171.2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",230.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",176.04
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",235.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",200.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",43.5
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",164.7
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",359.4
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",349.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",86.11
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",242
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",140.5
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",3
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",52.3
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",33
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",78.11
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",6
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",42
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",11.94
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",62.21
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",3.6
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",71.1
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",34.7
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",6.4
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",0
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",0
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",4
-100.556944,28.667778,COAH,RioEscondidoC,"Río Escondido Villa de Fuentes, Coah. CILA*",0
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",66
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",240.3
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",177.4
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",0.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",1.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",32.8
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",16.05
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",91.03
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",18.3
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",14.4
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.02
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",138
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",393.61
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",233.72
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",344.22
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",97.34
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",140.22
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",97.2
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",165.33
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",326.6
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",155.93
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",45.45
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",111.7
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",310.04
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",135.7
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",144.2
-104.1,18.936111,COL,RDRCM,"Radar, Col.",157.92
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",258.9
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",232.02
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",168.54
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",95.99
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",175.44
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",175.98
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",160.78
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",86.11
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",233.51
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",173.99
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",252.47
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",207.77
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",142.21
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",86
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",113.29
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",171.95
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",56
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",160.02
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",272.03
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",132.58
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",129.4
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",92.97
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",195.74
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",172.3
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",201.93
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",119.12
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",205.25
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",217.17
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",247.93
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",42.16
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",137.93
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",120.14
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",52.33
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",100.85
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",204.75
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",111
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",176.27
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",215.13
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",148.33
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",136.64
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",86.35
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",206.76
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",100.84
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",251.7
