LON,LAT,EDO,CLAVE,ESTACION,ago-17
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",118.6
-102.585833,22.177222,AGS,ALMAG,"Alamitos, Ags.",160.3
-102.464167,22.188611,AGS,ANVAG,"Cincuenta Aniversario, Ags.",127.6
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",169.8
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",203.81
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",222.5
-102.197222,22.007222,AGS,CHOAG,"Cañada Honda, Ags.",132.6
-102.711667,21.836667,AGS,CLVAG,"Calvillo, Ags.",224.6
-101.9925,21.897778,AGS,CNSAG,"Los Conos, Ags.",135.5
-102.296944,22.362778,AGS,CSOAG,"Cosío, Ags.",150.3
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",143
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",215.12
-102.371667,21.780556,AGS,NGRAG,"El Niágara, Ags.",143.7
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",124
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",123.1
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",118.4
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",101.5
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",130.7
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",132
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",119.6
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",166.7
-102.608611,22.269722,AGS,SIERRAFRIA,"Sierra Fría, Ags. SMN*",178.8
-102.109167,21.885,AGS,SNVAG,"Sandovales, Ags.",54.5
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",80
-102.318611,21.915556,AGS,UNIVERSIDAD,"Universidad, Ags. INIFAP*",88.4
-102.0675,22.097778,AGS,VJZAG,"Villa Juárez, Ags.",153
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",0.01
-114.719167,29.727222,BC,CATAVINA,"Cataviña, B.C. SMN*",0
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",0
-116.821111,32.472222,BC,EFLBN,"El Florido, B.C.",1.3
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",0
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",0
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",24.1
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",25.81
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",4.5
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",7.2
