LON,LAT,EDO,CLAVE,ESTACION,sep-18
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",87.91
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",156.82
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",157
-108.427222,30.838889,CHIH,Janos,"Janos, Chih. SMN*",13.4
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",58.58
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",91
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",56.02
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",36.81
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",116.07
-106.486111,28.803333,CHIH,Majalca,"Cumbres de Majalca, Chih. SMN*",161
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",68.5
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",95.1
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",144.62
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",17.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",174.44
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",88
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",91.88
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",323.2
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",117.7
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",75.6
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",97.89
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",49.52
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",393.91
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",148.14
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",99.51
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",124
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",279.4
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",199
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",209.33
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",303.73
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",108.3
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",264.4
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",355.3
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",593.32
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",73.6
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",209.8
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",123.2
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",250.8
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",228.8
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",546.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",370
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",170.41
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",284.9
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",68.4
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",95.8
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",95.34
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",106.15
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",237.8
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",283.2
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",113.3
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",425.4
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",477.74
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",251.3
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",95
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",276.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",365.51
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",312.2
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",227
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",378.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",662.42
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",261.3
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",141.21
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",475.32
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",415.24
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",395.9
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",546.6
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",701.5
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",297
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",451.11
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",341.51
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",115.5
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",111.4
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",356.7
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",150.4
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",474
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",263.7
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",159.7
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",279
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",329
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",293.5
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",189.8
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",190.7
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",90.85
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",347.4
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",234.32
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",208.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",181.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",176.4
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",151.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",423.63
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",405.9
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",360.4
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",528.4
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",136.2
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",353.61
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",175.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",203.4
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",191.22
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",302.83
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",86.8
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",322.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",156.6
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",495.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",301.54
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",268.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",205.4
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",224.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",183.8
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",658.7
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",269
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",257
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",136.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",180.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",243.75
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",124.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",275.32
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",84.8
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",299.1
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",378
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",287.6
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",260.28
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",123.6
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",39.8
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",291.4
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",172.11
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",37.11
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",202
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",140.51
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",236.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",175.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",307.5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",197.82
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",142.3
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",28.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",163.02
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",197
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",226.6
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",211.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",281.3
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",132.01
-100.556944,28.667778,COAH,RioEscondidoC,"Río Escondido Villa de Fuentes, Coah. CILA*",242.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",137
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",284.21
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",457.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",304.03
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",237.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",206
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",188.45
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",181.1
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",305.32
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",215
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",155.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",273.52
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",118.4
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",373.04
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",193.43
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",158.59
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",330.93
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",151.6
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",246.55
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",199.9
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",143.56
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",38.34
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",132.3
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",62.53
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",260.51
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",186.4
-104.1,18.936111,COL,RDRCM,"Radar, Col.",197.5
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",135.1
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",91.52
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",191.62
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",217.42
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",66.31
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",212.37
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",111.01
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",126.73
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",110.85
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",201.92
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",108.48
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",111.52
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",188.5
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",193.1
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",140.97
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",101.35
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",59
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",87.37
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",251.18
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",163.83
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",249.4
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",173.7
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",270.79
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",125.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",165.63
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",100.57
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",247.14
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",301.24
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",214.62
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",10.67
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",172.7
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",102.61
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",31.49
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",164.09
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",112.76
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",126.24
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",112
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",138.69
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",144.26
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",108.2
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",127.55
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",142.25
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",132.08
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",176.77
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",94.49
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",81.79
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",42.41
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",120.9
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",74.42
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",125.7
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",107.96
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",173.49
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",210.57
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",160.79
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",71.61
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",191.24
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",97.3
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",69.34
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",131.4
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",64
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",107.43
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",150.63
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",199.39
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",94.74
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",153.44
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",126.99
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",140.95
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",207.04
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",148.09
