LON,LAT,EDO,CLAVE,ESTACION,jun-16
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",384.4
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",227.1
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",301.52
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",526.8
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",186.8
-92.136111,15.04,CHIS,SNJERONIMO,"San Jerónimo, Chis. SGT*",652
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",200
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",283.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",91.1
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",319.7
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",428.7
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",305.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",233.11
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",431.5
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",100.9
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",254.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",162.53
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",109.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",144.46
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",120.2
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",172.1
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",211.65
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",224.61
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",323.1
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",443.2
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",129.61
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",216.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",6
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",74.01
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",26
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",7.3
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",49.3
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",72
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",34
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",3
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",27.6
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",30
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",54.4
