LON,LAT,EDO,CLAVE,ESTACION,jul-15
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",8.81
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. Rodríguez 2, B.C. SMN*",2
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",2.6
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",10.2
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0.5
-114.3,27.1425,BCS,ASUBS,"Bahía Asunción, B.C.S.",63.3
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",41.25
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",0.8
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",4.5
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",33.52
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",8.7
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",41
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",41.2
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",49
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",14.51
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",19.62
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",111.51
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",2
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",1
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",75
-112.111111,24.791667,BCS,SCRBS,"Puerto San Carlos, B.C.S.",63.3
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",45.01
-112.332778,26.629167,BCS,SMTBS,"San Martín, B.C.S.",63.3
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",62.1
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-109.986111,23.172222,BCS,SVSBS,"San Vicente de la Sierra, B.C.S.",63.3
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",25.02
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",59
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",16.6
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",45.5
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",100.6
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",97
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",83
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",144.72
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",60.6
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",77.2
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",48.5
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",67.8
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",152.9
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",85
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",102.02
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",20.93
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",75.7
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",133.5
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",213
-107.395556,28.525833,CHIH,BASUCHIL,"Basuchil, Chih. INIFAP*",99.6
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",69.75
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",220.4
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",122.4
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",272.5
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",75
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",179
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",98.8
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",72.7
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",130.29
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",127.6
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",51.71
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",9.15
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",59.8
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",60.9
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",195.76
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",73.41
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",180.01
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",71.75
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",150.01
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",182
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",94.1
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",127.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",59
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",221.02
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",227.6
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",54.6
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",128.32
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",105.06
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",58.51
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",34.52
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",104.91
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",123.2
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",54
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",59.02
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",24.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",107.33
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",99.1
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",188.1
-107.491667,29.035556,CHIH,SOTOMAINEZ,"Soto Mainez, Chih. INIFAP*",41.2
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",205.93
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",95.6
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",40.4
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",163.28
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",80.06
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",228.6
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",59.02
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",62.6
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",79.02
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",341
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",58.2
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",89
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",97.12
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",101.6
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",31.75
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",119.5
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",177.65
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",86.92
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",91.81
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",66
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",132.7
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",38
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",71.87
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",57.56
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",67.37
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",206.4
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",322.01
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",149.6
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",75.6
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",106
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",344.52
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",172
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",124.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",393.12
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",0.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",207.7
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",71.9
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",79
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",230.52
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",347.24
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",139.7
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",75.8
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",173.32
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",245.32
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",30.3
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",34.02
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",206
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",12.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",39.81
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",41.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",324.66
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",117.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",47.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",34.71
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",104.2
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",252.78
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",79.4
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",168
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",117.12
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",140.43
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",83.6
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",109.2
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",53.9
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",81.5
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",125.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",192.41
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",165.83
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",139.91
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",91.9
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",90.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",89.3
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",100.71
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",179.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",96
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",41.1
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",195.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",118.2
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",95.41
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",91.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",151.7
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",80.1
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",66.73
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",118.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",114.42
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",311.2
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",82.51
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",4
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",19.5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0.8
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",0
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",20
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",1
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",21.72
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",19.5
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",99.21
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",19.5
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",70.4
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",16.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",19.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",5.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",142
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",29.6
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",3.6
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",70.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",29
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",68.1
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",33.1
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",44
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",70
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",53.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",5.5
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",286.5
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",145.5
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",95.1
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",136.8
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",151.1
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",112.5
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",145.2
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",159.9
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",162.3
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",71.2
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",67.5
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",184.1
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",8
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",94.3
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",165.6
-104.1,18.936111,COL,RDRCM,"Radar, Col.",166.8
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",160.5
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",205
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",221.5
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",161.9
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",71.21
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",119.1
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",88.9
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",93.7
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",117.71
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",148.5
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",316
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",73.4
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",139
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",138.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",63.1
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",103.4
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",57
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",65.8
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",195.99
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",129
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",43.4
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",169.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",213.9
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",19
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",124
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",159.6
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",92.8
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0.5
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",224.7
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",71.1
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",6.6
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",165.4
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",116.1
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",130.5
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",105.9
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",66
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",25.4
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",90.6
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",76.5
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",136.7
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",106.2
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",90.4
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",134.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",70
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",247.8
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",104.5
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",65.7
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",39.3
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",137.1
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",126.5
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",121.9
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",6.9
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",122
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",207
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",123.5
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",57.8
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",188.8
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",65.4
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",89.1
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",128.6
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",64
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",84.9
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",239.6
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",81.2
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",56.89
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",150
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",139
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",116.6
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",101.1
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",97.6
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",167.9
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",81.9
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",23.4
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",66.4
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",250
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",109.9
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",44.1
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",129.3
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",50
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",124.6
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",95.3
