LON,LAT,EDO,CLAVE,ESTACION,ago-16
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",217.03
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",346.68
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",69.68
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",121.06
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",127.02
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",277.22
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",116.2
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",411.27
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",180.43
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",376.2
-107.491667,29.035556,CHIH,SOTOMAINEZ,"Soto Mainez, Chih. INIFAP*",57
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",182.7
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",292.4
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",148.04
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",99.57
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",198.04
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",287.23
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",201.02
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",333
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",148.4
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",237.9
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",238.4
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",179.23
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",324.61
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",275.1
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",363.4
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",155
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",166.6
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",5.75
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",186.7
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",601.94
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",165.22
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",232.2
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",192.1
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",167.5
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",275.4
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",460.9
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",165.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",407.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",211.3
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",418.8
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",175.3
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",202.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",206.13
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",142.33
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",153.14
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",276.3
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",239.8
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",142.8
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",311.8
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",457.23
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",241.6
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",287.4
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",114.4
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",263.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",470.5
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",167.3
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",263.8
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",101.6
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",371.8
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",586.51
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",264.7
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",379.7
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",253.3
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",314.3
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",747.92
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",221
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",722.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",408.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",418.5
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",354.1
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",258.4
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",256.51
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",308.31
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",292.4
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",240.9
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",230.2
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",304.1
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",378.8
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",327.7
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",747.02
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",165.5
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",3.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",240.4
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",204.8
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",174.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",465.6
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",248.2
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",146.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",247.5
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",272.02
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",277.7
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",494.5
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",207.6
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",200.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",148.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",320.35
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",610.7
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",145.72
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",160.2
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",303.4
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",218.6
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",309.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",367.7
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",244.1
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",181.01
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",215.05
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",198.22
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",203
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",206
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",237.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",221
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",423.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",364.11
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",492.5
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",277.5
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",214.9
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",229.2
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",137.1
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",279.9
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",511.2
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",307.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",205.92
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",450.5
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",115.6
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",244.5
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",144.71
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",180.7
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",258.7
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",277.9
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",178.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",210.52
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",113.01
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",182.7
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",281.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",369.33
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",157.4
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",248.1
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",179
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",276
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",39
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",36.4
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",325.35
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",115
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",276
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",127.4
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",94.5
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",148
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",217.4
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",60.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",84.5
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",110.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",80.5
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",171.3
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",123
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",98
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",148.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",128.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",122.67
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",122.7
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",169.52
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",115.6
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",190.02
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",260
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",138.4
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",205.8
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",235
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",225
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",233.3
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",142.4
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",149.2
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",180.2
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",110.3
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",3.78
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",123.6
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",61.3
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",277.4
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",387.3
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",218.5
-104.1,18.936111,COL,RDRCM,"Radar, Col.",136.3
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",432.1
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",72
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",210.5
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",164.4
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",151.7
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",103.69
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",96.4
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",145.6
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",37.5
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",105.6
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",132.5
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",219.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",189.8
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",152.41
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",37
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",140.3
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",164.2
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",119.2
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",69
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",306.2
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",1.4
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",161.9
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",131.1
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",39.8
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",105.5
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",291.3
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",196.3
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",91.1
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",165.8
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",67.4
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",135
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",88.3
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",142.26
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",141.6
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",131.2
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",189.8
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",125.4
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",82.8
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",99.5
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",128.1
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",175.3
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",174.9
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",119.1
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",83.2
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",44.1
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",122.7
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",112
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",133
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",155.9
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",110.3
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",161.6
