punto,lat,lon,elevation
0,24.498405,-99.007728,531.0
1,24.370507,-99.125696,230.0
2,24.497791,-99.125696,369.0
3,24.625075,-99.125696,829.0
4,24.752359,-99.125696,513.0
5,24.243223,-99.005972,178.0
6,24.370507,-99.005972,266.0
7,24.497791,-99.005972,547.0
8,24.625075,-99.005972,555.0
9,24.752359,-99.005972,596.0
10,24.243223,-98.886248,234.0
11,24.370507,-98.886248,290.0
12,24.497791,-98.886248,384.0
13,24.625075,-98.886248,741.0
14,24.243223,-98.766524,259.0
15,24.370507,-98.766524,329.0
16,24.497791,-98.766524,599.0
