punto,lat,lon,elevation
0,19.991768,-102.579379,2194.0
1,19.925759,-102.64472,1766.0
2,19.96975,-102.64472,1655.0
3,20.013742,-102.64472,1527.0
4,20.057734,-102.64472,1524.0
5,19.925759,-102.603388,1669.0
6,19.96975,-102.603388,1575.0
7,20.013742,-102.603388,1534.0
8,20.057734,-102.603388,1525.0
9,19.925759,-102.562055,1679.0
10,19.96975,-102.562055,1579.0
11,20.013742,-102.562055,1708.0
12,20.057734,-102.562055,1608.0
13,19.925759,-102.520723,1759.0
14,19.96975,-102.520723,1597.0
15,20.013742,-102.520723,1610.0
16,20.057734,-102.520723,1626.0
