punto,lat,lon,elevation
0,16.312552,-97.520393,601.0
1,16.267523,-97.597382,238.0
2,16.297666,-97.597382,229.0
3,16.32781,-97.597382,337.0
4,16.357954,-97.597382,452.0
5,16.267523,-97.565316,350.0
6,16.297666,-97.565316,288.0
7,16.32781,-97.565316,767.0
8,16.357954,-97.565316,1053.0
9,16.267523,-97.533251,372.0
10,16.297666,-97.533251,455.0
11,16.32781,-97.533251,776.0
12,16.357954,-97.533251,1110.0
13,16.267523,-97.501185,340.0
14,16.297666,-97.501185,503.0
15,16.32781,-97.501185,757.0
16,16.357954,-97.501185,1350.0
17,16.267523,-97.469119,379.0
18,16.297666,-97.469119,542.0
19,16.32781,-97.469119,1003.0
