punto,lat,lon,elevation
0,23.263426,-99.586189,1449.0
1,23.183787,-99.609247,2458.0
2,23.238214,-99.609247,2022.0
3,23.292641,-99.609247,1534.0
4,23.347068,-99.609247,1468.0
5,23.401494,-99.609247,1575.0
6,23.12936,-99.563622,1678.0
7,23.183787,-99.563622,1561.0
8,23.238214,-99.563622,1415.0
9,23.292641,-99.563622,1312.0
10,23.347068,-99.563622,1333.0
11,23.401494,-99.563622,1558.0
12,23.12936,-99.517998,1855.0
13,23.183787,-99.517998,1574.0
14,23.238214,-99.517998,1511.0
15,23.292641,-99.517998,1989.0
16,23.347068,-99.517998,1193.0
17,23.401494,-99.517998,1402.0
