punto,lat,lon,elevation
0,21.091262,-99.856148,1510.0
1,21.060939,-99.965758,1870.0
2,21.119258,-99.965758,1638.0
3,21.177577,-99.965758,2038.0
4,21.060939,-99.903974,1634.0
5,21.119258,-99.903974,1710.0
6,21.177577,-99.903974,2109.0
7,21.060939,-99.842189,1618.0
8,21.119258,-99.842189,1585.0
9,21.002619,-99.780404,1438.0
10,21.060939,-99.780404,1386.0
11,21.119258,-99.780404,1598.0
12,21.177577,-99.780404,2077.0
13,21.002619,-99.71862,1384.0
14,21.060939,-99.71862,1562.0
15,21.119258,-99.71862,2361.0
16,21.177577,-99.71862,2649.0
