punto,lat,lon,elevation
0,29.870299,-110.319858,801.0
1,29.844816,-110.406406,1451.0
2,29.870234,-110.406406,1517.0
3,29.895653,-110.406406,1320.0
4,29.844816,-110.374917,1332.0
5,29.870234,-110.374917,1328.0
6,29.895653,-110.374917,1006.0
7,29.844816,-110.343427,1551.0
8,29.870234,-110.343427,780.0
9,29.895653,-110.343427,917.0
10,29.844816,-110.311937,1291.0
11,29.870234,-110.311937,775.0
12,29.895653,-110.311937,962.0
13,29.870234,-110.280447,646.0
14,29.895653,-110.280447,866.0
15,29.870234,-110.248958,674.0
16,29.895653,-110.248958,711.0
