punto,lat,lon,elevation
0,25.250886,-106.553438,2349.0
1,25.171169,-106.842966,711.0
2,25.250657,-106.842966,1269.0
3,25.330145,-106.842966,913.0
4,25.171169,-106.731164,1433.0
5,25.250657,-106.731164,1502.0
6,25.330145,-106.731164,660.0
7,25.171169,-106.619362,1251.0
8,25.250657,-106.619362,2021.0
9,25.330145,-106.619362,1571.0
10,25.171169,-106.50756,2376.0
11,25.250657,-106.50756,2152.0
12,25.330145,-106.50756,1128.0
13,25.171169,-106.395758,2498.0
14,25.250657,-106.395758,2292.0
15,25.171169,-106.283956,2323.0
16,25.250657,-106.283956,2124.0
