punto,lat,lon,elevation
0,17.108316,-97.499224,2130.0
1,17.09431,-97.518047,2133.0
2,17.106911,-97.518047,1923.0
3,17.119513,-97.518047,1836.0
4,17.132115,-97.518047,1799.0
5,17.081708,-97.506369,2099.0
6,17.09431,-97.506369,2115.0
7,17.106911,-97.506369,2156.0
8,17.119513,-97.506369,2151.0
9,17.132115,-97.506369,1998.0
10,17.081708,-97.494691,2338.0
11,17.09431,-97.494691,2174.0
12,17.106911,-97.494691,2203.0
13,17.119513,-97.494691,2228.0
14,17.132115,-97.494691,2304.0
15,17.081708,-97.483013,2527.0
16,17.09431,-97.483013,2346.0
17,17.106911,-97.483013,2457.0
18,17.119513,-97.483013,2545.0
