punto,lat,lon,elevation
0,28.855022,-109.05898,1445.0
1,28.858051,-109.232979,757.0
2,28.915891,-109.232979,571.0
3,28.858051,-109.16784,512.0
4,28.915891,-109.16784,529.0
5,28.858051,-109.102701,988.0
6,28.915891,-109.102701,1074.0
7,28.800211,-109.037562,1622.0
8,28.858051,-109.037562,1525.0
9,28.915891,-109.037562,734.0
10,28.800211,-108.972423,1181.0
11,28.858051,-108.972423,1483.0
12,28.915891,-108.972423,1430.0
13,28.800211,-108.907284,1493.0
14,28.858051,-108.907284,1563.0
15,28.915891,-108.907284,1289.0
