punto,lat,lon,elevation
0,17.073822,-97.603149,2485.0
1,17.009224,-97.631112,2264.0
2,17.035422,-97.631112,2339.0
3,17.06162,-97.631112,2575.0
4,17.087818,-97.631112,2897.0
5,17.114016,-97.631112,3026.0
6,17.140214,-97.631112,3016.0
7,17.009224,-97.60897,2579.0
8,17.035422,-97.60897,2541.0
9,17.06162,-97.60897,2563.0
10,17.087818,-97.60897,2545.0
11,17.114016,-97.60897,2966.0
12,17.140214,-97.60897,2863.0
13,17.06162,-97.586828,2491.0
14,17.087818,-97.586828,2507.0
15,17.114016,-97.586828,2619.0
