punto,lat,lon,elevation
0,17.583009,-96.765344,1851.0
1,17.518843,-96.83032,1114.0
2,17.562052,-96.83032,1324.0
3,17.605262,-96.83032,1147.0
4,17.648471,-96.83032,1376.0
5,17.518843,-96.780063,1525.0
6,17.562052,-96.780063,2146.0
7,17.605262,-96.780063,2165.0
8,17.648471,-96.780063,2095.0
9,17.518843,-96.729805,2525.0
10,17.562052,-96.729805,2696.0
11,17.605262,-96.729805,2154.0
12,17.648471,-96.729805,2015.0
13,17.562052,-96.679548,1625.0
14,17.605262,-96.679548,1694.0
15,17.648471,-96.679548,1120.0
