punto,lat,lon,elevation
0,31.452228,-106.449726,1244.0
1,31.25278,-106.797477,1207.0
2,31.385604,-106.797477,1197.0
3,31.65125,-106.797477,1242.0
4,31.25278,-106.643328,1231.0
5,31.385604,-106.643328,1237.0
6,31.518427,-106.643328,1252.0
7,31.65125,-106.643328,1238.0
8,31.25278,-106.48918,1309.0
9,31.385604,-106.48918,1256.0
10,31.518427,-106.48918,1256.0
11,31.65125,-106.48918,1275.0
12,31.25278,-106.335031,1444.0
13,31.385604,-106.335031,1305.0
14,31.518427,-106.335031,1197.0
15,31.65125,-106.335031,1116.0
