punto,lat,lon,elevation
0,18.673286,-103.079832,1275.0
1,18.552517,-103.281336,1615.0
2,18.794058,-103.281336,1380.0
3,18.914829,-103.281336,842.0
4,18.431746,-103.16685,1164.0
5,18.552517,-103.16685,1607.0
6,18.673287,-103.16685,1096.0
7,18.794058,-103.16685,1069.0
8,18.914829,-103.16685,1623.0
9,18.431746,-103.052364,1626.0
10,18.552517,-103.052364,1660.0
11,18.673287,-103.052364,1505.0
12,18.794058,-103.052364,2273.0
13,18.914829,-103.052364,2024.0
14,18.431746,-102.937879,1522.0
15,18.552517,-102.937879,1248.0
16,18.673287,-102.937879,2245.0
17,18.794058,-102.937879,2425.0
18,18.914829,-102.937879,1300.0
