punto,lat,lon,elevation
0,18.311892,-97.372119,1391.0
1,18.261981,-97.407872,2392.0
2,18.286931,-97.407872,1916.0
3,18.31188,-97.407872,1473.0
4,18.33683,-97.407872,1596.0
5,18.361779,-97.407872,1536.0
6,18.261981,-97.384435,1845.0
7,18.286931,-97.384435,1580.0
8,18.31188,-97.384435,1351.0
9,18.33683,-97.384435,1313.0
10,18.361779,-97.384435,1550.0
11,18.31188,-97.360997,1267.0
12,18.33683,-97.360997,1269.0
13,18.361779,-97.360997,1389.0
14,18.31188,-97.33756,1204.0
15,18.33683,-97.33756,1290.0
