punto,lat,lon,elevation
0,28.207642,-106.932271,2127.0
1,28.207917,-107.142013,2248.0
2,28.293198,-107.142013,2155.0
3,28.122636,-107.040742,2154.0
4,28.207917,-107.040742,2123.0
5,28.293198,-107.040742,2221.0
6,28.122636,-106.939471,2131.0
7,28.207917,-106.939471,2118.0
8,28.293198,-106.939471,2163.0
9,28.122636,-106.838201,2127.0
10,28.207917,-106.838201,2045.0
11,28.293198,-106.838201,2048.0
12,28.122636,-106.73693,1937.0
13,28.207917,-106.73693,1922.0
14,28.293198,-106.73693,1915.0
15,28.122636,-106.635659,2039.0
