punto,lat,lon,elevation
0,20.422021,-100.930567,2046.0
1,20.365789,-101.002652,1736.0
2,20.40322,-101.002652,1729.0
3,20.440652,-101.002652,1726.0
4,20.478084,-101.002652,1731.0
5,20.365789,-100.957891,1918.0
6,20.40322,-100.957891,1809.0
7,20.440652,-100.957891,1802.0
8,20.478084,-100.957891,1738.0
9,20.365789,-100.91313,1984.0
10,20.40322,-100.91313,2239.0
11,20.440652,-100.91313,2092.0
12,20.478084,-100.91313,1778.0
13,20.365789,-100.868369,2076.0
14,20.40322,-100.868369,2403.0
15,20.440652,-100.868369,2147.0
16,20.478084,-100.868369,1768.0
