punto,lat,lon,elevation
0,21.910795,-102.713499,1737.0
1,21.793793,-102.805265,1563.0
2,21.871978,-102.805265,2118.0
3,21.950162,-102.805265,2291.0
4,21.793793,-102.736353,1714.0
5,21.871978,-102.736353,1631.0
6,21.950162,-102.736353,1832.0
7,22.028346,-102.736353,2165.0
8,21.793793,-102.667442,2098.0
9,21.871978,-102.667442,1700.0
10,21.950162,-102.667442,1851.0
11,22.028346,-102.667442,1907.0
12,21.793793,-102.59853,2151.0
13,21.871978,-102.59853,2057.0
14,21.950162,-102.59853,2402.0
15,22.028346,-102.59853,2397.0
