punto,lat,lon,elevation
0,20.5347,-104.064661,1236.0
1,20.502863,-104.199521,1671.0
2,20.566766,-104.199521,1301.0
3,20.630669,-104.199521,1428.0
4,20.438959,-104.130973,1760.0
5,20.502863,-104.130973,1393.0
6,20.566766,-104.130973,1257.0
7,20.630669,-104.130973,1734.0
8,20.438959,-104.062425,1468.0
9,20.502863,-104.062425,1300.0
10,20.566766,-104.062425,1261.0
11,20.630669,-104.062425,1598.0
12,20.502863,-103.993877,1259.0
13,20.566766,-103.993877,1240.0
14,20.502863,-103.925329,1262.0
15,20.566766,-103.925329,1237.0
16,20.630669,-103.925329,1349.0
