punto,lat,lon,elevation
0,21.05125,-104.561469,1120.0
1,20.974977,-104.677367,542.0
2,21.025795,-104.677367,852.0
3,20.974977,-104.623071,711.0
4,21.025795,-104.623071,1264.0
5,21.076613,-104.623071,901.0
6,21.127431,-104.623071,747.0
7,20.974977,-104.568774,1593.0
8,21.025795,-104.568774,1524.0
9,21.076613,-104.568774,894.0
10,21.127431,-104.568774,1084.0
11,20.974977,-104.514478,1357.0
12,21.025795,-104.514478,1273.0
13,21.076613,-104.514478,1218.0
14,21.025795,-104.460181,1031.0
15,21.076613,-104.460181,1109.0
