punto,lat,lon,elevation
0,17.615338,-97.350707,2591.0
1,17.58947,-97.371439,2674.0
2,17.602256,-97.371439,2493.0
3,17.615042,-97.371439,2529.0
4,17.627828,-97.371439,2499.0
5,17.640614,-97.371439,2548.0
6,17.58947,-97.359643,2494.0
7,17.602256,-97.359643,2408.0
8,17.615042,-97.359643,2554.0
9,17.627828,-97.359643,2417.0
10,17.58947,-97.347847,2407.0
11,17.602256,-97.347847,2618.0
12,17.615042,-97.347847,2595.0
13,17.627828,-97.347847,2360.0
14,17.58947,-97.336051,2333.0
15,17.602256,-97.336051,2502.0
16,17.615042,-97.336051,2456.0
