punto,lat,lon,elevation
0,18.771537,-97.095983,1981.0
1,18.756911,-97.110597,2652.0
2,18.766671,-97.110597,2435.0
3,18.776431,-97.110597,2231.0
4,18.786191,-97.110597,1594.0
5,18.756911,-97.099199,2167.0
6,18.766671,-97.099199,2323.0
7,18.776431,-97.099199,2024.0
8,18.786191,-97.099199,1370.0
9,18.756911,-97.0878,1492.0
10,18.766671,-97.0878,1785.0
11,18.776431,-97.0878,1655.0
12,18.786191,-97.0878,1230.0
13,18.756911,-97.076402,1798.0
14,18.766671,-97.076402,1484.0
15,18.776431,-97.076402,1444.0
16,18.786191,-97.076402,1502.0
