punto,lat,lon,elevation
0,22.922288,-101.099095,1799.0
1,22.921115,-101.326472,2027.0
2,22.997291,-101.326472,2171.0
3,22.844939,-101.234304,1931.0
4,22.921115,-101.234304,2027.0
5,22.997291,-101.234304,2416.0
6,22.844939,-101.142135,1934.0
7,22.921115,-101.142135,1892.0
8,22.997291,-101.142135,1965.0
9,22.844939,-101.049966,1694.0
10,22.921115,-101.049966,1734.0
11,22.997291,-101.049966,1802.0
12,22.844939,-100.957797,1639.0
13,22.921115,-100.957797,1683.0
14,22.997291,-100.957797,1872.0
15,22.844939,-100.865628,1698.0
16,22.921115,-100.865628,1891.0
17,22.997291,-100.865628,1833.0
