punto,lat,lon,elevation
0,17.401023,-100.750573,1310.0
1,17.344983,-100.957391,409.0
2,17.46219,-100.957391,1027.0
3,17.579397,-100.957391,985.0
4,17.227776,-100.832423,19.0
5,17.344983,-100.832423,187.0
6,17.46219,-100.832423,1541.0
7,17.579397,-100.832423,952.0
8,17.227776,-100.707455,104.0
9,17.344983,-100.707455,937.0
10,17.46219,-100.707455,627.0
11,17.579397,-100.707455,1047.0
12,17.227776,-100.582488,136.0
13,17.344983,-100.582488,187.0
14,17.46219,-100.582488,613.0
15,17.579397,-100.582488,1803.0
