punto,lat,lon,elevation
0,30.838011,-110.787299,987.0
1,30.784253,-110.974512,1055.0
2,30.889112,-110.974512,1295.0
3,30.993971,-110.974512,1461.0
4,30.784253,-110.862296,835.0
5,30.889112,-110.862296,932.0
6,30.993971,-110.862296,1046.0
7,30.679394,-110.750081,1718.0
8,30.784253,-110.750081,1044.0
9,30.889112,-110.750081,1497.0
10,30.993971,-110.750081,1929.0
11,30.679394,-110.637866,1251.0
12,30.784253,-110.637866,1248.0
13,30.889112,-110.637866,1047.0
14,30.993971,-110.637866,1218.0
15,30.679394,-110.52565,1291.0
16,30.889112,-110.52565,1770.0
17,30.993971,-110.52565,1262.0
