punto,lat,lon,elevation
0,18.253699,-100.193907,829.0
1,18.134486,-100.277548,351.0
2,18.194147,-100.277548,880.0
3,18.253808,-100.277548,442.0
4,18.313468,-100.277548,391.0
5,18.373129,-100.277548,365.0
6,18.134486,-100.222006,488.0
7,18.194147,-100.222006,646.0
8,18.253808,-100.222006,735.0
9,18.313468,-100.222006,767.0
10,18.373129,-100.222006,667.0
11,18.134486,-100.166464,964.0
12,18.194147,-100.166464,1241.0
13,18.253808,-100.166464,893.0
14,18.313468,-100.166464,972.0
15,18.373129,-100.166464,707.0
16,18.134486,-100.110922,1194.0
17,18.194147,-100.110922,934.0
18,18.253808,-100.110922,1125.0
19,18.313468,-100.110922,1114.0
