punto,lat,lon,elevation
0,19.139076,-99.567555,2580.0
1,19.139123,-99.597296,2631.0
2,19.148466,-99.597296,2638.0
3,19.139123,-99.586116,2606.0
4,19.148466,-99.586116,2605.0
5,19.12978,-99.574936,2590.0
6,19.139123,-99.574936,2586.0
7,19.148466,-99.574936,2588.0
8,19.12978,-99.563756,2579.0
9,19.139123,-99.563756,2581.0
10,19.148466,-99.563756,2582.0
11,19.12978,-99.552576,2577.0
12,19.139123,-99.552576,2580.0
13,19.148466,-99.552576,2576.0
14,19.12978,-99.541396,2576.0
15,19.139123,-99.541396,2574.0
16,19.148466,-99.541396,2574.0
