punto,lat,lon,elevation
0,17.752314,-97.442105,2205.0
1,17.729064,-97.467139,2349.0
2,17.744621,-97.467139,2397.0
3,17.760178,-97.467139,2264.0
4,17.775736,-97.467139,2310.0
5,17.729064,-97.450935,2620.0
6,17.744621,-97.450935,2398.0
7,17.760178,-97.450935,2240.0
8,17.775736,-97.450935,2324.0
9,17.729064,-97.434732,2248.0
10,17.744621,-97.434732,2182.0
11,17.760178,-97.434732,2276.0
12,17.775736,-97.434732,2440.0
13,17.729064,-97.418528,2390.0
14,17.744621,-97.418528,2205.0
15,17.760178,-97.418528,2260.0
