punto,lat,lon,elevation
0,18.706954,-97.183623,2574.0
1,18.657979,-97.221169,2916.0
2,18.682471,-97.221169,2879.0
3,18.706964,-97.221169,2613.0
4,18.731457,-97.221169,1957.0
5,18.657979,-97.198536,2749.0
6,18.682471,-97.198536,2737.0
7,18.706964,-97.198536,2686.0
8,18.731457,-97.198536,2013.0
9,18.755949,-97.198536,1863.0
10,18.657979,-97.175902,2536.0
11,18.682471,-97.175902,2550.0
12,18.706964,-97.175902,2633.0
13,18.731457,-97.175902,2298.0
14,18.755949,-97.175902,2536.0
15,18.682471,-97.153269,2473.0
16,18.706964,-97.153269,2601.0
17,18.731457,-97.153269,2515.0
18,18.755949,-97.153269,2136.0
