punto,lat,lon,elevation
0,18.006193,-97.641826,1940.0
1,17.969657,-97.672908,1813.0
2,17.993538,-97.672908,1971.0
3,18.017419,-97.672908,2050.0
4,18.041301,-97.672908,2213.0
5,17.969657,-97.651992,1865.0
6,17.993538,-97.651992,2160.0
7,18.017419,-97.651992,1969.0
8,18.041301,-97.651992,2371.0
9,17.969657,-97.631075,2065.0
10,17.993538,-97.631075,1948.0
11,18.017419,-97.631075,2090.0
12,18.041301,-97.631075,2527.0
13,17.969657,-97.610158,2252.0
14,17.993538,-97.610158,2219.0
15,18.017419,-97.610158,2132.0
