punto,lat,lon,elevation
0,22.756817,-102.321713,2110.0
1,22.707843,-102.365799,2218.0
2,22.739514,-102.365799,2189.0
3,22.771184,-102.365799,2173.0
4,22.802854,-102.365799,2165.0
5,22.707843,-102.328679,2122.0
6,22.739514,-102.328679,2129.0
7,22.771184,-102.328679,2112.0
8,22.802854,-102.328679,2110.0
9,22.707843,-102.291558,2108.0
10,22.739514,-102.291558,2091.0
11,22.771184,-102.291558,2083.0
12,22.802854,-102.291558,2069.0
13,22.707843,-102.254438,2167.0
14,22.739514,-102.254438,2129.0
15,22.771184,-102.254438,2134.0
16,22.802854,-102.254438,2094.0
