punto,lat,lon,elevation
0,20.147941,-102.417504,1530.0
1,20.149289,-102.450408,1528.0
2,20.098999,-102.426717,1690.0
3,20.124144,-102.426717,1645.0
4,20.149289,-102.426717,1530.0
5,20.174434,-102.426717,1532.0
6,20.19958,-102.426717,1577.0
7,20.098999,-102.403026,1642.0
8,20.124144,-102.403026,1747.0
9,20.149289,-102.403026,1534.0
10,20.174434,-102.403026,1567.0
11,20.19958,-102.403026,1626.0
12,20.098999,-102.379335,1559.0
13,20.124144,-102.379335,1586.0
14,20.149289,-102.379335,1535.0
15,20.174434,-102.379335,1572.0
16,20.19958,-102.379335,1682.0
