punto,lat,lon,elevation
0,19.154551,-102.010538,565.0
1,19.0723,-102.044958,427.0
2,19.113422,-102.044958,558.0
3,19.154543,-102.044958,635.0
4,19.195665,-102.044958,732.0
5,19.236787,-102.044958,857.0
6,19.0723,-101.999478,428.0
7,19.113422,-101.999478,506.0
8,19.154543,-101.999478,545.0
9,19.195665,-101.999478,983.0
10,19.236787,-101.999478,1235.0
11,19.0723,-101.953998,622.0
12,19.113422,-101.953998,858.0
13,19.154543,-101.953998,463.0
14,19.195665,-101.953998,777.0
15,19.236787,-101.953998,926.0
