punto,lat,lon,elevation
0,17.181659,-96.828643,1613.0
1,17.177487,-96.841298,1644.0
2,17.18157,-96.841298,1624.0
3,17.177487,-96.836761,1628.0
4,17.18157,-96.836761,1621.0
5,17.185652,-96.836761,1622.0
6,17.177487,-96.832224,1617.0
7,17.18157,-96.832224,1619.0
8,17.185652,-96.832224,1616.0
9,17.177487,-96.827688,1613.0
10,17.18157,-96.827688,1611.0
11,17.185652,-96.827688,1614.0
12,17.177487,-96.823151,1611.0
13,17.18157,-96.823151,1604.0
14,17.185652,-96.823151,1608.0
15,17.177487,-96.818614,1607.0
16,17.18157,-96.818614,1604.0
17,17.185652,-96.818614,1600.0
