punto,lat,lon,elevation
0,21.196351,-103.182539,1214.0
1,21.110509,-103.244899,1153.0
2,21.16774,-103.244899,1659.0
3,21.282202,-103.244899,1554.0
4,21.110509,-103.191707,1363.0
5,21.16774,-103.191707,1541.0
6,21.224971,-103.191707,1200.0
7,21.282202,-103.191707,1342.0
8,21.110509,-103.138515,1534.0
9,21.16774,-103.138515,1372.0
10,21.224971,-103.138515,1432.0
11,21.282202,-103.138515,1323.0
12,21.110509,-103.085322,2009.0
13,21.16774,-103.085322,2075.0
14,21.224971,-103.085322,2087.0
15,21.282202,-103.085322,1508.0
