punto,lat,lon,elevation
0,23.529089,-102.11733,1953.0
1,23.235587,-102.521746,2073.0
2,23.625499,-102.521746,1965.0
3,23.820456,-102.521746,2017.0
4,23.235587,-102.31074,1997.0
5,23.430543,-102.31074,2043.0
6,23.625499,-102.31074,2024.0
7,23.820456,-102.31074,1880.0
8,23.430543,-102.099734,1970.0
9,23.625499,-102.099734,1987.0
10,23.820456,-102.099734,1983.0
11,23.430543,-101.888728,1975.0
12,23.625499,-101.888728,2099.0
13,23.820456,-101.888728,2170.0
14,23.625499,-101.677722,2121.0
15,23.820456,-101.677722,2012.0
