punto,lat,lon,elevation
0,20.9927,-102.393598,1864.0
1,20.928691,-102.511382,2002.0
2,20.992733,-102.511382,1910.0
3,21.056775,-102.511382,2022.0
4,20.928691,-102.449428,2013.0
5,20.992733,-102.449428,1958.0
6,21.056775,-102.449428,1849.0
7,20.928691,-102.387473,2118.0
8,20.992733,-102.387473,1874.0
9,21.056775,-102.387473,1910.0
10,20.928691,-102.325518,2223.0
11,20.992733,-102.325518,2066.0
12,21.056775,-102.325518,1941.0
13,20.928691,-102.263563,2162.0
14,20.992733,-102.263563,2045.0
15,21.056775,-102.263563,2009.0
