punto,lat,lon,elevation
0,28.72625,-110.34397,360.0
1,28.589354,-110.73474,278.0
2,28.724479,-110.73474,266.0
3,28.859605,-110.73474,327.0
4,28.589354,-110.572292,623.0
5,28.724479,-110.572292,365.0
6,28.859605,-110.572292,432.0
7,28.589354,-110.409844,406.0
8,28.724479,-110.409844,389.0
9,28.859605,-110.409844,434.0
10,28.589354,-110.247395,340.0
11,28.724479,-110.247395,508.0
12,28.859605,-110.247395,475.0
13,28.589354,-110.084947,484.0
14,28.724479,-110.084947,629.0
15,28.589354,-109.922499,371.0
16,28.724479,-109.922499,554.0
