punto,lat,lon,elevation
0,16.807587,-96.758828,1474.0
1,16.801017,-96.762962,1474.0
2,16.804563,-96.762962,1471.0
3,16.808109,-96.762962,1475.0
4,16.811655,-96.762962,1472.0
5,16.801017,-96.760037,1473.0
6,16.804563,-96.760037,1472.0
7,16.808109,-96.760037,1477.0
8,16.811655,-96.760037,1479.0
9,16.801017,-96.757112,1473.0
10,16.804563,-96.757112,1472.0
11,16.808109,-96.757112,1477.0
12,16.811655,-96.757112,1474.0
13,16.801017,-96.754187,1478.0
14,16.804563,-96.754187,1472.0
15,16.808109,-96.754187,1473.0
16,16.811655,-96.754187,1473.0
