punto,lat,lon,elevation
0,24.221726,-99.924135,2226.0
1,24.052899,-100.087021,1580.0
2,24.166341,-100.087021,1582.0
3,24.279784,-100.087021,1720.0
4,24.052899,-99.957991,1834.0
5,24.166341,-99.957991,2217.0
6,24.279784,-99.957991,2296.0
7,24.393227,-99.957991,2302.0
8,24.052899,-99.828961,1751.0
9,24.166341,-99.828961,1149.0
10,24.279784,-99.828961,1689.0
11,24.393227,-99.828961,2143.0
12,24.052899,-99.699932,1607.0
13,24.166341,-99.699932,1295.0
14,24.279784,-99.699932,1283.0
15,24.393227,-99.699932,1733.0
