punto,lat,lon,elevation
0,17.127155,-96.297365,2440.0
1,17.111516,-96.34283,2710.0
2,17.12721,-96.34283,2831.0
3,17.111516,-96.325669,2430.0
4,17.12721,-96.325669,2497.0
5,17.111516,-96.308507,2118.0
6,17.12721,-96.308507,2258.0
7,17.111516,-96.291346,2267.0
8,17.12721,-96.291346,2466.0
9,17.142905,-96.291346,1927.0
10,17.111516,-96.274185,2029.0
11,17.12721,-96.274185,2232.0
12,17.142905,-96.274185,2107.0
13,17.111516,-96.257023,1965.0
14,17.12721,-96.257023,1984.0
15,17.142905,-96.257023,1728.0
