punto,lat,lon,elevation
0,17.517125,-96.525634,2383.0
1,17.490283,-96.587738,1329.0
2,17.517124,-96.587738,1400.0
3,17.543965,-96.587738,1613.0
4,17.490283,-96.555456,2094.0
5,17.517124,-96.555456,1767.0
6,17.543965,-96.555456,2381.0
7,17.490283,-96.523175,2383.0
8,17.517124,-96.523175,2461.0
9,17.543965,-96.523175,2538.0
10,17.490283,-96.490893,2823.0
11,17.517124,-96.490893,2825.0
12,17.543965,-96.490893,2647.0
13,17.517124,-96.458612,2109.0
14,17.543965,-96.458612,2731.0
15,17.543965,-96.42633,2238.0
