punto,lat,lon,elevation
0,16.909099,-97.52445,2248.0
1,16.890561,-97.533263,2505.0
2,16.899852,-97.533263,2422.0
3,16.909143,-97.533263,2404.0
4,16.918434,-97.533263,2463.0
5,16.927725,-97.533263,2651.0
6,16.890561,-97.522989,2191.0
7,16.899852,-97.522989,2264.0
8,16.909143,-97.522989,2220.0
9,16.918434,-97.522989,2312.0
10,16.927725,-97.522989,2519.0
11,16.890561,-97.512715,2055.0
12,16.899852,-97.512715,2097.0
13,16.909143,-97.512715,2251.0
14,16.918434,-97.512715,2367.0
15,16.927725,-97.512715,2376.0
