punto,lat,lon,elevation
0,20.730935,-97.67694,88.0
1,20.670385,-97.720999,189.0
2,20.711197,-97.720999,178.0
3,20.752008,-97.720999,116.0
4,20.79282,-97.720999,75.0
5,20.670385,-97.684462,155.0
6,20.711197,-97.684462,165.0
7,20.752008,-97.684462,95.0
8,20.79282,-97.684462,82.0
9,20.670385,-97.647924,182.0
10,20.711197,-97.647924,170.0
11,20.752008,-97.647924,74.0
12,20.79282,-97.647924,103.0
13,20.670385,-97.611387,101.0
14,20.711197,-97.611387,109.0
15,20.752008,-97.611387,105.0
16,20.79282,-97.611387,124.0
