punto,lat,lon,elevation
0,15.556248,-92.619828,1615.0
1,15.511525,-92.668317,2307.0
2,15.541038,-92.668317,2070.0
3,15.570551,-92.668317,1776.0
4,15.600064,-92.668317,1834.0
5,15.511525,-92.63682,2482.0
6,15.541038,-92.63682,1860.0
7,15.570551,-92.63682,1403.0
8,15.600064,-92.63682,1524.0
9,15.511525,-92.605324,2158.0
10,15.541038,-92.605324,1992.0
11,15.570551,-92.605324,1450.0
12,15.600064,-92.605324,1157.0
13,15.511525,-92.573828,2134.0
14,15.541038,-92.573828,1589.0
15,15.570551,-92.573828,1744.0
16,15.600064,-92.573828,1035.0
17,15.511525,-92.542332,1947.0
18,15.600064,-92.542332,919.0
