punto,lat,lon,elevation
0,31.14935,-110.592657,1448.0
1,31.119926,-110.706001,1284.0
2,31.191075,-110.706001,1277.0
3,31.048778,-110.629162,1217.0
4,31.119926,-110.629162,1355.0
5,31.191075,-110.629162,1483.0
6,31.262224,-110.629162,1485.0
7,31.048778,-110.552323,1261.0
8,31.119926,-110.552323,1820.0
9,31.191075,-110.552323,1607.0
10,31.262224,-110.552323,1579.0
11,31.119926,-110.475484,1415.0
12,31.191075,-110.475484,1638.0
13,31.262224,-110.475484,1637.0
14,31.191075,-110.398645,1520.0
15,31.262224,-110.398645,1517.0
