punto,lat,lon,elevation
0,18.328422,-101.203599,858.0
1,18.220347,-101.437079,1301.0
2,18.328476,-101.437079,699.0
3,18.436605,-101.437079,246.0
4,18.220347,-101.333115,1982.0
5,18.328476,-101.333115,583.0
6,18.436605,-101.333115,530.0
7,18.220347,-101.22915,1850.0
8,18.328476,-101.22915,1022.0
9,18.436605,-101.22915,494.0
10,18.220347,-101.125186,941.0
11,18.328476,-101.125186,912.0
12,18.436605,-101.125186,303.0
13,18.220347,-101.021221,666.0
14,18.328476,-101.021221,1132.0
15,18.436605,-101.021221,306.0
