punto,lat,lon,elevation
0,17.202889,-95.90244,720.0
1,17.155933,-95.947124,1886.0
2,17.187436,-95.947124,1362.0
3,17.218939,-95.947124,1253.0
4,17.155933,-95.913658,1315.0
5,17.187436,-95.913658,1137.0
6,17.218939,-95.913658,695.0
7,17.155933,-95.880191,911.0
8,17.187436,-95.880191,1230.0
9,17.218939,-95.880191,773.0
10,17.250441,-95.880191,613.0
11,17.155933,-95.846724,681.0
12,17.187436,-95.846724,1018.0
13,17.218939,-95.846724,1121.0
14,17.250441,-95.846724,1171.0
15,17.218939,-95.813258,1084.0
