punto,lat,lon,elevation
0,19.649113,-99.970158,2599.0
1,19.62592,-100.041111,2684.0
2,19.672308,-100.041111,2637.0
3,19.718697,-100.041111,2783.0
4,19.579531,-99.997635,2943.0
5,19.62592,-99.997635,2637.0
6,19.672308,-99.997635,2665.0
7,19.718697,-99.997635,2684.0
8,19.579531,-99.954158,2822.0
9,19.62592,-99.954158,2709.0
10,19.672308,-99.954158,2627.0
11,19.718697,-99.954158,2570.0
12,19.579531,-99.910682,2992.0
13,19.62592,-99.910682,2560.0
14,19.672308,-99.910682,2553.0
15,19.718697,-99.910682,2527.0
